Year,2022,2021
"Selling, General & Admin",4.08,1
Operating Expenses,4.08,1
Operating Income,-4.08,-1
Other Expense / Income,-8.35,-3.15
Pretax Income,4.27,2.15
Income Tax,0.6,0
Net Income,3.67,2.15
Net Income Growth,70.85%,-
Shares Outstanding (Basic),28,20
Shares Outstanding (Diluted),28,20
Shares Change,39.53%,-
EPS (Basic),0.13,0.11
EPS (Diluted),0.13,0.11
EPS Growth,18.18%,-
Free Cash Flow Per Share,-0.05,-0.05
Effective Tax Rate,14.08%,-
EBITDA,4.27,2.15
EBIT,4.27,2.15
