Year,2022,2021
"Selling, General & Admin",2.31,1.71
Operating Expenses,2.31,1.71
Operating Income,-2.31,-1.71
Other Expense / Income,-18.24,-12.2
Pretax Income,15.93,10.48
Income Tax,0.85,0
Net Income,15.08,10.48
Net Income Growth,43.89%,-
Shares Outstanding (Basic),40,36
Shares Outstanding (Diluted),40,36
Shares Change,9.68%,-
EPS (Basic),0.38,0.29
EPS (Diluted),0.38,0.29
EPS Growth,31.03%,-
Free Cash Flow Per Share,-0.04,-0.04
Effective Tax Rate,5.31%,-
EBITDA,15.93,10.48
EBIT,15.93,10.48
