Year,2022,2021
"Selling, General & Admin",0.88,2.98
Operating Expenses,0.88,2.98
Operating Income,-0.88,-2.98
Other Expense / Income,-15.61,-6.14
Pretax Income,14.73,3.15
Income Tax,0.98,0
Net Income,13.75,3.15
Net Income Growth,336.15%,-
Shares Outstanding (Basic),50,47
Shares Outstanding (Diluted),50,47
Shares Change,6.59%,-
EPS (Basic),0.28,0.07
EPS (Diluted),0.28,0.07
EPS Growth,300.00%,-
Free Cash Flow Per Share,-0.03,-0.02
Effective Tax Rate,6.66%,-
EBITDA,14.73,3.15
EBIT,14.73,3.15
