Year,2022,2021
"Selling, General & Admin",1.44,0.62
Operating Expenses,1.44,0.62
Operating Income,-1.44,-0.62
Other Expense / Income,-10.73,-9.95
Pretax Income,9.29,9.34
Net Income,9.29,9.34
Net Income Growth,-0.54%,-
Shares Outstanding (Basic),29,11
Shares Outstanding (Diluted),29,12
Shares Change,147.97%,-
EPS (Basic),0.32,0.84
EPS (Diluted),0.32,0.81
EPS Growth,-60.49%,-
Free Cash Flow Per Share,-0.02,-0.06
EBITDA,9.29,9.34
EBIT,9.29,9.34
