Year,2022,2021
"Selling, General & Admin",4.07,2.92
Operating Expenses,4.07,2.92
Operating Income,-4.07,-2.92
Other Expense / Income,-14.65,-9.51
Pretax Income,10.58,6.59
Net Income,10.58,6.59
Net Income Growth,60.42%,-
Shares Outstanding (Basic),40,34
Shares Outstanding (Diluted),40,34
Shares Change,18.51%,-
EPS (Basic),0.27,0.20
EPS (Diluted),0.27,0.20
EPS Growth,35.00%,-
Free Cash Flow Per Share,-0.03,-0.06
EBITDA,10.58,6.59
EBIT,10.58,6.59
