Year,2022,2021
"Selling, General & Admin",1.98,0.56
Operating Expenses,1.98,0.56
Operating Income,-1.98,-0.56
Other Expense / Income,-8.18,-6.47
Pretax Income,6.19,5.91
Income Tax,0.25,0
Net Income,5.94,5.91
Net Income Growth,0.58%,-
Shares Outstanding (Basic),5,8
Shares Outstanding (Diluted),5,8
Shares Change,-33.17%,-
EPS (Basic),1.18,0.78
EPS (Diluted),1.18,0.78
EPS Growth,51.28%,-
Free Cash Flow Per Share,-0.09,-0.12
Effective Tax Rate,4.10%,-
EBITDA,6.19,5.91
EBIT,6.19,5.91
