Year,2022,2021
"Selling, General & Admin",1.79,0.44
Operating Expenses,1.79,0.44
Operating Income,-1.79,-0.44
Other Expense / Income,-15.06,-6.86
Pretax Income,13.27,6.42
Net Income,13.27,6.42
Net Income Growth,106.81%,-
Shares Outstanding (Basic),33,11
Shares Outstanding (Diluted),33,11
Shares Change,202.92%,-
EPS (Basic),0.40,0.59
EPS (Diluted),0.40,0.59
EPS Growth,-32.20%,-
Free Cash Flow Per Share,-0.03,-0.08
EBITDA,13.27,6.42
EBIT,13.27,6.42
