Year,2022,2021
"Selling, General & Admin",1.17,0.85
Operating Expenses,1.17,0.85
Operating Income,-1.17,-0.85
Other Expense / Income,-7.49,-4.58
Pretax Income,6.32,3.73
Income Tax,0.52,0
Net Income,5.8,3.73
Net Income Growth,55.28%,-
Shares Outstanding (Basic),22,15
Shares Outstanding (Diluted),22,15
Shares Change,44.63%,-
EPS (Basic),0.27,0.25
EPS (Diluted),0.27,0.25
EPS Growth,8.00%,-
Free Cash Flow Per Share,-0.03,-0.07
Effective Tax Rate,8.30%,-
EBITDA,6.32,3.73
EBIT,6.32,3.73
