Year,2022,2021
"Selling, General & Admin",1.25,0.53
Operating Expenses,1.25,0.53
Operating Income,-1.25,-0.53
Other Expense / Income,-8.85,-4.92
Pretax Income,7.6,4.39
Net Income,7.6,4.39
Net Income Growth,73.16%,-
Shares Outstanding (Basic),19,12
Shares Outstanding (Diluted),19,12
Shares Change,53.31%,-
EPS (Basic),0.41,0.36
EPS (Diluted),0.41,0.36
EPS Growth,13.89%,-
Free Cash Flow Per Share,-0.03,-0.10
EBITDA,7.6,4.39
EBIT,7.6,4.39
