Year,2022,2021
"Selling, General & Admin",3.21,0.95
Operating Expenses,3.21,0.95
Operating Income,-3.21,-0.95
Other Expense / Income,-13.55,-8.78
Pretax Income,10.34,7.83
Income Tax,0.81,0
Net Income,9.52,7.83
Net Income Growth,21.60%,-
Shares Outstanding (Basic),44,37
Shares Outstanding (Diluted),44,37
Shares Change,18.11%,-
EPS (Basic),0.22,0.21
EPS (Diluted),0.22,0.21
EPS Growth,4.76%,-
Free Cash Flow Per Share,-0.03,-0.02
Effective Tax Rate,7.87%,-
EBITDA,10.34,7.83
EBIT,10.34,7.83
