Year,2022,2021
"Selling, General & Admin",4.24,5.58
Operating Expenses,4.24,5.58
Operating Income,-4.24,-5.58
Other Expense / Income,-19.04,-12.27
Pretax Income,14.8,6.69
Net Income,14.8,6.69
Net Income Growth,121.20%,-
Shares Outstanding (Basic),35,31
Shares Outstanding (Diluted),35,31
Shares Change,9.87%,-
EPS (Basic),0.43,0.21
EPS (Diluted),0.43,0.21
EPS Growth,104.76%,-
Free Cash Flow Per Share,-0.01,-0.07
EBITDA,14.8,6.69
EBIT,14.8,6.69
