symbol,date,open,high,low,close,volume,adjclose,dividends,splits
BMRC,2017-01-03,35.125,35.125,34.07500076293945,34.599998474121094,23600,29.53708839416504,0.0,0.0
BMRC,2017-01-04,34.099998474121094,34.599998474121094,34.099998474121094,34.20000076293945,19400,29.195621490478516,0.0,0.0
BMRC,2017-01-05,34.17499923706055,34.20000076293945,33.849998474121094,33.92499923706055,18600,28.96086311340332,0.0,0.0
BMRC,2017-01-06,34.095001220703125,34.095001220703125,33.67499923706055,33.92499923706055,12800,28.96086311340332,0.0,0.0
BMRC,2017-01-09,33.875,33.875,33.599998474121094,33.599998474121094,13200,28.683412551879883,0.0,0.0
BMRC,2017-01-10,33.45000076293945,34.099998474121094,33.275001525878906,33.95000076293945,9000,28.982200622558594,0.0,0.0
BMRC,2017-01-11,33.54999923706055,33.939998626708984,33.25,33.625,15400,28.704757690429688,0.0,0.0
BMRC,2017-01-12,33.5,33.650001525878906,33.275001525878906,33.375,71800,28.491336822509766,0.0,0.0
BMRC,2017-01-13,33.5,34.54999923706055,33.5,34.375,31400,29.34501838684082,0.0,0.0
BMRC,2017-01-17,34.375,34.375,33.42499923706055,33.5,27000,28.598047256469727,0.0,0.0
BMRC,2017-01-18,33.54999923706055,33.974998474121094,33.5,33.70000076293945,20200,28.76878547668457,0.0,0.0
BMRC,2017-01-19,33.400001525878906,33.525001525878906,33.375,33.375,10800,28.491336822509766,0.0,0.0
BMRC,2017-01-20,33.5,33.834999084472656,33.400001525878906,33.5,15800,28.598047256469727,0.0,0.0
BMRC,2017-01-23,33.54999923706055,35.20000076293945,33.54999923706055,34.775001525878906,28200,29.686485290527344,0.0,0.0
BMRC,2017-01-24,35.20000076293945,35.20000076293945,34.400001525878906,35.150001525878906,16400,30.00661277770996,0.0,0.0
BMRC,2017-01-25,35.20000076293945,35.724998474121094,35.20000076293945,35.625,17200,30.412107467651367,0.0,0.0
BMRC,2017-01-26,35.849998474121094,35.849998474121094,35.224998474121094,35.25,18600,30.091981887817383,0.0,0.0
BMRC,2017-01-27,35.04999923706055,35.04999923706055,34.20000076293945,34.20000076293945,3200,29.195621490478516,0.0,0.0
BMRC,2017-01-30,34.17499923706055,34.25,33.45000076293945,33.599998474121094,18600,28.683412551879883,0.0,0.0
BMRC,2017-01-31,33.29999923706055,33.724998474121094,33.29999923706055,33.599998474121094,17200,28.683412551879883,0.0,0.0
BMRC,2017-02-01,34.5,34.75,33.95000076293945,34.07500076293945,17800,29.206256866455078,0.135,0.0
BMRC,2017-02-02,33.724998474121094,34.04999923706055,33.67499923706055,33.775001525878906,11000,28.94912338256836,0.0,0.0
BMRC,2017-02-03,34.04999923706055,35.25,33.275001525878906,33.54999923706055,39200,28.75626564025879,0.0,0.0
BMRC,2017-02-06,35.224998474121094,35.224998474121094,33.349998474121094,33.82500076293945,6800,28.991981506347656,0.0,0.0
BMRC,2017-02-07,34.61000061035156,34.900001525878906,33.849998474121094,33.849998474121094,6200,29.01340675354004,0.0,0.0
BMRC,2017-02-08,33.29999923706055,33.900001525878906,33.25,33.45000076293945,15000,28.670555114746094,0.0,0.0
BMRC,2017-02-09,34.13999938964844,34.13999938964844,33.75,33.82500076293945,9800,28.991981506347656,0.0,0.0
BMRC,2017-02-10,33.95000076293945,33.95000076293945,33.32500076293945,33.349998474121094,15400,28.5848445892334,0.0,0.0
BMRC,2017-02-13,33.474998474121094,33.75,33.474998474121094,33.75,9400,28.927692413330078,0.0,0.0
BMRC,2017-02-14,33.70000076293945,34.349998474121094,33.375,34.099998474121094,18200,29.22768783569336,0.0,0.0
BMRC,2017-02-15,33.525001525878906,34.25,33.525001525878906,34.0,19400,29.1419734954834,0.0,0.0
BMRC,2017-02-16,34.0,35.07500076293945,33.7400016784668,34.625,16000,29.677675247192383,0.0,0.0
BMRC,2017-02-17,34.724998474121094,34.974998474121094,34.290000915527344,34.70000076293945,16000,29.741958618164062,0.0,0.0
BMRC,2017-02-21,34.70000076293945,35.224998474121094,34.2599983215332,34.900001525878906,15400,29.913368225097656,0.0,0.0
BMRC,2017-02-22,33.935001373291016,35.0,33.935001373291016,34.32500076293945,22000,29.420536041259766,0.0,0.0
BMRC,2017-02-23,34.150001525878906,34.75,34.150001525878906,34.75,19400,29.784807205200195,0.0,0.0
BMRC,2017-02-24,34.29999923706055,34.75,34.150001525878906,34.45000076293945,17800,29.527677536010742,0.0,0.0
BMRC,2017-02-27,34.70500183105469,34.875,34.375,34.525001525878906,25000,29.59195899963379,0.0,0.0
BMRC,2017-02-28,34.5,34.625,34.20000076293945,34.25,22800,29.356250762939453,0.0,0.0
BMRC,2017-03-01,34.599998474121094,34.849998474121094,34.525001525878906,34.79999923706055,20000,29.827667236328125,0.0,0.0
BMRC,2017-03-02,34.400001525878906,34.650001525878906,33.474998474121094,34.349998474121094,44200,29.441967010498047,0.0,0.0
BMRC,2017-03-03,34.525001525878906,34.525001525878906,33.92499923706055,34.125,47800,29.249107360839844,0.0,0.0
BMRC,2017-03-06,34.01499938964844,34.75,34.01499938964844,34.525001525878906,43400,29.59195899963379,0.0,0.0
BMRC,2017-03-07,34.314998626708984,34.75,34.314998626708984,34.5,21200,29.57053565979004,0.0,0.0
BMRC,2017-03-08,34.07500076293945,34.650001525878906,34.07500076293945,34.42499923706055,23400,29.506250381469727,0.0,0.0
BMRC,2017-03-09,34.125,34.54999923706055,33.900001525878906,34.400001525878906,16000,29.484821319580078,0.0,0.0
BMRC,2017-03-10,34.17499923706055,34.75,34.04999923706055,34.525001525878906,30000,29.59195899963379,0.0,0.0
