symbol,date,open,high,low,close,volume,adjclose,splits
TURN,2017-01-03,4.230000019073486,4.289999961853027,3.9600000381469727,4.019999980926514,116633,4.019999980926514,0.0
TURN,2017-01-04,4.019999980926514,4.199999809265137,4.019999980926514,4.079999923706055,125000,4.079999923706055,0.0
TURN,2017-01-05,4.139999866485596,4.170000076293945,4.019999980926514,4.050000190734863,156000,4.050000190734863,0.0
TURN,2017-01-06,4.019999980926514,4.170000076293945,3.930000066757202,3.9600000381469727,45133,3.9600000381469727,0.0
TURN,2017-01-09,4.050000190734863,4.079999923706055,3.930000066757202,3.990000009536743,79667,3.990000009536743,0.0
TURN,2017-01-10,3.9000000953674316,3.990000009536743,3.869999885559082,3.9600000381469727,90200,3.9600000381469727,0.0
TURN,2017-01-11,3.9000000953674316,4.050000190734863,3.809999942779541,3.869999885559082,91633,3.869999885559082,0.0
TURN,2017-01-12,3.9000000953674316,4.079999923706055,3.809999942779541,4.079999923706055,164800,4.079999923706055,0.0
TURN,2017-01-13,4.079999923706055,4.079999923706055,3.990000009536743,4.079999923706055,22900,4.079999923706055,0.0
TURN,2017-01-17,4.079999923706055,4.139999866485596,4.079999923706055,4.139999866485596,15500,4.139999866485596,0.0
TURN,2017-01-18,4.139999866485596,4.139999866485596,4.079999923706055,4.110000133514404,14667,4.110000133514404,0.0
TURN,2017-01-19,4.110000133514404,4.289999961853027,4.079999923706055,4.170000076293945,25733,4.170000076293945,0.0
TURN,2017-01-20,4.199999809265137,4.320000171661377,4.110000133514404,4.230000019073486,20667,4.230000019073486,0.0
TURN,2017-01-23,4.260000228881836,4.289999961853027,4.170000076293945,4.170000076293945,17867,4.170000076293945,0.0
TURN,2017-01-24,4.260000228881836,4.619999885559082,4.199999809265137,4.5,173733,4.5,0.0
TURN,2017-01-25,4.5,4.559999942779541,4.380000114440918,4.53000020980835,66633,4.53000020980835,0.0
TURN,2017-01-26,4.559999942779541,4.559999942779541,4.440000057220459,4.559999942779541,31667,4.559999942779541,0.0
TURN,2017-01-27,4.53000020980835,4.559999942779541,4.440000057220459,4.559999942779541,54767,4.559999942779541,0.0
TURN,2017-01-30,4.559999942779541,4.559999942779541,4.409999847412109,4.559999942779541,36667,4.559999942779541,0.0
TURN,2017-01-31,4.53000020980835,4.559999942779541,4.260000228881836,4.440000057220459,30333,4.440000057220459,0.0
TURN,2017-02-01,4.440000057220459,4.440000057220459,4.349999904632568,4.349999904632568,17200,4.349999904632568,0.0
TURN,2017-02-02,4.349999904632568,4.440000057220459,4.230000019073486,4.260000228881836,35233,4.260000228881836,0.0
TURN,2017-02-03,4.260000228881836,4.320000171661377,4.170000076293945,4.260000228881836,37467,4.260000228881836,0.0
TURN,2017-02-06,4.260000228881836,4.289999961853027,4.199999809265137,4.199999809265137,46000,4.199999809265137,0.0
TURN,2017-02-07,4.230000019073486,4.230000019073486,4.110000133514404,4.139999866485596,16533,4.139999866485596,0.0
TURN,2017-02-08,4.139999866485596,4.199999809265137,4.050000190734863,4.139999866485596,30300,4.139999866485596,0.0
TURN,2017-02-09,4.110000133514404,4.170000076293945,4.019999980926514,4.079999923706055,58700,4.079999923706055,0.0
TURN,2017-02-10,4.110000133514404,4.139999866485596,4.019999980926514,4.079999923706055,32800,4.079999923706055,0.0
TURN,2017-02-13,4.139999866485596,4.139999866485596,4.050000190734863,4.079999923706055,43733,4.079999923706055,0.0
TURN,2017-02-14,4.079999923706055,4.079999923706055,4.050000190734863,4.050000190734863,15500,4.050000190734863,0.0
TURN,2017-02-15,4.050000190734863,4.079999923706055,4.019999980926514,4.050000190734863,12767,4.050000190734863,0.0
TURN,2017-02-16,4.079999923706055,4.079999923706055,4.019999980926514,4.050000190734863,15733,4.050000190734863,0.0
TURN,2017-02-17,4.019999980926514,4.079999923706055,3.990000009536743,4.050000190734863,12833,4.050000190734863,0.0
TURN,2017-02-21,4.079999923706055,4.079999923706055,4.019999980926514,4.079999923706055,65467,4.079999923706055,0.0
TURN,2017-02-22,4.079999923706055,4.079999923706055,3.869999885559082,3.869999885559082,161400,3.869999885559082,0.0
TURN,2017-02-23,3.930000066757202,3.930000066757202,3.7799999713897705,3.8399999141693115,171667,3.8399999141693115,0.0
TURN,2017-02-24,3.869999885559082,3.869999885559082,3.75,3.7799999713897705,19933,3.7799999713897705,0.0
TURN,2017-02-27,3.809999942779541,3.9000000953674316,3.75,3.75,71600,3.75,0.0
