symbol,date,open,high,low,close,volume,adjclose
GGAA,2022-02-03,9.899999618530273,9.960000038146973,9.899999618530273,9.949999809265137,89600,9.949999809265137
GGAA,2022-02-04,9.949999809265137,9.949999809265137,9.899999618530273,9.944999694824219,2900,9.944999694824219
GGAA,2022-02-07,9.949999809265137,9.949999809265137,9.859999656677246,9.930000305175781,89900,9.930000305175781
GGAA,2022-02-08,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100,9.949999809265137
GGAA,2022-02-09,10.210000038146973,10.210000038146973,9.90999984741211,9.90999984741211,218700,9.90999984741211
GGAA,2022-02-10,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0,9.90999984741211
GGAA,2022-02-11,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100,9.949999809265137
GGAA,2022-02-14,9.90999984741211,9.9399995803833,9.90999984741211,9.9399995803833,16000,9.9399995803833
GGAA,2022-02-15,9.920000076293945,9.920000076293945,9.899999618530273,9.90999984741211,700400,9.90999984741211
GGAA,2022-02-16,9.90999984741211,10.017999649047852,9.899999618530273,10.010000228881836,155000,10.010000228881836
GGAA,2022-02-17,9.920000076293945,9.920000076293945,9.899999618530273,9.899999618530273,2400,9.899999618530273
GGAA,2022-02-18,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,500,9.899999618530273
GGAA,2022-02-22,9.949999809265137,9.949999809265137,9.899999618530273,9.899999618530273,16300,9.899999618530273
GGAA,2022-02-23,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0,9.899999618530273
GGAA,2022-02-24,9.920000076293945,9.9399995803833,9.920000076293945,9.920000076293945,458900,9.920000076293945
GGAA,2022-02-25,9.920000076293945,9.930000305175781,9.920000076293945,9.930000305175781,451300,9.930000305175781
GGAA,2022-02-28,9.930000305175781,9.930000305175781,9.90999984741211,9.90999984741211,65900,9.90999984741211
GGAA,2022-03-01,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0,9.90999984741211
GGAA,2022-03-02,9.90999984741211,9.949999809265137,9.90999984741211,9.949999809265137,2300,9.949999809265137
GGAA,2022-03-03,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,300,9.949999809265137
GGAA,2022-03-04,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,9.949999809265137
GGAA,2022-03-07,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,9.949999809265137
GGAA,2022-03-08,9.9399995803833,9.9399995803833,9.930000305175781,9.9399995803833,1000,9.9399995803833
GGAA,2022-03-09,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,1200,9.930000305175781
GGAA,2022-03-10,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0,9.930000305175781
GGAA,2022-03-11,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0,9.930000305175781
GGAA,2022-03-14,9.989999771118164,9.989999771118164,9.949999809265137,9.949999809265137,1000,9.949999809265137
GGAA,2022-03-15,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,9.949999809265137
GGAA,2022-03-16,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,9.949999809265137
GGAA,2022-03-17,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0,9.949999809265137
GGAA,2022-03-18,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,700,9.949999809265137
GGAA,2022-03-21,9.96500015258789,9.96500015258789,9.96500015258789,9.96500015258789,200,9.96500015258789
GGAA,2022-03-22,9.96500015258789,9.96500015258789,9.96500015258789,9.96500015258789,0,9.96500015258789
GGAA,2022-03-23,9.970000267028809,9.970000267028809,9.949999809265137,9.949999809265137,800,9.949999809265137
GGAA,2022-03-24,9.949999809265137,9.949999809265137,9.9399995803833,9.9399995803833,20200,9.9399995803833
GGAA,2022-03-25,9.930000305175781,9.960000038146973,9.930000305175781,9.960000038146973,28500,9.960000038146973
GGAA,2022-03-28,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0,9.960000038146973
GGAA,2022-03-29,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,3700,9.960000038146973
GGAA,2022-03-30,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,40300,9.960000038146973
