symbol,date,open,high,low,close,volume,adjclose,splits
DXF,2017-01-03,3.9600000381469727,3.9600000381469727,3.509999990463257,3.9000000953674316,14067,3.9000000953674316,0.0
DXF,2017-01-04,3.930000066757202,4.110000133514404,3.5999999046325684,3.869999885559082,59600,3.869999885559082,0.0
DXF,2017-01-05,3.690000057220459,4.260000228881836,3.5999999046325684,4.260000228881836,25600,4.260000228881836,0.0
DXF,2017-01-06,4.079999923706055,4.199999809265137,3.6600000858306885,4.019999980926514,29967,4.019999980926514,0.0
DXF,2017-01-09,3.9600000381469727,4.019999980926514,3.7200000286102295,3.7200000286102295,17267,3.7200000286102295,0.0
DXF,2017-01-10,3.7799999713897705,3.809999942779541,3.7799999713897705,3.809999942779541,1300,3.809999942779541,0.0
DXF,2017-01-11,3.8399999141693115,3.9600000381469727,3.450000047683716,3.9600000381469727,13533,3.9600000381469727,0.0
DXF,2017-01-12,3.990000009536743,4.050000190734863,3.5399999618530273,3.75,37633,3.75,0.0
DXF,2017-01-13,3.809999942779541,3.930000066757202,3.630000114440918,3.930000066757202,17900,3.930000066757202,0.0
DXF,2017-01-17,3.9600000381469727,4.199999809265137,3.6600000858306885,3.930000066757202,32933,3.930000066757202,0.0
DXF,2017-01-18,3.75,4.199999809265137,3.7200000286102295,3.7799999713897705,22700,3.7799999713897705,0.0
DXF,2017-01-19,3.7200000286102295,4.079999923706055,3.6600000858306885,3.9000000953674316,32567,3.9000000953674316,0.0
DXF,2017-01-20,4.019999980926514,4.199999809265137,3.7799999713897705,3.7799999713897705,43867,3.7799999713897705,0.0
DXF,2017-01-23,3.9000000953674316,6.360000133514404,3.75,4.230000019073486,159400,4.230000019073486,0.0
DXF,2017-01-24,4.230000019073486,4.46999979019165,3.9600000381469727,4.320000171661377,21600,4.320000171661377,0.0
DXF,2017-01-25,4.53000020980835,4.619999885559082,4.079999923706055,4.349999904632568,28800,4.349999904632568,0.0
DXF,2017-01-26,4.53000020980835,4.590000152587891,4.079999923706055,4.110000133514404,13933,4.110000133514404,0.0
DXF,2017-01-27,4.019999980926514,4.46999979019165,3.990000009536743,4.409999847412109,29733,4.409999847412109,0.0
DXF,2017-01-30,4.46999979019165,4.46999979019165,4.079999923706055,4.409999847412109,21833,4.409999847412109,0.0
DXF,2017-01-31,4.380000114440918,4.380000114440918,3.9600000381469727,4.260000228881836,6233,4.260000228881836,0.0
DXF,2017-02-01,4.230000019073486,4.289999961853027,3.809999942779541,4.019999980926514,20233,4.019999980926514,0.0
DXF,2017-02-02,4.019999980926514,4.230000019073486,3.9600000381469727,4.230000019073486,19133,4.230000019073486,0.0
DXF,2017-02-03,4.079999923706055,4.230000019073486,4.050000190734863,4.170000076293945,4233,4.170000076293945,0.0
DXF,2017-02-06,4.139999866485596,4.199999809265137,4.050000190734863,4.199999809265137,4600,4.199999809265137,0.0
DXF,2017-02-07,4.019999980926514,4.260000228881836,4.019999980926514,4.260000228881836,1600,4.260000228881836,0.0
DXF,2017-02-08,4.260000228881836,4.260000228881836,3.990000009536743,4.110000133514404,1533,4.110000133514404,0.0
DXF,2017-02-09,4.110000133514404,4.110000133514404,3.990000009536743,4.050000190734863,833,4.050000190734863,0.0
DXF,2017-02-10,3.9600000381469727,4.679999828338623,3.930000066757202,4.320000171661377,94867,4.320000171661377,0.0
DXF,2017-02-13,4.679999828338623,4.679999828338623,4.199999809265137,4.349999904632568,16967,4.349999904632568,0.0
DXF,2017-02-14,4.230000019073486,4.230000019073486,4.139999866485596,4.199999809265137,2000,4.199999809265137,0.0
DXF,2017-02-15,4.079999923706055,4.199999809265137,4.050000190734863,4.110000133514404,11600,4.110000133514404,0.0
DXF,2017-02-16,4.110000133514404,4.260000228881836,3.9000000953674316,4.050000190734863,6533,4.050000190734863,0.0
DXF,2017-02-17,4.170000076293945,4.289999961853027,3.75,4.289999961853027,19100,4.289999961853027,0.0
DXF,2017-02-21,4.289999961853027,4.320000171661377,3.9600000381469727,3.9600000381469727,24333,3.9600000381469727,0.0
DXF,2017-02-22,3.990000009536743,4.349999904632568,3.9600000381469727,4.170000076293945,24867,4.170000076293945,0.0
DXF,2017-02-23,4.170000076293945,4.289999961853027,3.990000009536743,4.289999961853027,17100,4.289999961853027,0.0
DXF,2017-02-24,4.170000076293945,4.199999809265137,3.9600000381469727,3.990000009536743,21700,3.990000009536743,0.0
DXF,2017-02-27,3.990000009536743,4.260000228881836,3.990000009536743,4.170000076293945,10400,4.170000076293945,0.0
DXF,2017-02-28,4.050000190734863,4.800000190734863,4.050000190734863,4.260000228881836,38667,4.260000228881836,0.0
DXF,2017-03-01,4.170000076293945,4.260000228881836,4.170000076293945,4.260000228881836,2133,4.260000228881836,0.0
DXF,2017-03-02,4.170000076293945,4.260000228881836,4.170000076293945,4.260000228881836,3433,4.260000228881836,0.0
DXF,2017-03-03,4.260000228881836,4.46999979019165,4.260000228881836,4.320000171661377,7633,4.320000171661377,0.0
DXF,2017-03-06,4.380000114440918,4.380000114440918,4.289999961853027,4.289999961853027,567,4.289999961853027,0.0
DXF,2017-03-07,4.260000228881836,4.349999904632568,4.199999809265137,4.199999809265137,8167,4.199999809265137,0.0
DXF,2017-03-08,4.199999809265137,4.260000228881836,4.199999809265137,4.199999809265137,3900,4.199999809265137,0.0
DXF,2017-03-09,4.139999866485596,4.170000076293945,4.139999866485596,4.170000076293945,2533,4.170000076293945,0.0
DXF,2017-03-10,4.199999809265137,4.349999904632568,4.199999809265137,4.349999904632568,2067,4.349999904632568,0.0
