symbol,date,open,high,low,close,volume,adjclose,dividends
PFIS,2017-01-03,49.16999816894531,49.16999816894531,46.720001220703125,48.72999954223633,4500,39.988346099853516,0.0
PFIS,2017-01-04,48.43000030517578,49.5,48.43000030517578,49.310001373291016,11000,40.464298248291016,0.0
PFIS,2017-01-05,49.13999938964844,50.529998779296875,49.09000015258789,49.13999938964844,14800,40.324790954589844,0.0
PFIS,2017-01-06,47.150001525878906,50.38999938964844,47.150001525878906,49.56999969482422,15000,40.67764663696289,0.0
PFIS,2017-01-09,49.75,49.75,48.529998779296875,48.70000076293945,4500,39.963714599609375,0.0
PFIS,2017-01-10,48.0,49.349998474121094,48.0,48.70000076293945,9200,39.963714599609375,0.0
PFIS,2017-01-11,48.45000076293945,49.66999816894531,48.11000061035156,48.720001220703125,4800,39.98012924194336,0.0
PFIS,2017-01-12,48.72999954223633,48.83000183105469,48.150001525878906,48.150001525878906,5000,39.512386322021484,0.0
PFIS,2017-01-13,48.5,48.54999923706055,47.56999969482422,48.040000915527344,5300,39.422115325927734,0.0
PFIS,2017-01-17,47.04999923706055,47.869998931884766,45.70000076293945,47.310001373291016,10200,38.82307052612305,0.0
PFIS,2017-01-18,47.40999984741211,47.70000076293945,46.68000030517578,47.189998626708984,8400,38.72459411621094,0.0
PFIS,2017-01-19,47.29999923706055,47.790000915527344,45.849998474121094,46.27000045776367,11500,37.969635009765625,0.0
PFIS,2017-01-20,46.02000045776367,46.279998779296875,44.79999923706055,45.41999816894531,16300,37.27211380004883,0.0
PFIS,2017-01-23,46.79999923706055,46.959999084472656,46.29999923706055,46.7599983215332,3400,38.371742248535156,0.0
PFIS,2017-01-24,45.029998779296875,48.31999969482422,45.029998779296875,46.81999969482422,3400,38.42097091674805,0.0
PFIS,2017-01-25,45.22999954223633,47.38999938964844,45.22999954223633,46.560001373291016,1600,38.20762252807617,0.0
PFIS,2017-01-26,46.70000076293945,47.0,46.27000045776367,46.27000045776367,8500,37.969635009765625,0.0
PFIS,2017-01-27,46.27000045776367,46.27000045776367,45.939998626708984,45.939998626708984,1500,37.69883346557617,0.0
PFIS,2017-01-30,45.939998626708984,45.939998626708984,42.63999938964844,42.63999938964844,5100,34.99082946777344,0.0
PFIS,2017-01-31,42.27000045776367,43.0,41.5099983215332,43.0,9000,35.28624725341797,0.0
PFIS,2017-02-01,42.52000045776367,44.47999954223633,42.52000045776367,43.15999984741211,1400,35.41754913330078,0.0
PFIS,2017-02-02,42.099998474121094,43.13999938964844,41.5,41.5,9600,34.055320739746094,0.0
PFIS,2017-02-03,41.25,44.31999969482422,41.25,44.290000915527344,5400,36.34482955932617,0.0
PFIS,2017-02-06,44.310001373291016,44.63999938964844,43.790000915527344,43.790000915527344,3000,35.934532165527344,0.0
PFIS,2017-02-07,44.09000015258789,44.09000015258789,41.72999954223633,43.130001068115234,4200,35.39292526245117,0.0
PFIS,2017-02-08,44.5,44.5,41.70000076293945,42.099998474121094,12200,34.547691345214844,0.0
PFIS,2017-02-09,42.29999923706055,42.34000015258789,41.75,42.18000030517578,11800,34.61333465576172,0.0
PFIS,2017-02-10,42.5,42.70000076293945,42.47999954223633,42.70000076293945,1200,35.04006576538086,0.0
PFIS,2017-02-13,43.29999923706055,43.349998474121094,43.29999923706055,43.349998474121094,1900,35.57345199584961,0.0
PFIS,2017-02-14,44.599998474121094,48.0,42.7599983215332,43.31999969482422,6400,35.54883575439453,0.0
PFIS,2017-02-15,43.2599983215332,43.2599983215332,42.630001068115234,43.09000015258789,2200,35.36009979248047,0.0
PFIS,2017-02-16,43.099998474121094,43.220001220703125,42.900001525878906,42.900001525878906,2700,35.204185485839844,0.0
PFIS,2017-02-17,43.29999923706055,47.619998931884766,43.29999923706055,44.25,8200,36.31200408935547,0.0
PFIS,2017-02-21,44.310001373291016,44.310001373291016,43.54999923706055,43.93000030517578,1900,36.049407958984375,0.0
PFIS,2017-02-22,43.58000183105469,43.86000061035156,43.58000183105469,43.86000061035156,600,35.99197006225586,0.0
PFIS,2017-02-23,43.400001525878906,44.08000183105469,43.400001525878906,44.0,1900,36.10685729980469,0.0
PFIS,2017-02-24,42.529998779296875,43.54999923706055,42.529998779296875,43.54999923706055,5500,35.99114990234375,0.31
PFIS,2017-02-27,43.54999923706055,43.54999923706055,42.2599983215332,42.529998779296875,14600,35.14818572998047,0.0
PFIS,2017-02-28,41.939998626708984,42.20000076293945,41.29999923706055,41.58000183105469,7100,34.36307907104492,0.0
PFIS,2017-03-01,41.58000183105469,42.29999923706055,41.58000183105469,42.29999923706055,6300,34.95811462402344,0.0
PFIS,2017-03-02,42.25,42.849998474121094,41.709999084472656,41.709999084472656,2800,34.47052001953125,0.0
PFIS,2017-03-03,42.95000076293945,42.95000076293945,41.5,41.959999084472656,4400,34.677127838134766,0.0
PFIS,2017-03-06,41.709999084472656,41.79999923706055,41.70000076293945,41.70000076293945,3800,34.462257385253906,0.0
PFIS,2017-03-07,41.36000061035156,41.400001525878906,41.0,41.09000015258789,7900,33.9581184387207,0.0
PFIS,2017-03-08,41.099998474121094,41.20000076293945,40.31999969482422,40.31999969482422,6300,33.32176971435547,0.0
PFIS,2017-03-09,40.439998626708984,40.63999938964844,40.20000076293945,40.209999084472656,3900,33.23086929321289,0.0
PFIS,2017-03-10,40.58000183105469,40.650001525878906,39.689998626708984,39.790000915527344,12500,32.883758544921875,0.0
PFIS,2017-03-13,39.88999938964844,40.290000915527344,39.88999938964844,40.16999816894531,6000,33.197811126708984,0.0
PFIS,2017-03-14,40.630001068115234,40.630001068115234,40.310001373291016,40.560001373291016,5500,33.52010726928711,0.0
PFIS,2017-03-15,40.93000030517578,41.45000076293945,40.25,40.61000061035156,13600,33.561431884765625,0.0
PFIS,2017-03-16,41.0,41.0,40.70000076293945,40.970001220703125,5200,33.858951568603516,0.0
PFIS,2017-03-17,40.58000183105469,41.0099983215332,40.560001373291016,40.9900016784668,16900,33.875484466552734,0.0
PFIS,2017-03-20,41.790000915527344,41.790000915527344,40.400001525878906,41.04999923706055,3000,33.92506408691406,0.0
PFIS,2017-03-21,41.7400016784668,41.7400016784668,40.41999816894531,40.41999816894531,2700,33.404415130615234,0.0
PFIS,2017-03-22,40.65999984741211,40.65999984741211,39.650001525878906,39.65999984741211,7800,32.77632522583008,0.0
