Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,69.22,70.08,66.3,59.14,56.12,58.25,58.16,57.36,54.61,55.43,53.94,51.45,65.79,57.96,56.96,59.34,56.84,51.54,51.34,51.25,46.96,47.53,45.24,45.67,48.27,43.45,45.09,43.13,41.71,40.47,41.11,41.35,52.52,43.53,42.21,43.56,42.98,45,45.7,43.54,Upgrade
Revenue Growth (YoY),23.35%,20.31%,13.99%,3.10%,2.77%,5.09%,7.83%,11.49%,-16.99%,-4.37%,-5.31%,-13.29%,15.75%,12.46%,10.95%,15.78%,21.04%,8.43%,13.47%,12.21%,-2.72%,9.40%,0.33%,5.90%,15.74%,7.35%,9.68%,4.29%,-20.59%,-7.01%,-2.59%,-5.07%,22.20%,-3.28%,-7.64%,0.05%,1.95%,18.37%,20.32%,21.09%,Upgrade
Gross Profit,69.22,70.08,66.3,59.14,56.12,58.25,58.16,57.36,54.61,55.43,53.94,51.45,65.79,57.96,56.96,59.34,56.84,51.54,51.34,51.25,46.96,47.53,45.24,45.67,48.27,43.45,45.09,43.13,41.71,40.47,41.11,41.35,52.52,43.53,42.21,43.56,42.98,45,45.7,43.54,Upgrade
"Selling, General & Admin",20.58,30.95,20.48,19.62,18.53,28.04,18.5,18.59,18.9,28.23,17.83,17.87,18.82,29.46,18.22,18.83,18.37,25.49,16.15,16.16,15.87,24.5,15.16,15.34,15.53,16.21,18.59,18.02,17.94,14.64,17.48,17.28,17.42,17.45,18.42,18.37,18.31,18.83,18.32,17.97,Upgrade
Other Operating Expenses,18.05,1.64,11.02,11.07,11,0.59,10.67,10.99,10.91,0.41,10.89,10.6,10.65,-0.42,10.18,11.94,11.04,12.69,8.89,8.75,9.07,-1.6,9.15,8.83,9.07,6.25,6.7,6.27,6.2,6.52,7.9,5.96,5.74,5.58,5.9,5.94,5.07,6.05,6.35,5.99,Upgrade
Operating Expenses,38.62,32.59,31.5,30.69,29.53,28.62,29.18,29.57,29.81,28.64,28.71,28.47,29.47,29.03,28.4,30.77,29.41,38.17,25.04,24.91,24.94,22.9,24.31,24.17,24.6,22.46,25.28,24.28,24.14,21.17,25.38,23.24,23.17,23.04,24.33,24.31,23.38,24.88,24.67,23.96,Upgrade
Operating Income,30.6,37.49,34.8,28.45,26.59,29.62,28.98,27.79,24.8,26.79,25.22,22.98,36.32,28.93,28.56,28.56,27.43,13.37,26.3,26.34,22.02,24.64,20.94,21.5,23.67,20.99,19.81,18.84,17.57,19.31,15.74,18.11,29.36,20.49,17.88,19.25,19.61,20.12,21.03,19.58,Upgrade
Pretax Income,30.6,37.49,34.8,28.45,26.59,29.62,28.98,27.79,24.8,26.79,25.22,22.98,36.32,28.93,28.56,28.56,27.43,13.37,26.3,26.34,22.02,24.64,20.94,21.5,23.67,20.99,19.81,18.84,17.57,19.31,15.74,18.11,29.36,20.49,17.88,19.25,19.61,20.12,21.03,19.58,Upgrade
Income Tax,6.26,6.83,7.42,5.77,5.25,6.24,6.25,5.64,4.99,4.57,5.1,4.73,7.32,6.32,6.19,5.81,5.81,2.65,5.61,5.36,4.41,14.97,7,6.81,7.65,6.34,6.58,6.3,5.87,5.79,5.13,6.13,11.37,5.96,6.01,6.5,5.8,6.88,7.06,6.57,Upgrade
Net Income,24.34,30.66,27.37,22.68,21.34,23.39,22.73,22.15,19.81,22.22,20.13,18.25,29,22.61,22.37,22.75,21.62,10.72,20.69,20.98,17.62,9.66,13.93,14.69,16.03,14.65,13.23,12.54,11.7,13.52,10.61,11.98,17.99,14.53,11.87,12.76,13.8,13.25,13.98,13.01,Upgrade
Net Income Growth,14.05%,31.12%,20.42%,2.42%,7.71%,5.24%,12.95%,21.35%,-31.68%,-1.72%,-10.04%,-19.78%,34.14%,110.94%,8.11%,8.45%,22.72%,10.92%,48.52%,42.83%,9.92%,-34.04%,5.29%,17.12%,36.95%,8.41%,24.75%,4.66%,-34.96%,-6.99%,-10.66%,-6.07%,30.35%,9.69%,-15.05%,-1.91%,72.82%,21.57%,31.75%,75.45%,Upgrade
Shares Outstanding (Basic),15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,Upgrade
