Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+61 Quarters
Revenue,9.99,11.49,11.98,11.47,10.73,11.32,10.93,11.25,10.78,11.16,11.3,10.2,9.45,10.33,8.41,8.01,8.06,8.43,8.65,8.94,9.14,9.17,8.92,9.17,8.75,8.62,8.72,8.93,8.57,9.51,8.9,8.73,8.52,8.58,8.92,9.46,8.64,8.87,8.36,8.16,Upgrade
Revenue Growth (YoY),-6.83%,1.57%,9.62%,1.95%,-0.47%,1.37%,-3.26%,10.33%,14.03%,8.10%,34.28%,27.25%,17.24%,22.50%,-2.77%,-10.38%,-11.81%,-8.07%,-3.01%,-2.44%,4.51%,6.37%,2.34%,2.69%,2.12%,-9.32%,-2.06%,2.23%,0.51%,10.85%,-0.26%,-7.75%,-1.35%,-3.29%,6.76%,15.97%,4.57%,-1.06%,1.22%,-7.83%,Upgrade
Gross Profit,9.99,11.49,11.98,11.47,10.73,11.32,10.93,11.25,10.78,11.16,11.3,10.2,9.45,10.33,8.41,8.01,8.06,8.43,8.65,8.94,9.14,9.17,8.92,9.17,8.75,8.62,8.72,8.93,8.57,9.51,8.9,8.73,8.52,8.58,8.92,9.46,8.64,8.87,8.36,8.16,Upgrade
"Selling, General & Admin",8.7,8.46,8.94,8.43,8.3,8.24,8.74,8.98,8.47,8.13,8.65,8.34,8.07,7.73,6.87,6.32,6.64,6.77,6.89,6.95,7.05,7.32,6.89,6.91,7.11,6.62,6.56,6.66,6.64,6.31,6.47,6.32,6.49,6.47,6.44,7.05,6.37,6.17,5.85,6.15,Upgrade
Other Operating Expenses,0,0.04,0,0,0,0.91,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,8.7,8.5,8.94,8.43,8.3,9.16,8.74,8.98,8.47,8.36,8.65,8.34,8.07,7.73,6.87,6.32,6.64,6.77,6.89,6.95,7.05,7.32,6.89,6.91,7.11,6.62,6.56,6.66,6.64,6.31,6.47,6.32,6.49,6.47,6.44,7.05,6.37,6.17,5.85,6.15,Upgrade
Operating Income,1.29,2.99,3.04,3.04,2.43,2.16,2.19,2.27,2.31,2.8,2.64,1.85,1.39,2.6,1.55,1.69,1.42,1.66,1.76,1.99,2.09,1.85,2.03,2.25,1.64,2,2.16,2.27,1.92,3.2,2.42,2.41,2.04,2.11,2.48,2.42,2.27,2.7,2.51,2.01,Upgrade
Pretax Income,1.29,2.99,3.04,3.04,2.43,2.16,2.19,2.27,2.31,2.8,2.64,1.85,1.39,2.6,1.55,1.69,1.42,1.66,1.76,1.99,2.09,1.85,2.03,2.25,1.64,2,2.16,2.27,1.92,3.2,2.42,2.41,2.04,2.11,2.48,2.42,2.27,2.7,2.51,2.01,Upgrade
Income Tax,0.15,0.53,0.46,0.5,0.39,0.35,0.31,0.36,0.41,0.58,0.56,0.39,0.23,0.63,0.21,0.32,0.2,-0.06,0.26,0.31,0.32,2.97,0.42,0.47,0.2,0.32,0.41,0.49,0.4,0.87,0.59,0.58,0.44,0.45,0.58,0.33,0.47,0.57,0.5,0.41,Upgrade
Net Income,1.14,2.46,2.58,2.54,2.04,1.81,1.88,1.91,1.9,2.23,2.08,1.46,1.16,1.97,1.33,1.37,1.23,1.72,1.5,1.69,1.77,-1.12,1.61,1.78,1.44,1.68,1.75,1.78,1.53,2.33,1.84,1.83,1.59,1.66,1.9,2.09,1.8,2.12,2.01,1.6,Upgrade
