Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,54.39,56.89,56.78,51.54,50.63,50.17,47.61,44.2,45.24,44.79,38.14,32.21,32.28,35.69,34.06,33.8,32.61,31.11,31.72,29.53,27.22,26.24,27.15,26.94,25.96,23.52,25.78,24,21.52,22.98,23.72,21.81,20.74,25.42,20.9,20.46,20.47,19.71,17.05,14.48,Upgrade
Revenue Growth (YoY),7.43%,13.40%,19.25%,16.62%,11.91%,12.00%,24.84%,37.22%,40.15%,25.52%,11.97%,-4.71%,-1.00%,14.72%,7.39%,14.46%,19.78%,18.57%,16.82%,9.59%,4.86%,11.54%,5.30%,12.26%,20.61%,2.38%,8.72%,10.07%,3.76%,-9.63%,13.48%,6.60%,1.36%,29.00%,22.57%,41.25%,31.26%,39.27%,9.57%,-2.10%,Upgrade
Gross Profit,54.39,56.89,56.78,51.54,50.63,50.17,47.61,44.2,45.24,44.79,38.14,32.21,32.28,35.69,34.06,33.8,32.61,31.11,31.72,29.53,27.22,26.24,27.15,26.94,25.96,23.52,25.78,24,21.52,22.98,23.72,21.81,20.74,25.42,20.9,20.46,20.47,19.71,17.05,14.48,Upgrade
"Selling, General & Admin",22,24.32,24,25.05,21.68,22.46,19.52,20.64,22.34,9.71,19.74,18.34,18.26,14.25,19.49,19.81,19.07,16.51,18.64,17.45,16.87,15.72,15.77,15.87,15.34,15.08,14.87,14.02,13.04,13.48,13.36,13.07,11.99,12.68,12.05,11.51,12.06,10.77,9.22,9.5,Upgrade
Other Operating Expenses,11.99,12.7,12.1,7.56,10.22,10.01,9.68,6.33,5.46,25.31,8.63,3.86,3.49,8.66,1.95,2.18,2.1,3.5,2.16,2.1,2.13,1.87,1.85,1.93,1.7,1.37,2.23,3.22,1.77,1.91,2.8,1.06,1.11,3.16,1.11,1.1,1.21,2.23,1.12,1.29,Upgrade
Operating Expenses,33.99,37.02,36.1,32.61,31.89,32.47,29.2,26.97,27.8,35.02,28.37,22.2,21.74,22.91,21.44,21.98,21.18,20.01,20.79,19.54,19,17.59,17.62,17.8,17.03,16.46,17.1,17.25,14.81,15.39,16.15,14.12,13.09,15.84,13.15,12.61,13.26,13,10.34,10.79,Upgrade
Operating Income,20.4,19.87,20.68,18.93,18.74,17.7,18.41,17.23,17.43,9.78,9.77,10.01,10.54,12.78,12.62,11.81,11.43,11.1,10.92,9.98,8.22,8.65,9.53,9.15,8.93,7.07,8.69,6.76,6.71,7.59,7.56,7.69,7.65,9.59,7.75,7.85,7.21,6.71,6.71,3.69,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.51,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,20.4,19.87,20.68,18.93,18.74,17.7,18.41,17.23,17.43,9.78,9.77,10.01,10.54,12.78,12.62,11.81,11.43,11.1,10.92,9.98,8.22,8.65,9.53,9.15,8.93,7.07,8.69,5.25,6.71,7.59,7.56,7.69,7.65,9.59,7.75,7.85,7.21,6.71,6.71,3.69,Upgrade
Income Tax,3.91,3.99,4.05,3.5,3.49,3.08,3.5,3.24,3.25,1.88,1.98,1.76,1.72,2.3,2.26,2.05,1.96,2.16,1.69,1.54,1.12,5.2,2.29,2.46,2.45,2.03,2.27,1.18,1.69,2.08,2.04,2.08,2.09,2.84,2.2,2.23,2.04,1.99,2,0.74,Upgrade
