Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"3,101","3,155","2,959","2,953","3,081","3,053","2,990","3,034","2,950","2,917","2,784","2,937","3,065","3,048","2,903","2,873","2,932","3,023","2,989","3,063","3,056","2,942","2,846","2,810","2,668","2,530","2,620","2,573","2,484","2,538","2,614","2,608","2,600","2,609","2,582","2,598","2,485","2,444","2,425","2,560",Upgrade
Revenue Growth (YoY),0.65%,3.34%,-1.04%,-2.67%,4.44%,4.66%,7.40%,3.30%,-3.75%,-4.30%,-4.10%,2.23%,4.54%,0.83%,-2.88%,-6.20%,-4.06%,2.75%,5.02%,9.00%,14.54%,16.28%,8.63%,9.21%,7.41%,-0.32%,0.23%,-1.34%,-4.46%,-2.72%,1.24%,0.38%,4.63%,6.75%,6.47%,1.48%,2.05%,-0.20%,2.93%,5.65%,Upgrade
Gross Profit,"3,101","3,155","2,959","2,953","3,081","3,053","2,990","3,034","2,950","2,917","2,784","2,937","3,065","3,048","2,903","2,873","2,932","3,023","2,989","3,063","3,056","2,942","2,846","2,810","2,668","2,530","2,620","2,573","2,484","2,538","2,614","2,608","2,600","2,609","2,582","2,598","2,485","2,444","2,425","2,560",Upgrade
"Selling, General & Admin","1,386","1,214","1,139","1,142","1,327","1,314","1,156","1,177","1,351","1,291","1,171","1,160","1,317","1,271","1,196","1,199","1,345","1,449","1,213","1,249","1,369",922,"1,279","1,284","1,370","1,083","1,215","1,182","1,313","1,173","1,297","1,229","1,296","1,207","1,169","1,209","1,376","1,181","1,114","1,134",Upgrade
Other Operating Expenses,983,"1,042",971,966,"1,000","1,016",960,934,981,985,932,922,938,"1,136",984,955,948,"1,037",878,921,899,"1,209",742,747,716,"1,100",769,678,737,684,665,905,801,850,723,641,652,665,608,664,Upgrade
Operating Expenses,"2,369","2,256","2,110","2,108","2,327","2,330","2,116","2,111","2,332","2,276","2,103","2,082","2,255","2,407","2,180","2,154","2,293","2,486","2,091","2,170","2,268","2,131","2,021","2,031","2,086","2,183","1,984","1,860","2,050","1,857","1,962","2,134","2,097","2,057","1,892","1,850","2,028","1,846","1,722","1,798",Upgrade
Operating Income,732,899,849,845,754,723,874,923,618,641,681,855,810,641,723,719,639,537,898,893,788,811,825,779,582,347,636,713,434,681,652,474,503,552,690,748,457,598,703,762,Upgrade
Other Expense / Income,68,47,21,45,21,28,19,20,21,39,38,84,90,75,57,51,60,49,61,38,56,34,59,39,54,38,57,36,53,31,46,31,36,23,20,22,9,14,9,8,Upgrade
Pretax Income,664,852,828,800,733,695,855,903,597,602,643,771,720,566,666,668,579,488,837,855,732,777,766,740,528,309,579,677,381,650,606,443,467,529,670,726,448,584,694,754,Upgrade
Income Tax,139,156,159,88,150,33,162,175,108,104,126,109,140,74,138,131,127,92,129,158,129,464,137,156,82,-248,72,92,62,103,67,54,94,71,128,124,92,125,163,183,Upgrade
