Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+53 Quarters
Revenue,382.19,373.9,381.14,366.01,324.76,321.65,326.59,311.04,341.17,363.92,364.46,360.71,359.18,358.03,340.34,321.48,307.05,307.22,308.62,255.99,263.85,278.31,278.32,272.8,273.5,289.9,294.62,286.74,272.11,243.64,234.32,228.13,220.52,217.86,216.92,212.98,211.5,214.72,211.87,223.81,Upgrade
Revenue Growth (YoY),17.68%,16.25%,16.70%,17.67%,-4.81%,-11.62%,-10.39%,-13.77%,-5.01%,1.65%,7.09%,12.20%,16.98%,16.54%,10.28%,25.58%,16.37%,10.39%,10.89%,-6.16%,-3.53%,-4.00%,-5.53%,-4.86%,0.51%,18.99%,25.73%,25.69%,23.39%,11.83%,8.02%,7.11%,4.27%,1.46%,2.38%,-4.84%,-7.23%,-12.30%,-11.16%,-3.59%,Upgrade
Gross Profit,382.19,373.9,381.14,366.01,324.76,321.65,326.59,311.04,341.17,363.92,364.46,360.71,359.18,358.03,340.34,321.48,307.05,307.22,308.62,255.99,263.85,278.31,278.32,272.8,273.5,289.9,294.62,286.74,272.11,243.64,234.32,228.13,220.52,217.86,216.92,212.98,211.5,214.72,211.87,223.81,Upgrade
"Selling, General & Admin",286.85,273.14,271.74,263.33,231.34,222.83,220.65,221.56,235.6,242.02,244.15,255.18,259.58,251.99,243.48,231.86,231.53,214.81,219.45,174.75,182.53,182.75,185.13,185.92,192.31,202.39,202.79,195.65,195.13,164.47,157,153.01,157.83,153.39,153.09,151.07,150.96,158.26,146.65,151.06,Upgrade
Other Operating Expenses,10.17,37.01,12.63,10.36,9.48,10.23,7.54,7.67,8.1,7.12,6.92,8.28,6.86,3.24,7.56,4.68,4.63,4.46,7.27,0.49,1.66,4.73,4.5,2.67,3.42,2.7,3.19,3.42,2.42,2.29,3.08,5.84,3.66,2.83,3,3.07,3.9,-3.29,7.46,6.72,Upgrade
Operating Expenses,297.02,310.15,284.36,273.69,240.82,233.06,228.19,229.23,243.7,249.14,251.07,263.46,266.44,255.23,251.03,236.54,236.16,219.26,226.72,175.24,184.18,187.48,189.63,188.59,195.73,205.08,205.98,199.07,197.55,166.75,160.08,158.85,161.48,156.22,156.09,154.14,154.85,154.96,154.11,157.78,Upgrade
Operating Income,85.17,63.75,96.78,92.32,83.95,88.58,98.4,81.81,97.48,114.78,113.38,97.25,92.74,102.79,89.31,84.94,70.89,87.95,81.9,80.76,79.67,90.83,88.69,84.21,77.77,84.82,88.64,87.67,74.56,76.89,74.24,69.28,59.04,61.63,60.83,58.84,56.65,59.76,57.76,66.03,Upgrade
Interest Expense / Income,3.13,3.2,3.3,3.35,1.22,0.47,0.48,0.35,0.49,0.47,0.49,0.79,0.93,1.07,1.24,1.33,1.4,1.52,1.6,1.43,1.33,1.24,1.25,1.18,1.1,1.06,1.04,1.02,1.06,0.97,0.98,0.97,1.37,1.79,2.16,2.85,2.81,3,3.08,3.14,Upgrade
Other Expense / Income,-8.57,-9.47,2.36,12.42,9.25,-1.08,3.4,-9.61,-2.49,-9.04,-5.86,-11.21,5.19,-6.96,-8.09,0.42,-2.97,4.73,-1.05,27.44,-0.9,-3.43,-2.76,-2.7,-2.83,-0.37,0.08,2.61,0.86,0.01,3.06,0.11,-0.77,-2.32,-1.09,-3.86,-3.16,-6.35,-3.94,-2.58,Upgrade
Pretax Income,90.61,70.02,91.12,76.55,73.47,89.19,94.53,91.08,99.48,123.35,118.75,107.68,86.62,108.69,96.15,83.19,72.46,81.7,81.35,51.88,79.24,93.02,90.2,85.73,79.5,84.13,87.52,84.04,72.64,75.9,70.2,68.2,58.43,62.17,59.76,59.85,56.99,63.11,58.62,65.47,Upgrade
Income Tax,21.01,13.52,21.64,18.89,17.61,20.63,23.16,35.19,25,28.18,32.93,26.48,22.44,26.58,23.19,20.46,17.91,20.16,21.74,13.06,18.91,-38.79,33.76,32.27,29.86,28.29,32.6,31.34,27.2,28.29,26.07,26.44,22.12,22.55,22.2,22.99,21.8,22.04,20.92,25.06,Upgrade
Net Income,69.6,56.5,69.48,57.66,55.86,68.56,71.36,55.88,74.48,95.17,85.82,81.2,64.18,82.11,72.96,62.72,54.55,61.54,59.61,38.82,60.33,131.81,56.44,53.45,49.64,55.84,54.93,52.71,45.44,47.61,44.13,41.76,36.31,39.61,37.56,36.87,35.19,41.07,37.7,40.41,Upgrade
