Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+28 Quarters
Revenue,32.66,35.96,35.33,33.93,33.57,32.54,29.52,28.09,27.38,25.32,24.86,23.93,25.04,25.58,26.47,26.06,25.62,26.7,25.78,25.08,24.13,21.63,20.85,20.4,19.74,20.74,23.05,19.59,20.8,18.84,19.18,19.06,18.79,19.3,19.83,19.64,19.96,17.55,16.48,15.15,Upgrade
Revenue Growth (YoY),-2.71%,10.49%,19.68%,20.78%,22.62%,28.51%,18.75%,17.39%,9.33%,-1.02%,-6.10%,-8.19%,-2.26%,-4.17%,2.70%,3.92%,6.15%,23.42%,23.60%,22.94%,22.28%,4.30%,-9.51%,4.15%,-5.12%,10.07%,20.14%,2.75%,10.72%,-2.37%,-3.28%,-2.95%,-5.88%,9.99%,20.38%,29.66%,16.51%,3.77%,12.70%,-15.75%,Upgrade
Gross Profit,32.66,35.96,35.33,33.93,33.57,32.54,29.52,28.09,27.38,25.32,24.86,23.93,25.04,25.58,26.47,26.06,25.62,26.7,25.78,25.08,24.13,21.63,20.85,20.4,19.74,20.74,23.05,19.59,20.8,18.84,19.18,19.06,18.79,19.3,19.83,19.64,19.96,17.55,16.48,15.15,Upgrade
"Selling, General & Admin",16.2,14.7,15.13,14.86,16.43,15.92,19.83,12.97,13.13,11.91,12.33,11.33,12.89,10.98,11.89,12.46,12.72,11.33,11.63,12.11,13.65,12.7,10.81,10.56,10.61,9.64,9.78,9.65,9.77,9.16,9.34,9.94,9.83,8.94,9.11,9.05,10.25,12.44,7.82,7.99,Upgrade
Other Operating Expenses,3.58,3.61,3.55,4.05,2.94,3.06,2.85,2.59,2.28,2.31,2.66,2.55,2.58,2.21,2.31,2.46,2.81,2.38,2.35,2.4,2.43,2.4,2.23,2.07,2.4,2.12,2.13,2.37,2.25,1.97,2.3,2.49,2.22,2.33,2.23,2.42,2.59,1.32,2.29,2.43,Upgrade
Operating Expenses,19.78,18.31,18.68,18.91,19.38,18.98,22.69,15.56,15.41,14.22,14.99,13.88,15.47,13.2,14.2,14.92,15.53,13.71,13.97,14.51,16.08,15.1,13.04,12.63,13.01,11.76,11.91,12.02,12.01,11.14,11.64,12.43,12.05,11.28,11.34,11.47,12.84,13.76,10.11,10.42,Upgrade
Operating Income,12.88,17.65,16.65,15.02,14.19,13.56,6.83,12.53,11.96,11.1,9.87,10.05,9.57,12.39,12.27,11.15,10.09,12.99,11.8,10.57,8.05,6.53,7.82,7.77,6.73,8.98,11.14,7.57,8.79,7.71,7.54,6.63,6.74,8.02,8.5,8.17,7.12,3.79,6.37,4.73,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.11,-0.2,0.34,0.01,-0.02,-,0.11,-,-,Upgrade
Pretax Income,12.88,17.65,16.65,15.02,14.19,13.56,6.83,12.53,11.96,11.1,9.87,10.05,9.57,12.39,12.27,11.15,10.09,12.99,11.8,10.57,8.05,6.53,7.82,7.77,6.73,8.98,11.14,7.57,8.79,7.71,7.54,6.74,6.94,7.69,8.48,8.19,7.12,3.67,6.37,4.73,Upgrade
Income Tax,3.44,4.77,4.48,3.95,3.73,3.84,1.55,3.25,3.02,2.99,2.38,2.64,2.34,3.31,2.82,2.91,2.61,3.33,3.12,2.68,1.66,5.42,2.69,2.58,2.18,3.3,4.17,2.73,3.15,2.78,2.77,2.46,2.48,2.99,3.1,3.02,2.58,1.33,2.36,1.68,Upgrade
Net Income,9.44,12.88,12.17,11.07,10.47,9.71,5.28,9.29,8.95,8.12,7.49,7.41,7.23,9.08,9.45,8.24,7.48,9.66,8.68,7.89,6.39,1.11,5.13,5.19,4.55,5.69,6.96,4.84,5.65,4.93,4.77,4.29,4.46,4.69,5.38,5.17,4.53,2.35,4,3.06,Upgrade
Net Income Growth,-9.79%,32.60%,130.48%,19.18%,16.97%,19.67%,-29.49%,25.37%,23.78%,-10.60%,-20.71%,-10.07%,-3.36%,-6.03%,8.85%,4.36%,17.06%,770.45%,69.13%,52.16%,40.48%,-80.48%,-26.31%,7.22%,-19.45%,15.47%,45.90%,12.86%,26.68%,4.97%,-11.25%,-17.07%,-1.68%,100.09%,34.32%,69.17%,-6.84%,-50.13%,24.19%,-38.30%,Upgrade
Shares Outstanding (Basic),16,16,16,16,16,16,15,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,Upgrade
Shares Outstanding (Diluted),16,16,16,16,16,16,15,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,Upgrade
Shares Change,0.33%,-0.27%,6.54%,21.20%,18.39%,17.83%,10.16%,-3.10%,-1.37%,-0.61%,-0.91%,-1.69%,-1.92%,-1.64%,-2.66%,-1.76%,-0.62%,6.29%,13.96%,13.91%,13.50%,6.69%,1.21%,1.06%,1.35%,0.97%,0.82%,0.78%,0.69%,0.78%,0.88%,1.15%,1.14%,5.91%,8.60%,8.79%,8.98%,4.51%,1.52%,1.66%,Upgrade
EPS (Basic),0.59,0.81,0.76,0.70,0.66,0.62,0.35,0.71,0.67,0.60,0.55,0.55,0.53,0.67,0.70,0.60,0.54,0.69,0.63,0.57,0.46,0.07,0.42,0.42,0.38,0.47,0.57,0.40,0.47,0.41,0.40,0.36,0.38,0.40,0.46,0.44,0.39,0.21,0.37,0.28,Upgrade
EPS (Diluted),0.59,0.81,0.76,0.69,0.66,0.61,0.35,0.71,0.66,0.60,0.55,0.55,0.53,0.66,0.69,0.60,0.54,0.69,0.62,0.56,0.46,0.07,0.41,0.42,0.37,0.46,0.57,0.40,0.47,0.41,0.40,0.35,0.37,0.39,0.45,0.43,0.38,0.20,0.36,0.28,Upgrade
EPS Growth,-10.61%,32.79%,117.14%,-2.82%,0%,1.67%,-36.36%,29.09%,24.53%,-9.09%,-20.29%,-8.33%,-1.85%,-4.35%,11.29%,7.14%,17.39%,961.54%,49.40%,33.33%,24.32%,-85.87%,-27.19%,6.33%,-20.43%,13.58%,44.30%,11.27%,25.68%,3.85%,-11.24%,-17.44%,-2.63%,90.24%,23.61%,56.36%,-14.61%,-52.87%,22.03%,-39.56%,Upgrade
