Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+31 Quarters
Revenue,75.6,81.31,79.89,72.98,69.33,68,68.08,67.53,78.12,82.2,67.22,78.2,67.99,79.12,72.13,72.6,76.67,74.49,75.87,79.46,80.31,77.83,82.23,79.08,80.84,73.6,76.65,76.5,75.46,74.76,80.27,73.72,72.32,71.09,68.31,69.58,69.57,66.87,67.37,69.95,Upgrade
Revenue Growth (YoY),9.04%,19.58%,17.35%,8.07%,-11.25%,-17.28%,1.28%,-13.65%,14.91%,3.90%,-6.81%,7.71%,-11.32%,6.21%,-4.93%,-8.64%,-4.54%,-4.30%,-7.74%,0.49%,-0.65%,5.75%,7.28%,3.37%,7.12%,-1.55%,-4.51%,3.77%,4.35%,5.16%,17.50%,5.94%,3.95%,6.30%,1.40%,-0.53%,8.64%,14.00%,55.46%,69.89%,Upgrade
Gross Profit,75.6,81.31,79.89,72.98,69.33,68,68.08,67.53,78.12,82.2,67.22,78.2,67.99,79.12,72.13,72.6,76.67,74.49,75.87,79.46,80.31,77.83,82.23,79.08,80.84,73.6,76.65,76.5,75.46,74.76,80.27,73.72,72.32,71.09,68.31,69.58,69.57,66.87,67.37,69.95,Upgrade
"Selling, General & Admin",43.86,42.92,38.02,40.35,40.24,38.78,37.41,37.45,38.39,40.51,36.76,34.49,37.78,36.79,34.49,39.02,39.13,37.15,34.1,39.62,38.8,34.94,35.22,34.64,34.85,34.16,32.55,33.48,35.32,35.03,32.74,35.74,35.65,33.46,32.28,30.71,31.97,30.32,31.32,30.15,Upgrade
Other Operating Expenses,11.71,10.28,10.72,11.41,9.74,8.89,10.04,10.41,10.42,11.22,13.81,10.34,11.78,10.53,10.61,10.85,11.6,10.83,11.32,11.81,10.89,10.83,11.96,10.03,10.45,11.1,9.51,11.5,11.02,12.6,12.63,12.08,13.18,12.52,12.55,12.14,12.96,12.54,12.31,16.11,Upgrade
Operating Expenses,55.57,53.19,48.74,51.76,49.98,47.67,47.45,47.85,48.81,51.73,50.56,44.83,49.56,47.32,45.1,49.87,50.73,47.98,45.42,51.43,49.69,45.78,47.18,44.67,45.29,45.26,42.05,44.98,46.34,47.63,45.37,47.82,48.83,45.97,44.84,42.85,44.93,42.86,43.63,46.27,Upgrade
Operating Income,20.02,28.12,31.15,21.22,19.36,20.33,20.63,19.68,29.31,30.48,16.66,33.37,18.43,31.8,27.03,22.73,25.94,26.51,30.45,28.04,30.63,32.06,35.05,34.41,35.54,28.34,34.6,31.52,29.12,27.13,34.9,25.9,23.49,25.12,23.47,26.73,24.64,24.01,23.74,23.69,Upgrade
Pretax Income,20.02,28.12,31.15,21.22,19.36,20.33,20.63,19.68,29.31,30.48,16.66,33.37,18.43,31.8,27.03,22.73,25.94,26.51,30.45,28.04,30.63,32.06,35.05,34.41,35.54,28.34,34.6,31.52,29.12,27.13,34.9,25.9,23.49,25.12,23.47,26.73,24.64,24.01,23.74,23.69,Upgrade
Income Tax,4.12,5.93,5.72,4.08,3.51,4.19,3.62,3.7,6.3,5.47,3.08,6.53,1.17,6.15,5.51,4.48,5.81,6.18,8.84,7.16,7.31,12.44,12.04,11.62,12.08,8.73,11.79,10.9,9.85,9.27,11.87,8.64,7.82,8.47,7.62,9.1,8.25,7.99,7.97,7.44,Upgrade
Net Income,15.91,22.19,25.43,17.15,15.85,16.14,17.02,15.98,23.01,25,13.58,26.84,17.26,25.64,21.52,18.26,20.13,20.33,21.61,20.88,23.31,19.61,23.02,22.79,23.46,19.61,22.81,20.62,19.28,17.85,23.02,17.26,15.67,16.64,15.85,17.63,16.39,16.02,15.77,16.25,Upgrade
