Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,75.61,76.96,72.65,63.8,70.58,65.33,69.42,67.05,79.95,73.38,61.72,37.78,39.01,56.37,57.71,56.92,55.14,55.69,52.54,38.9,50.8,48.87,48.31,48.54,46.81,45.92,45.59,36.83,37.03,35.74,35.55,35.59,35.66,29.38,30.52,28.42,28.61,27.59,27.43,25.65,Upgrade
Revenue Growth (YoY),7.13%,17.81%,4.65%,-4.85%,-11.72%,-10.98%,12.47%,77.46%,104.95%,30.17%,6.95%,-33.62%,-29.25%,1.23%,9.84%,46.34%,8.53%,13.96%,8.76%,-19.88%,8.53%,6.42%,5.96%,31.80%,26.41%,28.47%,28.24%,3.49%,3.83%,21.63%,16.49%,25.24%,24.63%,6.49%,11.27%,10.77%,4.64%,5.54%,2.84%,3.42%,Upgrade
Gross Profit,75.61,76.96,72.65,63.8,70.58,65.33,69.42,67.05,79.95,73.38,61.72,37.78,39.01,56.37,57.71,56.92,55.14,55.69,52.54,38.9,50.8,48.87,48.31,48.54,46.81,45.92,45.59,36.83,37.03,35.74,35.55,35.59,35.66,29.38,30.52,28.42,28.61,27.59,27.43,25.65,Upgrade
"Selling, General & Admin",41.08,39.16,39.9,39.78,38.07,36.62,36.15,34.66,33.54,32.23,32.29,29.65,31.88,30.36,31.02,30.44,29.47,27.27,28.23,27.61,28.4,27.59,26.56,26.25,26.07,32.08,24.02,19.92,19.9,26.56,17.74,17.32,18.53,15.5,15.29,14.77,14.93,15.03,13.79,13.29,Upgrade
Other Operating Expenses,8.45,8.16,6.77,7.59,7.34,6.71,7.1,6.63,6,9.5,6.24,6.31,6.89,7.12,5.25,6.34,6.09,6.13,6.14,6.73,6.73,5.85,6.13,6.3,5.96,6.35,23.04,9.63,7.04,-0.53,7.5,9.52,8.88,7.06,6.73,7.02,5.95,6.6,6.2,6,Upgrade
Operating Expenses,49.53,47.33,46.67,47.37,45.41,43.34,43.25,41.29,39.54,41.73,38.53,35.96,38.78,37.48,36.27,36.78,35.56,33.4,34.37,34.35,35.13,33.44,32.7,32.55,32.03,38.43,47.07,29.55,26.94,26.03,25.24,26.83,27.41,22.56,22.02,21.79,20.88,21.62,19.99,19.29,Upgrade
Operating Income,26.08,29.63,25.99,16.42,25.17,21.99,26.17,25.76,40.41,31.65,23.2,1.82,0.23,18.89,21.44,20.14,19.58,22.29,18.17,4.55,15.68,15.43,15.61,16,14.78,7.49,-1.48,7.29,10.09,9.71,10.31,8.76,8.25,6.82,8.5,6.63,7.73,5.97,7.44,6.37,Upgrade
Pretax Income,26.08,29.63,25.99,16.42,25.17,21.99,26.17,25.76,40.41,31.65,23.2,1.82,0.23,18.89,21.44,20.14,19.58,22.29,18.17,4.55,15.68,15.43,15.61,16,14.78,7.49,-1.48,7.29,10.09,9.71,10.31,8.76,8.25,6.82,8.5,6.63,7.73,5.97,7.44,6.37,Upgrade
Income Tax,5.05,5.8,5.19,3.26,4.85,4.58,5.26,4.89,7.8,5.77,5.08,-0.26,-0.61,3.38,3.78,3.67,3.5,3.92,3.2,0.19,2.83,5.16,4.42,4.22,3.92,0.57,-1.53,2.05,2.8,2.55,2.78,2.29,2.13,1.63,2.26,1.55,2.01,1.05,1.4,1.54,Upgrade
Net Income,21.03,23.84,20.8,13.17,20.32,17.41,20.91,20.88,32.6,25.87,18.12,2.09,0.84,15.51,17.66,16.47,16.08,18.37,14.96,4.36,12.85,10.26,11.2,11.78,10.86,6.92,0.06,5.24,7.29,7.16,7.53,6.47,6.12,5.19,6.24,5.08,5.73,4.92,6.04,4.83,Upgrade
