Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+49 Quarters
Revenue,184.14,168.04,179.24,166.98,165.41,159.09,170.08,167.32,182.51,169.75,192.14,162.66,136.14,138.97,145.88,144.54,133.85,130.75,137.91,137.06,126.28,108.3,115.34,119.6,105.17,100.76,109.43,84.25,78.75,70.87,75.97,77.97,72.37,59.13,63.18,61.82,57.92,54.67,59.29,60.33,Upgrade
Revenue Growth (YoY),11.32%,5.63%,5.39%,-0.20%,-9.37%,-6.28%,-11.48%,2.87%,34.06%,22.15%,31.71%,12.54%,1.71%,6.28%,5.78%,5.46%,6.00%,20.73%,19.57%,14.60%,20.07%,7.49%,5.40%,41.95%,33.54%,42.18%,44.03%,8.06%,8.81%,19.86%,20.25%,26.12%,24.95%,8.15%,6.56%,2.47%,-2.77%,-0.68%,0.21%,3.31%,Upgrade
Gross Profit,184.14,168.04,179.24,166.98,165.41,159.09,170.08,167.32,182.51,169.75,192.14,162.66,136.14,138.97,145.88,144.54,133.85,130.75,137.91,137.06,126.28,108.3,115.34,119.6,105.17,100.76,109.43,84.25,78.75,70.87,75.97,77.97,72.37,59.13,63.18,61.82,57.92,54.67,59.29,60.33,Upgrade
Selling & Marketing,4.4,3.49,4.29,4.09,4.13,3.41,3.87,3.26,2.97,2.2,1.87,1.99,3.58,2.84,3.43,3.18,2.83,2.55,2.87,3.12,2.65,2.22,2.02,2.99,2.64,2.24,2.33,1.98,1.9,1.97,1.7,2.07,1.78,1.48,1.46,1.18,1.06,5.37,0,1.73,Upgrade
General & Administrative,71.43,11.81,74.25,73.49,72.38,73.43,70.05,69.41,65.88,68.54,69.03,64.21,64.2,61.98,62.82,63.22,61.2,58.27,58.69,58.56,57.37,48.51,50.04,51.8,46.06,49.56,47.35,35.33,35.03,35.86,33.72,31.35,32.7,29.48,29.06,29.47,27.06,38.84,25.64,29.47,Upgrade
Operating Expenses,0,-109.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Income,87.95,58.28,76.26,68.49,65.97,58.3,74.63,80.45,97.87,75.86,61.07,63.34,57.18,69.38,73.88,71.62,65.98,71.44,69.15,61.88,46.3,46.46,50.96,47.88,41.16,35.82,44.37,17.09,34.41,25.79,33.33,33.84,28.74,16.74,23.97,23.74,22.68,19.97,21.37,22.42,Upgrade
Interest Income,163.4,0,137.52,120.14,108.36,109.5,109.85,111.82,112.29,115.98,115.53,114.55,114.1,116.48,119.64,117.88,113.83,114.31,110.39,105.26,91.87,78.47,77.87,78.68,70.09,71.82,71.82,56.24,54.73,54.81,53.99,52.71,51.37,43.84,43.67,43.17,41.83,43.1,42.7,42.59,Upgrade
Interest Expense,40.02,0.19,13.49,10.8,9.15,8.71,9.4,10.67,12.3,15.37,18.77,21.27,24.61,26.52,28.53,28.06,26.36,25.1,21.7,18.43,15.52,12.8,11.95,9.43,9.81,9.67,9.22,8.46,8.4,8.48,8.32,7.82,7.81,6.71,6.8,6.63,6.64,6.65,6.54,6.51,Upgrade
Other Expense / Income,163.4,-,137.52,120.14,108.36,108.03,109.85,111.82,112.29,115.98,99.28,114.55,114.1,116.48,119.64,117.88,113.83,114.31,110.39,105.26,91.87,78.47,77.87,78.68,70.09,71.82,71.82,56.24,54.73,54.81,53.99,52.71,51.37,43.84,43.67,43.17,41.83,43.1,42.7,42.59,Upgrade
