Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+35 Quarters
Revenue,31.89,32.04,42.47,45.27,41.76,56.66,67.75,67.07,71.22,84.17,88.15,75.65,43.21,47.11,50.73,48.14,37.87,39.1,47.87,47.26,39.2,41.51,46.07,49.7,39.04,43.09,48.6,46.52,31.22,32.04,37.88,40.3,31.13,30.19,34.51,33.52,26.51,26.02,29.61,35.43,Upgrade
Revenue Growth (YoY),-23.63%,-43.45%,-37.31%,-32.50%,-41.37%,-32.69%,-23.14%,-11.34%,64.84%,78.69%,73.76%,57.15%,14.08%,20.47%,5.97%,1.87%,-3.40%,-5.79%,3.92%,-4.91%,0.41%,-3.67%,-5.22%,6.84%,25.05%,34.47%,28.30%,15.44%,0.29%,6.15%,9.77%,20.21%,17.45%,16.02%,16.56%,-5.38%,-15.63%,-23.99%,-18.68%,9.16%,Upgrade
Gross Profit,31.89,32.04,42.47,45.27,41.76,56.66,67.75,67.07,71.22,84.17,88.15,75.65,43.21,47.11,50.73,48.14,37.87,39.1,47.87,47.26,39.2,41.51,46.07,49.7,39.04,43.09,48.6,46.52,31.22,32.04,37.88,40.3,31.13,30.19,34.51,33.52,26.51,26.02,29.61,35.43,Upgrade
"Selling, General & Admin",24.58,26.53,30.99,30.21,30.17,37.46,38.87,38.37,38.81,43.15,44,41.7,29.39,31.37,32.42,31.94,25.47,28.13,32.65,30.9,25.49,27.84,30.52,32.01,24.22,28.13,31.54,29.79,21.67,23.2,25.21,27.23,22.12,21.92,22.44,22.61,19.46,19.69,20.43,23.43,Upgrade
Other Operating Expenses,4.53,4.85,4.7,4.84,4.77,3.51,4.45,4.93,4.19,4.01,9.01,5.99,5.82,3.97,3.82,3.42,3.88,3.72,3.78,3.84,4.66,4.48,3.79,4.18,4.84,4.31,4,4.44,3.56,4.17,4.58,4.71,4.31,4.63,4.59,5,4.17,3.72,3.99,4.02,Upgrade
Operating Expenses,29.11,31.38,35.69,35.05,34.94,40.97,43.32,43.3,43,47.16,53,47.69,35.21,35.34,36.23,35.36,29.35,31.85,36.43,34.74,30.15,32.32,34.32,36.19,29.06,32.44,35.54,34.23,25.22,27.37,29.79,31.95,26.43,26.55,27.03,27.6,23.63,23.41,24.42,27.45,Upgrade
Operating Income,2.78,0.66,6.78,10.22,6.82,15.68,24.43,23.77,28.22,37.01,35.15,27.96,8,11.77,14.5,12.79,8.52,7.26,11.45,12.52,9.06,9.19,11.75,13.51,9.99,10.65,13.06,12.29,6,4.67,8.1,8.35,4.71,3.63,7.48,5.92,2.88,2.61,5.19,7.98,Upgrade
Pretax Income,2.78,0.66,6.78,10.22,6.82,15.68,24.43,23.77,28.22,37.01,35.15,27.96,8,11.77,14.5,12.79,8.52,7.26,11.45,12.52,9.06,9.19,11.75,13.51,9.99,10.65,13.06,12.29,6,4.67,8.1,8.35,4.71,3.63,7.48,5.92,2.88,2.61,5.19,7.98,Upgrade
Income Tax,0.63,-0.28,1.51,2.23,1.53,3.13,5.43,5.88,6.88,9.17,8.85,7.02,1.93,2.97,3.57,3.14,1.98,1.58,2.74,3.1,2.1,6.07,4.36,4.62,3.41,4.25,5.56,4.52,2.14,1.6,2.9,3.06,1.69,1.32,2.72,2.15,0.99,0.67,1.97,3.05,Upgrade
Net Income,2.16,0.94,5.27,7.99,5.29,12.55,19,17.89,21.34,27.84,26.29,20.95,6.07,8.79,10.92,9.64,6.54,5.68,8.7,9.42,6.95,3.12,7.39,8.89,6.57,6.4,7.51,7.77,3.86,3.07,5.2,5.28,3.02,2.31,4.77,3.77,1.88,1.94,3.22,4.93,Upgrade
