Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+33 Quarters
Revenue,247.56,267.33,256.31,184.75,161.82,170.98,173.82,177.12,193.36,181.91,162.09,153.04,68.05,167.81,167.73,162.73,163.14,163.79,171.76,163.56,160.41,159.34,93.2,131.38,127.37,125.33,120.13,117.12,111.82,108.47,100.53,97.1,89.95,88.21,85.2,83.47,82.24,74.94,55.67,53.8,Upgrade
Revenue Growth (YoY),52.99%,56.35%,47.45%,4.31%,-16.31%,-6.01%,7.24%,15.74%,184.13%,8.40%,-3.36%,-5.96%,-58.29%,2.46%,-2.35%,-0.51%,1.70%,2.80%,84.28%,24.49%,25.94%,27.13%,-22.42%,12.18%,13.91%,15.55%,19.50%,20.63%,24.30%,22.96%,18.00%,16.33%,9.38%,17.71%,53.04%,55.15%,54.09%,33.30%,13.41%,10.06%,Upgrade
Gross Profit,247.56,267.33,256.31,184.75,161.82,170.98,173.82,177.12,193.36,181.91,162.09,153.04,68.05,167.81,167.73,162.73,163.14,163.79,171.76,163.56,160.41,159.34,93.2,131.38,127.37,125.33,120.13,117.12,111.82,108.47,100.53,97.1,89.95,88.21,85.2,83.47,82.24,74.94,55.67,53.8,Upgrade
"Selling, General & Admin",88.41,88.2,89.17,90.15,59.73,59.31,57.8,57.4,57.17,57.99,56,54.87,52.53,51.47,53.03,50.67,50.63,48.18,49.43,46.33,47.98,47.42,39.25,37.93,36.83,35.5,35.08,34.71,33.29,33.21,31.38,31.8,27.86,28.07,27.4,26.86,26.95,26.71,18.11,18.08,Upgrade
Other Operating Expenses,26.23,30.71,25.18,75.34,17.16,17.75,17.82,15.59,15.7,16.25,15.71,16.08,17.95,19.87,14.74,16.96,18.43,23.09,16.69,16.89,15.4,15.8,31.6,13.07,18.32,11.99,15.94,12.88,12.36,15.79,13.21,11.45,12.86,13.08,15.41,11.76,12.41,28.16,8.61,7.77,Upgrade
Operating Expenses,114.64,118.9,114.35,165.48,76.9,77.05,75.62,72.98,72.87,74.24,71.71,70.96,70.47,71.34,67.76,67.62,69.06,71.27,66.12,63.23,63.38,63.22,70.85,51,55.14,47.49,51.03,47.59,45.65,49,44.59,43.25,40.71,41.15,42.82,38.62,39.36,54.87,26.72,25.86,Upgrade
Operating Income,132.92,148.42,141.96,19.27,84.92,93.93,98.2,104.14,120.5,107.67,90.38,82.08,-2.42,96.47,99.96,95.1,94.09,92.52,105.63,100.34,97.03,96.12,22.36,80.38,72.23,77.84,69.11,69.53,66.17,59.47,55.94,53.85,49.24,47.06,42.38,44.85,42.89,20.07,28.95,27.94,Upgrade
Pretax Income,132.92,148.42,141.96,19.27,84.92,93.93,98.2,104.14,120.5,107.67,90.38,82.08,-2.42,96.47,99.96,95.1,94.09,92.52,105.63,100.34,97.03,96.12,22.36,80.38,72.23,77.84,69.11,69.53,66.17,59.47,55.94,53.85,49.24,47.06,42.38,44.85,42.89,20.07,28.95,27.94,Upgrade
Income Tax,29.95,32.74,33.25,3.29,20.03,20.58,23.21,25.07,28.9,25.88,21.06,19.25,-2.93,23.21,27.2,22.94,22.74,21.49,25.35,24.31,23.97,72.81,7.54,30.28,25.37,29.25,25.49,26.03,24.74,22.04,20.2,19.94,18.12,17.14,15.01,16.42,15.55,7.12,10.59,10.28,Upgrade
Net Income,102.96,115.69,108.71,15.98,64.89,73.36,74.99,79.07,91.6,81.79,69.32,62.83,0.51,73.26,72.76,72.16,71.35,71.03,80.28,76.03,73.06,23.31,14.82,50.1,46.86,48.59,43.62,43.51,41.43,37.43,35.74,33.91,31.12,29.93,27.37,28.43,27.34,12.95,18.36,17.66,Upgrade
Net Income Growth,58.67%,57.70%,44.96%,-79.79%,-29.16%,-10.31%,8.18%,25.85%,17967.46%,11.65%,-4.73%,-12.94%,-99.29%,3.14%,-9.37%,-5.08%,-2.35%,204.73%,441.69%,51.76%,55.93%,-52.03%,-66.02%,15.14%,13.10%,29.81%,22.04%,28.32%,33.12%,25.09%,30.58%,19.27%,13.83%,131.09%,49.06%,60.99%,55.78%,-23.55%,14.09%,14.00%,Upgrade
