Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,"3,783","3,793","3,461","3,388","3,402","3,661","3,371","4,003","3,622","3,709","3,465","2,310","3,099","3,876","3,675","3,623","3,757","3,287","3,608","3,590","3,581","3,555","3,521","3,359","3,300","3,338","3,287","3,307","3,173","3,333","3,169","3,435","3,478","3,521","3,523","3,593","3,688","3,782","3,597","3,616",Upgrade
Revenue Growth (YoY),11.20%,3.61%,2.67%,-15.36%,-6.07%,-1.29%,-2.71%,73.29%,16.88%,-4.31%,-5.71%,-36.24%,-17.51%,17.92%,1.86%,0.92%,4.91%,-7.54%,2.47%,6.88%,8.52%,6.50%,7.12%,1.57%,4.00%,0.15%,3.72%,-3.73%,-8.77%,-5.34%,-10.05%,-4.40%,-5.69%,-6.90%,-2.06%,-0.64%,0.05%,17.27%,-3.18%,6.73%,Upgrade
Cost of Revenue,"2,416","2,451","2,419","2,324","2,176","2,379","2,330","2,235","2,176","2,151","2,269","2,269","2,050","2,122","2,237","1,953","1,959","2,184","1,884","1,911","1,851","1,863","1,789","1,592","1,598","1,316","1,703","1,842","1,928","2,237","1,795","2,127","1,993","2,030","2,086","2,171","2,145","2,314","2,139","2,189",Upgrade
Gross Profit,"1,367","1,342","1,042","1,064","1,226","1,282","1,041","1,768","1,446","1,558","1,196",41,"1,049","1,754","1,438","1,670","1,798","1,103","1,724","1,679","1,730","1,692","1,732","1,767","1,702","2,022","1,584","1,465","1,245","1,096","1,374","1,308","1,485","1,491","1,437","1,422","1,543","1,468","1,458","1,427",Upgrade
"Selling, General & Admin",781,911,760,715,716,749,638,656,914,826,876,992,"2,026","1,336","1,234","1,231","1,149","1,191","1,224","1,229","1,184","1,089","1,245","1,281","1,050","1,428",898,"1,611",907,"1,473",898,879,"1,249",951,977,750,907,861,777,753,Upgrade
Operating Expenses,781,911,760,715,716,749,638,656,914,826,876,992,"2,026","1,336","1,234","1,231","1,149","1,191","1,224","1,229","1,184","1,089","1,245","1,281","1,050","1,428",898,"1,611",907,"1,473",898,879,"1,249",951,977,750,907,861,777,753,Upgrade
Operating Income,586,431,282,349,510,533,403,"1,112",532,732,320,-951,-977,418,204,439,649,-88,500,450,546,603,487,486,652,594,686,-146,338,-377,476,429,236,540,460,672,636,607,681,674,Upgrade
Interest Expense / Income,95,94,92,96,96,100,99,100,125,111,137,123,144,142,144,164,141,144,146,143,141,142,223,139,142,133,130,130,143,127,128,134,131,129,121,126,122,109,105,108,Upgrade
Other Expense / Income,1,-115,13,22,5,2,26,39,32,113,23,-11,-412,-6,-33,-24,2,-46,11,18,87,50,55,47,96,122,66,-223,97,-90,100,77,-60,93,32,285,352,518,139,134,Upgrade
Pretax Income,490,452,177,231,409,431,278,973,375,508,160,"-1,063",-709,282,93,299,506,-186,343,289,318,411,209,300,414,339,490,-53,98,-414,248,218,165,318,307,261,162,-20,437,432,Upgrade
Income Tax,115,88,47,51,87,88,58,219,114,111,21,-228,-77,65,21,50,112,-21,65,59,25,-70,52,69,119,49,163,12,-4,-213,66,48,56,110,99,145,103,178,155,163,Upgrade
Net Income,375,364,130,180,322,343,220,754,261,397,139,-835,-632,217,72,249,394,-165,278,230,293,481,157,231,295,290,327,-65,102,-201,182,170,109,208,208,116,59,-198,282,269,Upgrade
Net Income Growth,16.46%,6.12%,-40.91%,-76.13%,23.37%,-13.60%,58.27%,-,-,82.95%,93.06%,-,-,-,-74.10%,8.26%,34.47%,-,77.07%,-0.43%,-0.68%,65.86%,-51.99%,-,189.22%,-,79.67%,-,-6.42%,-,-12.50%,46.55%,84.75%,-,-26.24%,-56.88%,-75.62%,-,59.32%,380.36%,Upgrade
Shares Outstanding (Basic),233,238,240,245,248,252,257,263,267,273,279,281,287,296,302,304,310,314,316,319,328,336,337,337,337,337,337,339,339,347,361,370,373,374,381,386,387,387,387,389,Upgrade
Shares Outstanding (Diluted),234,238,241,246,248,252,257,263,268,273,279,281,287,296,302,305,310,315,317,320,329,337,338,338,338,337,338,339,339,347,361,370,373,375,381,386,388,388,388,390,Upgrade
Shares Change,-5.98%,-5.73%,-6.43%,-6.61%,-7.20%,-7.64%,-7.94%,-6.44%,-6.72%,-7.70%,-7.56%,-7.57%,-7.51%,-5.82%,-4.56%,-4.77%,-5.59%,-6.62%,-6.21%,-5.31%,-2.65%,-0.18%,0.05%,-0.30%,-0.46%,-2.67%,-6.50%,-8.45%,-9.09%,-7.46%,-5.27%,-4.24%,-3.83%,-3.49%,-1.79%,-0.83%,-1.04%,-1.37%,-1.81%,-1.89%,Upgrade
EPS (Basic),1.61,1.52,0.54,0.73,1.30,1.37,0.86,2.87,0.98,1.38,0.50,-2.96,-2.20,0.74,0.24,0.82,1.27,-0.51,0.88,0.72,0.89,1.43,0.46,0.69,0.88,0.85,0.97,-0.19,0.30,-0.53,0.50,0.46,0.29,0.55,0.55,0.30,0.15,-0.51,0.73,0.69,Upgrade
