Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Revenue,12.51,13.37,12.5,11.81,12.31,11.64,11.96,11.6,11.11,10.81,10.79,8.66,9.02,10.71,9.52,9.01,8.88,8.78,9.47,8.88,9.13,9.19,8.93,8.61,8.27,8.18,8.25,7.41,7.55,8.28,7.78,8.43,7.8,8.35,7.8,7.94,7.97,5.45,8.27,7.8,Upgrade
Revenue Growth (YoY),1.65%,14.88%,4.47%,1.81%,10.79%,7.66%,10.85%,33.95%,23.18%,0.89%,13.35%,-3.93%,1.54%,22.06%,0.57%,1.47%,-2.73%,-4.52%,5.97%,3.12%,10.42%,12.30%,8.33%,16.19%,9.59%,-1.12%,5.98%,-12.08%,-3.23%,-0.90%,-0.22%,6.20%,-2.16%,53.14%,-5.75%,1.76%,17.60%,-31.34%,40.88%,50.93%,Upgrade
Gross Profit,12.51,13.37,12.5,11.81,12.31,11.64,11.96,11.6,11.11,10.81,10.79,8.66,9.02,10.71,9.52,9.01,8.88,8.78,9.47,8.88,9.13,9.19,8.93,8.61,8.27,8.18,8.25,7.41,7.55,8.28,7.78,8.43,7.8,8.35,7.8,7.94,7.97,5.45,8.27,7.8,Upgrade
"Selling, General & Admin",8.02,7.79,7.02,7.11,6.92,6.8,6.26,6.09,6.21,6.43,6.02,6.43,5.98,5.91,5.79,5.92,5.9,5.68,5.61,5.45,5.62,5.32,5.2,5.14,5.19,4.94,5,4.65,4.55,4.31,4.39,4.43,4.1,4.27,4.26,4.45,4.58,4.2,4.6,4.76,Upgrade
Other Operating Expenses,0.81,0.79,0.59,1.01,0.05,0.81,0.6,0.58,0.65,0.64,0.71,0.57,0.75,0.91,0.68,0.84,0.82,1.17,0.8,0.8,0.91,0.91,1.18,0.87,0.74,0.93,0.83,0.86,0.79,0.78,0.65,7.95,0.68,0.38,0.62,0.59,0.94,0.93,1.04,0.92,Upgrade
Operating Expenses,8.83,8.58,7.61,8.11,6.97,7.61,6.86,6.67,6.86,7.07,6.72,7,6.73,6.81,6.46,6.76,6.72,6.85,6.4,6.26,6.53,6.23,6.39,6.01,5.92,5.87,5.84,5.51,5.34,5.09,5.04,12.38,4.77,4.65,4.88,5.03,5.53,5.13,5.64,5.68,Upgrade
Operating Income,3.68,4.79,4.89,3.7,5.34,4.03,5.1,4.93,4.25,3.74,4.07,1.66,2.29,3.9,3.06,2.25,2.17,1.93,3.06,2.63,2.6,2.96,2.55,2.61,2.35,2.31,2.41,1.91,2.21,3.19,2.74,-3.95,3.03,3.71,2.92,2.91,2.45,0.32,2.64,2.13,Upgrade
Pretax Income,3.68,4.79,4.89,3.7,5.34,4.03,5.1,4.93,4.25,3.74,4.07,1.66,2.29,3.9,3.06,2.25,2.17,1.93,3.06,2.63,2.6,2.96,2.55,2.61,2.35,2.31,2.41,1.91,2.21,3.19,2.74,-3.95,3.03,3.71,2.92,2.91,2.45,0.32,2.64,2.13,Upgrade
Income Tax,1.22,1.41,1.41,1.06,1.38,1.14,1.47,1.38,1.23,1.11,1.21,0.5,0.69,1.18,0.9,0.67,0.66,0.57,0.7,0.76,0.79,2.51,0.99,1.05,0.99,0.97,0.93,0.78,0.93,1.34,1.15,-1.61,1.26,1.52,1.21,1.2,1,-2.81,0,0,Upgrade
Net Income,2.46,3.38,3.48,2.64,3.96,2.89,3.64,3.55,3.02,2.63,2.86,1.16,1.6,2.72,2.15,1.58,1.51,1.36,2.37,1.87,1.81,0.45,1.55,1.56,1.36,1.34,1.48,1.13,1.28,1.85,1.59,-2.34,1.77,2.19,1.71,1.71,1.44,3.14,2.64,2.13,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.13,0.03,0.12,0.14,0.18,0.19,0.27,0.25,0.26,0.26,Upgrade
Net Income Common,2.46,3.38,3.48,2.64,3.96,2.89,3.64,3.55,3.02,2.63,2.86,1.16,1.6,2.72,2.15,1.58,1.51,1.36,2.37,1.87,1.81,0.45,1.55,1.56,1.36,1.34,1.48,1.13,1.28,1.81,1.47,-2.37,1.65,2.04,1.54,1.52,1.17,2.88,2.37,1.86,Upgrade
Net Income Growth,-37.78%,16.66%,-4.32%,-25.80%,31.08%,10.16%,27.10%,206.12%,89.05%,-3.38%,32.78%,-26.58%,5.83%,100.07%,-9.08%,-15.37%,-16.76%,202.67%,52.45%,19.99%,33.78%,-66.49%,4.93%,38.31%,5.69%,-25.84%,1.02%,-,-22.20%,-11.51%,-4.56%,-,41.06%,-29.17%,-35.27%,-18.40%,41.35%,39.21%,559.17%,-,Upgrade
Shares Outstanding (Basic),9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,Upgrade
Shares Outstanding (Diluted),9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,8,8,8,8,8,9,8,9,8,8,8,9,8,8,8,Upgrade
Shares Change,1.54%,1.41%,1.57%,1.93%,2.72%,2.84%,2.78%,2.58%,0.42%,-0.38%,-0.32%,-0.75%,-0.29%,12.49%,-2.21%,-1.74%,-0.94%,-11.76%,1.90%,1.72%,1.80%,2.36%,2.10%,1.87%,0.77%,-0.06%,-1.02%,2.51%,-0.40%,-0.34%,0.16%,-3.43%,-0.39%,1.12%,1.18%,0.85%,2.81%,1.91%,1.97%,40.62%,Upgrade
EPS (Basic),0.28,0.38,0.40,0.30,0.46,0.34,0.42,0.42,0.36,0.31,0.34,0.14,0.19,0.32,0.25,0.19,0.18,0.16,0.29,0.23,0.22,0.05,0.19,0.19,0.17,0.16,0.18,0.14,0.16,0.22,0.18,-0.29,0.20,0.25,0.19,0.19,0.15,0.38,0.30,0.30,Upgrade
