Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+64 Quarters
Revenue,25.45,27.79,27.87,26.64,25.75,35.13,25.03,23.58,24.79,23.49,23.81,22.13,19.61,19.12,22.22,22.53,20.66,20.67,20.16,20.26,19.71,19.07,19.12,21.31,18.43,18.23,18.53,18.21,17.66,17.08,17.23,17.07,17.65,17,18.26,16.33,17.45,11.64,10.24,10.33,Upgrade
Revenue Growth (YoY),-1.16%,-20.89%,11.31%,12.98%,3.90%,49.51%,5.15%,6.54%,26.38%,22.86%,7.16%,-1.78%,-5.09%,-7.48%,10.23%,11.18%,4.84%,8.36%,5.43%,-4.93%,6.97%,4.61%,3.20%,17.07%,4.35%,6.77%,7.53%,6.68%,0.03%,0.47%,-5.67%,4.49%,1.17%,45.98%,78.31%,58.06%,68.04%,-49.98%,56.62%,54.87%,Upgrade
Gross Profit,25.45,27.79,27.87,26.64,25.75,35.13,25.03,23.58,24.79,23.49,23.81,22.13,19.61,19.12,22.22,22.53,20.66,20.67,20.16,20.26,19.71,19.07,19.12,21.31,18.43,18.23,18.53,18.21,17.66,17.08,17.23,17.07,17.65,17,18.26,16.33,17.45,11.64,10.24,10.33,Upgrade
"Selling, General & Admin",13.8,14.91,13.04,12.57,12.34,11.96,11.61,10.87,10.28,11.49,11.58,10.7,11.3,11.21,11.54,11.41,10.89,10.71,10.06,10.56,10.39,9.99,9.51,10.23,9.2,10.28,7.78,8.15,7.77,9.74,7.64,7.76,7.7,7.79,6.77,7.29,6.9,7.37,4.03,4.19,Upgrade
Other Operating Expenses,2.68,2.53,2.9,2.95,2.41,3.02,2.54,2.62,2.35,2.52,2.4,2.54,2.35,2.44,2.54,3.02,2.6,2.66,2.48,2.94,2.69,2.47,2.98,3.77,3.16,2,4.24,3.96,3.85,2.73,4.06,3.75,3.39,3.53,4.31,4.95,4.39,7.68,3.34,2.66,Upgrade
Operating Expenses,16.49,17.44,15.94,15.51,14.75,14.98,14.15,13.49,12.63,14,13.97,13.24,13.65,13.64,14.08,14.43,13.49,13.37,12.54,13.5,13.08,12.46,12.48,14,12.36,12.28,12.02,12.11,11.62,12.47,11.71,11.51,11.09,11.32,11.08,12.24,11.29,15.05,7.37,6.86,Upgrade
Operating Income,8.97,10.35,11.93,11.13,11.01,20.15,10.89,10.09,12.16,9.49,9.84,8.89,5.96,5.48,8.14,8.1,7.17,7.3,7.62,6.77,6.63,6.62,6.64,7.31,6.07,5.95,6.51,6.09,6.04,4.61,5.52,5.56,6.56,5.67,7.18,4.09,6.16,-3.41,2.88,3.48,Upgrade
Other Expense / Income,-,-0.48,-,-0.02,-0.46,-0.21,-,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,8.97,10.83,11.93,11.15,11.46,20.36,10.89,10.12,12.16,9.49,9.84,8.89,5.96,5.48,8.14,8.1,7.17,7.3,7.62,6.77,6.63,6.62,6.64,7.31,6.07,5.95,6.51,6.09,6.04,4.61,5.52,5.56,6.56,5.67,7.18,4.09,6.16,-3.41,2.88,3.48,Upgrade
Income Tax,1.39,1.69,1.96,1.79,1.83,3.94,1.79,1.59,2.68,1.31,1.52,1.31,0.68,0.45,0.99,0.96,0.76,0.9,0.9,0.81,0.77,3.97,1.29,1.65,1.27,1.22,1.39,1.24,1.16,0.77,1.11,1.12,1.51,1.29,1.94,0.76,1.46,-1.28,0.39,0.63,Upgrade
Net Income,7.58,9.14,9.97,9.35,9.63,16.41,9.1,8.53,9.48,8.19,8.31,7.58,5.28,5.03,7.15,7.14,6.41,6.39,6.72,5.96,5.85,2.65,5.35,5.66,4.8,4.73,5.12,4.86,4.88,3.84,4.41,4.43,5.04,4.38,5.24,3.33,4.7,-2.13,2.49,2.84,Upgrade
