Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,"1,321.32","1,322.67","1,291.27","1,292.61","1,302.63","1,297.36","1,277.84","1,271.11","1,266.56","1,228.94","1,195.04","1,180.88","1,133.05","1,136.58","1,141.28","1,130.46","1,119.22","1,064.74","1,083.8","1,084.78","1,070.44","1,056.9","1,046.02","1,029.08","1,023.58",975.35,989.77,991.88,977.63,933.86,947.15,950.61,934.44,630.4,974.49,991.04,"1,024.17",652.91,932.79,950.34,Upgrade
Revenue Growth (YoY),1.43%,1.95%,1.05%,1.69%,2.85%,5.57%,6.93%,7.64%,11.78%,8.13%,4.71%,4.46%,1.24%,6.75%,5.30%,4.21%,4.56%,0.74%,3.61%,5.41%,4.58%,8.36%,5.68%,3.75%,4.70%,4.44%,4.50%,4.34%,4.62%,48.14%,-2.80%,-4.08%,-8.76%,-3.45%,4.47%,4.28%,6.88%,-29.70%,6.35%,7.29%,Upgrade
Cost of Revenue,707.93,696.85,700.03,715.33,694.15,740.88,711.41,694.61,712.72,663.12,650.98,650.82,607.97,594.54,585.69,589.36,587.76,569.12,567.86,568.38,569.89,562.47,551.22,556.42,557.78,540.14,532.15,531.49,524.97,508.97,501.16,508.32,497.78,226.13,535.53,555.21,586.52,245.48,516.78,524.5,Upgrade
Gross Profit,613.39,625.82,591.25,577.28,608.48,556.48,566.43,576.5,553.84,565.82,544.07,530.07,525.09,542.04,555.59,541.1,531.46,495.62,515.95,516.4,500.55,494.43,494.8,472.66,465.81,435.21,457.62,460.4,452.65,424.9,446,442.3,436.67,404.27,438.96,435.83,437.65,407.43,416.01,425.84,Upgrade
Other Operating Expenses,314.29,343.44,337.3,338.46,294.36,319.27,314.75,309.49,313.87,294.43,290.85,295.01,301.36,294.45,287.16,290.91,282.08,268.37,273.18,267.12,266.08,256.36,253.22,249.58,253.37,238.74,235.78,237.95,237.84,229.7,227.74,226.46,223.13,188.99,222.87,222.98,221.07,189.73,205.48,212.23,Upgrade
Operating Expenses,314.29,343.44,337.3,338.46,294.36,319.27,314.75,309.49,313.87,294.43,290.85,295.01,301.36,294.45,287.16,290.91,282.08,268.37,273.18,267.12,266.08,256.36,253.22,249.58,253.37,238.74,235.78,237.95,237.84,229.7,227.74,226.46,223.13,188.99,222.87,222.98,221.07,189.73,205.48,212.23,Upgrade
Operating Income,299.1,282.38,253.95,238.82,314.12,237.21,251.68,267.01,239.97,271.39,253.21,235.05,223.73,247.59,268.42,250.19,249.38,227.25,242.76,249.28,234.46,238.08,241.58,223.08,212.44,196.47,221.84,222.45,214.82,195.2,218.26,215.84,213.54,215.28,216.08,212.85,216.59,217.7,210.53,213.61,Upgrade
Interest Expense / Income,24.87,24.66,23.97,21.83,19.94,19.65,20.89,21.77,21.18,21.41,21.67,22.81,20.81,20.5,21.09,21.43,21.28,23.61,22.43,22.41,21.62,21.71,20.97,21.16,20.7,20.49,20.38,23.11,19.37,19.22,19.25,19.11,19.06,19.01,19.03,19.04,19.05,19.08,19.68,20.83,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.05,-0.01,-0.02,-0.03,0.11,0.03,0.01,0.09,3.64,-10.64,-9.96,0.87,9.54,-13.83,-11.53,5.42,9.13,-14.87,-,-,-,-21.27,-,-,Upgrade
Pretax Income,274.23,257.72,229.98,217,294.18,217.56,230.8,245.24,218.79,249.98,231.54,212.24,202.92,227.09,247.33,228.72,228.05,203.65,220.35,226.9,212.73,216.34,220.6,201.84,188.1,186.62,211.42,198.48,185.91,189.8,210.54,191.31,185.35,211.14,197.05,193.81,197.54,219.89,190.85,192.78,Upgrade
Income Tax,50.62,46.16,43.2,39.99,56.69,39.61,41.92,45.63,40.28,45.74,42.59,39.19,37.38,40.03,45.51,42.15,42.71,38.93,41.63,42.47,39.13,-811.01,67.26,61.56,54.56,51.17,59.55,60.05,61.87,56.85,65.15,64.2,63.7,64.39,64.64,62.89,64.68,77.07,58.73,58.88,Upgrade
Net Income,223.61,211.56,186.78,177,237.48,177.95,188.87,199.62,178.52,204.24,188.95,173.05,165.54,187.06,201.82,186.57,185.35,164.72,178.72,184.43,173.6,"1,027.35",153.33,140.27,133.54,135.45,151.87,138.43,124.03,132.96,145.39,127.11,121.65,146.75,132.41,130.92,132.86,142.82,132.12,133.9,Upgrade
Net Income Growth,-5.84%,18.89%,-1.11%,-11.33%,33.03%,-12.87%,-0.04%,15.35%,7.84%,9.18%,-6.38%,-7.25%,-10.69%,13.57%,12.92%,1.16%,6.77%,-83.97%,16.56%,31.48%,30.00%,658.48%,0.96%,1.33%,7.67%,1.87%,4.46%,8.90%,1.96%,-9.40%,9.80%,-2.91%,-8.44%,2.75%,0.22%,-2.22%,11.05%,-5.41%,1.11%,3.81%,Upgrade
Shares Outstanding (Basic),96,97,97,99,99,101,102,103,103,105,107,106,108,108,109,110,110,112,113,114,114,115,116,117,118,119,120,121,121,123,125,126,127,129,131,132,133,136,137,139,Upgrade
Shares Change,-2.86%,-3.67%,-4.21%,-4.32%,-3.82%,-3.52%,-4.50%,-3.18%,-3.95%,-3.35%,-2.37%,-3.19%,-2.45%,-2.92%,-3.19%,-3.18%,-3.37%,-3.38%,-3.12%,-2.93%,-3.12%,-2.70%,-2.88%,-3.04%,-2.89%,-3.79%,-4.27%,-4.33%,-4.60%,-4.13%,-4.19%,-4.26%,-4.31%,-5.15%,-4.94%,-5.06%,-5.45%,-4.75%,-4.00%,-6.06%,Upgrade
EPS (Basic),2.32,2.17,1.92,1.80,2.39,1.77,1.86,1.94,1.73,1.95,1.78,1.63,1.54,1.69,1.82,1.67,1.65,1.45,1.55,1.59,1.52,8.64,1.29,1.18,1.11,1.11,1.25,1.13,1.01,1.07,1.15,1.00,0.95,1.08,1.02,1.00,1.00,1.01,0.97,0.97,Upgrade
EPS (Diluted),2.28,2.14,1.90,1.79,2.37,1.76,1.84,1.92,1.70,1.92,1.76,1.62,1.52,1.73,1.85,1.70,1.68,1.49,1.59,1.63,1.49,8.84,1.32,1.20,1.13,1.14,1.27,1.15,1.02,1.08,1.17,1.01,0.96,1.18,1.00,0.98,0.98,1.09,0.95,0.96,Upgrade
EPS Growth,-3.80%,21.59%,3.26%,-6.77%,39.41%,-8.33%,4.55%,18.52%,11.84%,10.98%,-4.86%,-4.71%,-9.52%,16.11%,16.35%,4.29%,12.75%,-83.14%,20.45%,35.83%,31.86%,675.44%,3.94%,4.35%,10.78%,5.56%,8.55%,13.86%,6.25%,-8.47%,17.00%,3.06%,-2.04%,8.26%,5.26%,2.08%,15.70%,4.81%,4.74%,9.09%,Upgrade
Free Cash Flow Per Share,4.86,3.74,3.60,2.94,3.93,3.67,3.45,3.13,3.45,3.68,2.82,3.90,3.11,2.97,3.07,2.26,3.78,2.89,2.77,2.00,3.25,2.91,2.94,2.34,3.88,3.47,3.04,2.17,2.78,3.11,2.07,1.32,2.15,1.74,1.69,1.06,2.03,2.52,2.01,1.45,Upgrade
Dividend Per Share,0.432,0.207,0.207,0.207,0.198,0.198,0.198,0.198,0.188,0.188,0.188,0.188,0.172,0.172,0.172,0.172,0.160,0.160,0.160,0.160,0.150,0.150,-,0.150,0.290,0.140,-,0.140,0.275,-,0.135,0.135,0.135,0.254,-,0.253,-,0.227,0.113,0.113,Upgrade
Dividend Growth,118.18%,4.55%,4.55%,4.55%,5.32%,5.32%,5.32%,5.32%,9.30%,9.30%,9.30%,9.30%,7.50%,7.50%,7.50%,7.50%,6.67%,6.67%,-,6.67%,-48.28%,7.14%,-,7.14%,5.45%,-,-,3.70%,103.70%,-,-,-46.64%,-,11.89%,-,123.89%,-,127.00%,13.00%,13.00%,Upgrade
