Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+56 Quarters
Revenue,114.14,117.75,108.34,97.71,89.74,90.72,145,97.4,101.29,99.04,97.02,94.97,92.06,114.7,118.28,109.11,107.18,108.54,108.42,109.92,103.65,60.39,100.83,102.34,101.64,75.88,76.91,72,73.33,71,69.67,69.42,58.06,60.85,59.59,58.84,47.19,55.56,57.98,56.71,Upgrade
Revenue Growth (YoY),27.18%,29.79%,-25.29%,0.31%,-11.40%,-8.40%,49.46%,2.56%,10.02%,-13.65%,-17.97%,-12.96%,-14.10%,5.67%,9.09%,-0.74%,3.41%,79.74%,7.52%,7.40%,1.97%,-20.42%,31.10%,42.15%,38.62%,6.88%,10.40%,3.72%,26.31%,16.68%,16.91%,17.99%,23.03%,9.52%,2.77%,3.75%,-16.83%,-6.81%,17.05%,19.79%,Upgrade
Gross Profit,114.14,117.75,108.34,97.71,89.74,90.72,145,97.4,101.29,99.04,97.02,94.97,92.06,114.7,118.28,109.11,107.18,108.54,108.42,109.92,103.65,60.39,100.83,102.34,101.64,75.88,76.91,72,73.33,71,69.67,69.42,58.06,60.85,59.59,58.84,47.19,55.56,57.98,56.71,Upgrade
"Selling, General & Admin",62.41,61.51,61.42,60.26,59.92,59.29,59.93,60,65.56,60.34,58,60.82,60.01,56.19,57.3,56.05,52.75,54.92,51.05,51.72,52.44,19.69,56.93,57.93,55.68,43.48,40.09,38.28,39.21,40.16,38.54,38.01,34.5,33.3,32.42,32.38,32.12,27.65,29.77,29.74,Upgrade
Other Operating Expenses,18.55,19.5,20.26,8.21,4.63,9.61,9.53,8.87,12.59,87.33,14.84,563.46,11.32,14.1,13.71,20.52,19.25,6.72,15.21,16.34,18.5,29.76,13.79,16.49,23.74,21.71,13.49,12.51,11.89,12.55,15.08,20.22,14.5,12.28,10.95,10.87,16.63,12.61,16.19,10.9,Upgrade
Operating Expenses,80.95,81.01,81.68,68.48,64.55,68.91,69.46,68.87,78.15,147.67,72.84,624.28,71.33,70.29,71.01,76.57,71.99,61.64,66.26,68.06,70.94,49.45,70.72,74.41,79.42,65.19,53.58,50.79,51.11,52.71,53.62,58.23,49,45.58,43.37,43.25,48.76,40.26,45.96,40.64,Upgrade
Operating Income,33.19,36.73,26.66,29.23,25.19,21.81,75.54,28.53,23.13,-48.64,24.18,-529.3,20.74,44.41,47.27,32.54,35.19,46.9,42.16,41.86,32.71,10.94,30.11,27.93,22.22,10.69,23.33,21.21,22.22,18.29,16.05,11.19,9.06,15.27,16.22,15.58,-1.57,15.3,12.02,16.08,Upgrade
Other Expense / Income,-,1,3,-,-,-2.5,-4,-,6.5,-67.78,3.68,38.51,45.44,13.4,19.85,1.39,4.86,28.02,1.15,-0.43,0.16,-6.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,33.19,35.73,23.66,29.23,25.19,24.31,79.54,28.53,16.63,19.14,20.5,-567.81,-24.7,31.01,27.41,31.15,30.34,18.88,41.02,42.28,32.55,17.07,30.11,27.93,22.22,10.69,23.33,21.21,22.22,18.29,16.05,11.19,9.06,15.27,16.22,15.58,-1.57,15.3,12.02,16.08,Upgrade
Income Tax,5.55,5.23,4.94,6.12,5,4.07,15.79,6.9,3.6,4.13,-0.73,-18.43,-4.83,5.26,4.8,5.71,6.7,4.62,8.79,8.25,7.3,19.88,7.21,8.24,6.76,0.36,6.95,5.25,6.22,2.27,1.35,1.14,0.3,3.88,4.23,4.12,-0.46,4.76,3.92,4.04,Upgrade
Net Income,27.64,30.51,18.72,23.12,20.2,20.25,63.75,21.64,13.03,15.01,21.23,-549.38,-19.87,25.75,22.62,25.45,23.64,14.26,32.23,34.03,25.25,-2.81,22.9,19.69,15.46,10.33,16.38,15.96,16,16.01,14.7,10.04,8.76,11.4,11.99,11.46,-1.11,10.54,8.1,12.04,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0.06,0.13,0.13,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,27.64,30.51,18.72,23.12,20.2,20.25,63.75,21.64,13.03,15.01,21.17,-549.51,-20,25.51,22.38,25.21,23.4,14.03,32,33.8,25.02,-3.03,22.9,19.69,15.46,10.33,16.38,15.96,16,16.01,14.7,10.04,8.76,11.4,11.99,11.46,-1.11,10.54,8.1,12.04,Upgrade
Net Income Growth,36.84%,50.66%,-70.64%,6.84%,54.98%,34.91%,201.17%,-,-,-41.17%,-5.40%,-,-,81.83%,-30.07%,-25.42%,-6.49%,-,39.71%,71.64%,61.82%,-,39.81%,23.42%,-3.38%,-35.49%,11.43%,58.87%,82.68%,40.51%,22.63%,-12.39%,-,8.16%,47.93%,-4.76%,-,12.95%,-19.19%,50.73%,Upgrade
Shares Outstanding (Basic),44,44,45,46,48,48,48,50,50,50,50,50,50,51,51,49,46,46,46,46,46,45,40,37,35,32,31,31,31,31,30,28,25,25,25,25,25,25,25,25,Upgrade
