Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,51.34,65.49,78,70.9,69,91.04,81.42,84.96,72.08,77.13,67.63,61.75,29.9,52.88,47.94,42.73,39.95,32.29,48.26,41.94,33.78,40.57,43.14,40.13,37.79,38.8,41,33.83,24.86,28.88,34.54,35.48,28.3,31.94,29.51,33.22,28.45,32.1,33.61,33.69,Upgrade
Revenue Growth (YoY),-25.59%,-28.06%,-4.20%,-16.55%,-4.27%,18.04%,20.38%,37.59%,141.06%,45.84%,41.08%,44.50%,-25.15%,63.80%,-0.67%,1.90%,18.27%,-20.43%,11.88%,4.51%,-10.63%,4.58%,5.20%,18.62%,52.01%,34.36%,18.70%,-4.66%,-12.15%,-9.58%,17.06%,6.80%,-0.54%,-0.53%,-12.19%,-1.40%,5.98%,-6.42%,4.11%,29.19%,Upgrade
Gross Profit,51.34,65.49,78,70.9,69,91.04,81.42,84.96,72.08,77.13,67.63,61.75,29.9,52.88,47.94,42.73,39.95,32.29,48.26,41.94,33.78,40.57,43.14,40.13,37.79,38.8,41,33.83,24.86,28.88,34.54,35.48,28.3,31.94,29.51,33.22,28.45,32.1,33.61,33.69,Upgrade
"Selling, General & Admin",44.55,50.39,59.34,59.01,55.48,60.96,56.2,53.47,49.44,51.38,44.1,38.79,34.41,35.16,33.85,30.19,28.89,29.36,31.79,29.55,27.43,30.22,29.79,28.52,28.23,24.85,29.67,25.53,21.52,24.02,26.43,26.47,24.25,26.18,23.48,27.23,24.03,26.24,27.45,25.87,Upgrade
Other Operating Expenses,5.24,5.83,8.57,8.94,5.73,6.19,6.78,6.2,5.33,4.33,4.68,5.03,4.02,3.16,4.07,5.63,2.74,2.46,3.91,3.57,1.12,3.8,4.43,3.26,3.11,6.32,-0.05,1.76,0.76,1.67,1.68,3.23,1.68,1.91,2.43,1.32,3.07,3.22,-2.12,1.95,Upgrade
Operating Expenses,49.78,56.22,67.91,67.95,61.21,67.15,62.98,59.67,54.76,55.72,48.78,43.83,38.43,38.31,37.92,35.81,31.63,31.82,35.7,33.12,28.55,34.02,34.22,31.78,31.34,31.17,29.62,27.29,22.28,25.69,28.1,29.7,25.93,28.08,25.91,28.54,27.1,29.46,25.33,27.82,Upgrade
Operating Income,1.56,9.27,10.09,2.95,7.79,23.89,18.44,25.29,17.32,21.41,18.86,17.92,-8.53,14.57,10.02,6.92,8.31,0.47,12.56,8.81,5.23,6.56,8.92,8.35,6.45,7.63,11.38,6.54,2.58,3.18,6.44,5.79,2.37,3.85,3.6,4.68,1.36,2.64,8.28,5.87,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-0,-0.03,-0,0.01,-,-0,-0.01,-0,0,0,-0.01,0.01,0,-,-,-,-,0.02,-0,0.03,0.03,0.02,Upgrade
Pretax Income,1.56,9.27,10.09,2.95,7.79,23.89,18.44,25.29,17.32,21.41,18.86,17.92,-8.53,14.57,10.02,6.92,8.31,0.47,12.56,8.84,5.23,6.55,8.92,8.35,6.46,7.63,11.38,6.54,2.59,3.17,6.43,5.79,2.37,3.85,3.6,4.65,1.36,2.61,8.25,5.85,Upgrade
Income Tax,0.38,1.75,2.18,0.67,1.61,4.98,3.93,5.51,3.49,4.78,3.56,3.43,-1.52,3.19,2.07,1.42,1.69,0.34,1.93,1.89,1.05,-3.08,2.99,2.67,1.99,2.58,3.25,2.01,0.78,0.98,1.94,1.67,0.64,1.16,1,1.28,0.37,0.8,2.73,1.85,Upgrade
