Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"6,714","5,144","5,934","5,672","5,457","5,670","6,027","5,926","6,271","5,284","5,304","4,077","4,755","5,248","5,528","5,430","5,173","5,433","5,326","5,284","5,099","5,210","5,156","5,047","4,894","4,895","5,013","5,070","4,654","4,854","4,812","4,707","4,588","4,826","4,623","4,809","4,452","4,556","4,537","4,530",Upgrade
Revenue Growth (YoY),23.03%,-9.28%,-1.54%,-4.29%,-12.98%,7.31%,13.63%,45.35%,31.88%,0.69%,-4.05%,-24.92%,-8.08%,-3.41%,3.79%,2.76%,1.45%,4.28%,3.30%,4.70%,4.19%,6.44%,2.85%,-0.45%,5.16%,0.84%,4.18%,7.71%,1.44%,0.58%,4.09%,-2.12%,3.05%,5.93%,1.90%,6.16%,0.84%,-1.24%,-2.09%,-0.29%,Upgrade
Gross Profit,"6,714","5,144","5,934","5,672","5,457","5,670","6,027","5,926","6,271","5,284","5,304","4,077","4,755","5,248","5,528","5,430","5,173","5,433","5,326","5,284","5,099","5,210","5,156","5,047","4,894","4,895","5,013","5,070","4,654","4,854","4,812","4,707","4,588","4,826","4,623","4,809","4,452","4,556","4,537","4,530",Upgrade
"Selling, General & Admin","3,726","3,468","3,216","3,147","3,133","3,223","3,097","3,018","3,024","2,878","2,876","2,824","2,782","2,816","2,772","2,729","2,682","2,724","2,626","2,631","2,613","2,729","2,471","2,463","2,423","2,252","2,411","2,386","2,284","2,255","2,274","2,223","2,186","2,210","2,111","2,110","2,107","2,128","2,075","2,088",Upgrade
Other Operating Expenses,829,575,421,577,369,310,332,369,355,486,495,494,534,585,372,424,405,556,418,454,442,"1,170",527,521,486,603,520,606,465,554,501,459,479,594,503,643,437,554,490,469,Upgrade
Operating Expenses,"4,555","4,043","3,637","3,724","3,502","3,533","3,429","3,387","3,379","3,364","3,371","3,318","3,316","3,401","3,144","3,153","3,087","3,280","3,044","3,085","3,055","3,899","2,998","2,984","2,909","2,855","2,931","2,992","2,749","2,809","2,775","2,682","2,665","2,804","2,614","2,753","2,544","2,682","2,565","2,557",Upgrade
Operating Income,"2,159","1,101","2,297","1,948","1,955","2,137","2,598","2,539","2,892","1,920","1,933",759,"1,439","1,847","2,384","2,277","2,086","2,153","2,282","2,199","2,044","1,311","2,158","2,063","1,985","2,040","2,082","2,078","1,905","2,045","2,037","2,025","1,923","2,022","2,009","2,056","1,908","1,874","1,972","1,973",Upgrade
Other Expense / Income,6,5,4,3,1,5,6,6,5,6,6,6,8,7,9,7,9,6,7,8,7,4,6,12,13,13,14,14,15,13,14,14,13,13,15,14,15,15,-38,-40,Upgrade
Pretax Income,"2,153","1,096","2,293","1,945","1,954","2,132","2,592","2,533","2,887","1,914","1,927",753,"1,431","1,840","2,375","2,270","2,077","2,147","2,275","2,191","2,037","1,307","2,152","2,051","1,972","2,027","2,068","2,064","1,890","2,032","2,023","2,011","1,910","2,009","1,994","2,042","1,893","1,859","2,010","2,013",Upgrade
Income Tax,455,171,481,414,397,459,564,551,607,395,347,64,260,354,467,449,378,291,460,441,362,-375,589,551,499,549,566,542,504,556,534,528,479,521,523,547,496,403,542,529,Upgrade
