Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+53 Quarters
Revenue,34.45,30.54,34.26,34.61,30.31,34.87,34.85,35.9,35.14,32.67,32.83,28.84,28.09,30.17,28.89,29.65,29.58,27.94,27.05,27.93,26.69,29.35,24.35,22.9,22.02,23.14,21.9,19.77,19.61,20.31,19.14,19.67,18.73,18.19,17.08,16.77,15.77,15.55,15.52,15.85,Upgrade
Revenue Growth (YoY),13.65%,-12.43%,-1.68%,-3.61%,-13.72%,6.73%,6.16%,24.47%,25.07%,8.29%,13.62%,-2.74%,-5.02%,7.99%,6.82%,6.18%,10.81%,-4.82%,11.11%,21.94%,21.24%,26.83%,11.17%,15.86%,12.27%,13.98%,14.42%,0.49%,4.72%,11.63%,12.07%,17.32%,18.72%,16.96%,10.03%,5.81%,9.86%,8.47%,21.16%,17.30%,Upgrade
Gross Profit,34.45,30.54,34.26,34.61,30.31,34.87,34.85,35.9,35.14,32.67,32.83,28.84,28.09,30.17,28.89,29.65,29.58,27.94,27.05,27.93,26.69,29.35,24.35,22.9,22.02,23.14,21.9,19.77,19.61,20.31,19.14,19.67,18.73,18.19,17.08,16.77,15.77,15.55,15.52,15.85,Upgrade
"Selling, General & Admin",15.15,14.53,13.99,14.15,14.1,12.6,12.98,13.05,13.64,13.49,12.26,11.77,12.5,11.51,11.27,11.44,11.6,11.95,11.5,11.45,11.53,11.56,9.85,9.49,10.21,9.18,8.93,8.49,8.62,7.69,7.74,7.79,8.56,7.8,7.12,6.86,7.49,6.78,6.95,7,Upgrade
Other Operating Expenses,7.85,6.99,7.01,7.96,6.07,9.57,7.9,7.18,6.63,7.26,7.05,6.26,5.32,6.48,5.82,6.21,6.25,5.09,6.31,5.85,6.36,7.65,5.6,5.6,5.5,5.56,7.19,5.23,4.86,4.52,4.55,4.96,4.9,5.09,4.63,4.15,3.24,4.01,4.54,3.72,Upgrade
Operating Expenses,22.99,21.52,21,22.11,20.17,22.18,20.88,20.24,20.27,20.76,19.3,18.03,17.82,17.98,17.09,17.66,17.85,17.04,17.81,17.29,17.89,19.2,15.45,15.09,15.7,14.74,16.12,13.72,13.48,12.21,12.29,12.75,13.46,12.89,11.75,11.01,10.73,10.79,11.49,10.72,Upgrade
Operating Income,11.46,9.01,13.27,12.49,10.14,12.69,13.98,15.67,14.86,11.91,13.53,10.81,10.28,12.19,11.81,12,11.73,10.9,9.24,10.64,8.81,10.15,8.9,7.81,6.32,8.41,5.78,6.05,6.13,8.1,6.85,6.92,5.27,5.3,5.33,5.76,5.04,4.77,4.03,5.13,Upgrade
Pretax Income,11.46,9.01,13.27,12.49,10.14,12.69,13.98,15.67,14.86,11.91,13.53,10.81,10.28,12.19,11.81,12,11.73,10.9,9.24,10.64,8.81,10.15,8.9,7.81,6.32,8.41,5.78,6.05,6.13,8.1,6.85,6.92,5.27,5.3,5.33,5.76,5.04,4.77,4.03,5.13,Upgrade
Income Tax,2.71,1.9,3.33,3.29,2.73,3.07,3.37,3.96,3.79,2.94,3.17,2.51,2.47,2.9,2.85,3.17,2.83,3,2.17,2.64,2.1,6.11,3.16,2.61,1.76,2.89,1.85,1.97,2.09,2.74,2.44,2.36,1.53,1.65,1.78,1.52,1.24,0.9,0.66,1.33,Upgrade
Net Income,8.75,7.11,9.94,9.2,7.41,9.62,10.61,11.71,11.08,8.98,10.36,8.3,7.81,9.29,8.95,8.83,8.9,7.9,7.07,7.99,6.71,4.04,5.74,5.2,4.55,5.52,3.93,4.09,4.04,5.36,4.41,4.56,3.74,3.65,3.55,4.24,3.8,3.87,3.37,3.8,Upgrade
Net Income Growth,18.14%,-26.07%,-6.32%,-21.39%,-33.14%,7.15%,2.40%,41.01%,41.90%,-3.30%,15.68%,-5.96%,-12.23%,17.47%,26.60%,10.47%,32.56%,95.50%,23.15%,53.63%,47.44%,-26.72%,46.14%,27.31%,12.76%,2.87%,-10.91%,-10.34%,7.97%,46.77%,24.19%,7.55%,-1.61%,-5.58%,5.46%,11.53%,62.77%,84.46%,105.93%,47.65%,Upgrade
Shares Outstanding (Basic),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,14,14,14,14,14,14,14,14,14,Upgrade
Shares Outstanding (Diluted),-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,14,14,14,14,14,14,14,14,14,Upgrade
