Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,364.92,360.59,859.49,213.09,264.81,323.36,270.47,298.08,287.33,304.45,262.81,298.25,118.12,264.75,236.9,238.11,263.82,172.27,240.62,219.34,185.89,207.85,196.25,196.21,196.91,212.31,206.35,195.98,201.69,207.33,200.95,190.57,195.78,203.28,197.66,193.02,181.22,185.44,188.3,171.14,Upgrade
Revenue Growth (YoY),37.80%,11.51%,217.78%,-28.51%,-7.84%,6.21%,2.91%,-0.06%,143.26%,14.99%,10.94%,25.25%,-55.23%,53.68%,-1.55%,8.56%,41.92%,-17.12%,22.61%,11.79%,-5.60%,-2.10%,-4.90%,0.12%,-2.37%,2.40%,2.69%,2.84%,3.02%,1.99%,1.67%,-1.27%,8.04%,9.62%,4.97%,12.78%,12.75%,8.19%,11.00%,9.89%,Upgrade
Cost of Revenue,114.49,125.85,165.09,117.91,105.52,101.03,143.66,107.03,104.89,103.07,127.6,101.2,111.02,106.21,108.99,103.92,94.3,123.89,110.23,101.65,92.42,94.66,123.19,90.35,93.39,90.44,97.89,80.28,81.17,80.58,73.05,64.55,80.86,76.23,76.02,73.35,71.02,68.5,64.25,65.61,Upgrade
Gross Profit,250.44,234.74,694.41,95.18,159.29,222.34,126.81,191.05,182.44,201.39,135.22,197.05,7.1,158.54,127.91,134.19,169.52,48.38,130.39,117.68,93.47,113.2,73.06,105.86,103.52,121.87,108.46,115.71,120.52,126.75,127.9,126.02,114.92,127.05,121.64,119.67,110.2,116.94,124.05,105.54,Upgrade
"Selling, General & Admin",129.56,125.52,120.34,111.38,107.51,110.99,98.51,101.07,97.13,98.54,90.55,85.36,89.08,96.49,91.12,91.97,91.24,79.43,85.77,83.36,82.4,88.19,75.72,76.78,80.16,82.02,77.34,76.7,76.82,79.18,74.76,75.7,72.75,78.85,74.1,71.24,69.78,72.79,69.8,65.08,Upgrade
Operating Expenses,129.56,125.52,120.34,111.38,107.51,110.99,98.51,101.07,97.13,98.54,90.55,85.36,89.08,96.49,91.12,91.97,91.24,79.43,85.77,83.36,82.4,88.19,75.72,76.78,80.16,82.02,77.34,76.7,76.82,79.18,74.76,75.7,72.75,78.85,74.1,71.24,69.78,72.79,69.8,65.08,Upgrade
Operating Income,120.88,109.23,574.07,-16.2,51.78,111.34,28.3,89.99,85.31,102.85,44.67,111.68,-81.98,62.06,36.8,42.22,78.29,-31.05,44.62,34.32,11.07,25.01,-2.67,29.09,23.36,39.85,31.12,39.01,43.7,47.57,53.13,50.32,42.18,48.2,47.54,48.43,40.42,44.15,54.26,40.46,Upgrade
Interest Expense / Income,2.01,2.01,2.01,2.01,2.01,1.97,1.91,1.9,1.9,1.9,1.9,1.9,1.9,2.01,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.87,1.85,3.56,1.51,1.51,Upgrade
Other Expense / Income,-3.92,-6.79,17.35,-11.65,-8.76,-7.65,-9.04,-13.94,-6.42,-1.87,-8.75,-5.1,-4.51,-3.17,-4.01,-8.47,-5.31,-0.2,-3.59,-7.1,-5.17,-1.82,-3.66,-6.81,-4.94,-0.01,-1.88,-5.19,-3.75,0.13,-0.66,-6.19,-4.19,-0.13,-2.92,-5.86,-3.43,-0.22,-2.56,-4.63,Upgrade
Pretax Income,122.79,114.01,554.7,-6.55,58.53,117.03,35.44,102.02,89.83,102.82,51.51,114.88,-79.36,63.22,38.95,48.83,81.74,-32.71,46.35,39.56,14.38,24.97,-0.86,34.04,26.44,38.01,31.14,42.34,45.59,45.58,51.94,54.65,44.51,46.48,48.59,52.42,41.99,40.81,55.31,43.58,Upgrade
