Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,23.8,25.48,24.53,18.68,18.54,18.4,19.81,17.91,18.68,19.14,17.3,15.89,9.36,19.53,19.49,18.69,17.7,18.41,18.44,19.32,18.36,18.16,16,16.65,16.09,16.03,15.19,14.85,14.55,13.31,13.86,13.16,13.04,12.85,12.56,11.91,11.6,11.56,11.4,10.78,Upgrade
Revenue Growth (YoY),28.38%,38.43%,23.84%,4.26%,-0.77%,-3.86%,14.52%,12.77%,99.67%,-1.97%,-11.24%,-14.99%,-47.16%,6.06%,5.68%,-3.30%,-3.58%,1.41%,15.23%,16.08%,14.11%,13.25%,5.38%,12.13%,10.59%,20.42%,9.53%,12.78%,11.62%,3.63%,10.40%,10.55%,12.36%,11.13%,10.17%,10.46%,6.44%,6.48%,7.78%,0.66%,Upgrade
Gross Profit,23.8,25.48,24.53,18.68,18.54,18.4,19.81,17.91,18.68,19.14,17.3,15.89,9.36,19.53,19.49,18.69,17.7,18.41,18.44,19.32,18.36,18.16,16,16.65,16.09,16.03,15.19,14.85,14.55,13.31,13.86,13.16,13.04,12.85,12.56,11.91,11.6,11.56,11.4,10.78,Upgrade
"Selling, General & Admin",11.96,11.73,11.91,11.71,11.71,11.59,10.66,10.61,10.86,10,9.78,9.46,10.11,10.28,10.53,9.97,10.21,10.24,9.69,9.35,10.49,9.14,9.02,8.86,9.16,8.45,8.45,8.44,8.59,8.24,7.64,7.41,7.46,6.83,6.4,6.28,6.22,6.23,6,5.81,Upgrade
Other Operating Expenses,2.85,3.62,3.41,4.51,2.97,3.48,3,3.17,2.85,3.13,2.85,2.67,3.21,3.53,2.32,2.54,2.35,2.69,2.31,2.27,2.76,2.64,1.97,2.31,1.91,2.08,1.77,1.98,1.87,1.12,1.87,1.56,2.13,2.01,1.61,1.71,1.43,1.78,1.73,1.35,Upgrade
Operating Expenses,14.81,15.35,15.32,16.22,14.68,15.07,13.66,13.78,13.71,13.13,12.63,12.13,13.32,13.81,12.85,12.5,12.56,12.93,12,11.62,13.26,11.77,10.99,11.17,11.06,10.53,10.22,10.41,10.46,9.36,9.51,8.97,9.59,8.84,8,7.99,7.65,8.01,7.73,7.16,Upgrade
Operating Income,8.99,10.13,9.21,2.45,3.86,3.33,6.15,4.13,4.97,6.02,4.67,3.76,-3.96,5.71,6.64,6.18,5.14,5.48,6.44,7.7,5.11,6.39,5.02,5.48,5.03,5.5,4.96,4.43,4.09,3.95,4.35,4.2,3.45,4.01,4.56,3.92,3.95,3.55,3.67,3.62,Upgrade
Pretax Income,8.99,10.13,9.21,2.45,3.86,3.33,6.15,4.13,4.97,6.02,4.67,3.76,-3.96,5.71,6.64,6.18,5.14,5.48,6.44,7.7,5.11,6.39,5.02,5.48,5.03,5.5,4.96,4.43,4.09,3.95,4.35,4.2,3.45,4.01,4.56,3.92,3.95,3.55,3.67,3.62,Upgrade
Income Tax,1.99,2.2,2.05,0.5,0.81,0.64,1.37,0.85,1.07,1.26,1.04,0.71,-0.98,1.22,1.43,1.32,1.05,1.14,1.38,1.65,1.02,4.9,1.61,1.79,1.61,1.66,1.56,1.39,1.28,1.18,1.34,1.28,1.01,1.23,1.38,1.11,0.95,0.97,0.99,0.98,Upgrade
Net Income,6.99,7.93,7.15,1.95,3.05,2.69,4.78,3.28,3.9,4.76,3.62,3.05,-2.99,4.49,5.2,4.86,4.09,4.35,5.06,6.05,4.08,1.49,3.41,3.69,3.42,3.84,3.4,3.04,2.82,2.77,3.01,2.92,2.43,2.78,3.18,2.81,3,2.58,2.68,2.65,Upgrade
