Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Revenue,73.44,83.36,82.03,78.57,75.54,81.41,79.39,80.35,76.05,74.55,66.27,65.18,16.93,68.09,70.29,66.86,68.28,69.5,66.68,66.77,65.02,61.67,59.91,59.19,55.6,54.1,55.46,53.09,53.29,54.62,51.62,50.13,50.74,50.39,51.48,47.98,50.92,45.58,44.12,46.06,Upgrade
Revenue Growth (YoY),-2.77%,2.40%,3.32%,-2.21%,-0.67%,9.20%,19.80%,23.28%,349.31%,9.49%,-5.72%,-2.51%,-75.21%,-2.03%,5.41%,0.12%,5.01%,12.69%,11.32%,12.82%,16.93%,13.99%,8.01%,11.49%,4.33%,-0.95%,7.46%,5.91%,5.04%,8.39%,0.27%,4.47%,-0.36%,10.55%,16.68%,4.16%,12.80%,-4.90%,-6.79%,12.89%,Upgrade
Gross Profit,73.44,83.36,82.03,78.57,75.54,81.41,79.39,80.35,76.05,74.55,66.27,65.18,16.93,68.09,70.29,66.86,68.28,69.5,66.68,66.77,65.02,61.67,59.91,59.19,55.6,54.1,55.46,53.09,53.29,54.62,51.62,50.13,50.74,50.39,51.48,47.98,50.92,45.58,44.12,46.06,Upgrade
"Selling, General & Admin",51.09,41.89,39.68,40.05,38.74,38.76,37.48,36.05,36.64,35.4,36.32,34.67,36.6,34.64,35.63,34.55,34.5,34.09,33,32.99,33.09,30.72,30.74,30.62,29.42,28.99,29.45,28.19,27.79,27.66,26.87,26.19,26.86,27.75,27.52,27.05,29.21,26.64,25.05,26.11,Upgrade
Other Operating Expenses,13.69,5.34,5.28,4.82,3.74,4.15,3.44,1.92,4.17,4.64,4.62,4.44,4.15,4.18,4.56,5.06,4.38,6.2,4.32,4.72,6.85,4.43,4.67,4.17,4.34,3.65,3.94,4.06,4.26,4.67,4.4,4.26,4.47,4.71,4.39,4.16,4.37,4.65,4.51,4.71,Upgrade
Operating Expenses,64.78,47.23,44.96,44.87,42.49,42.91,40.92,37.97,40.81,40.04,40.95,39.11,40.75,38.82,40.19,39.6,38.87,40.28,37.31,37.7,39.94,35.15,35.41,34.8,33.76,32.64,33.39,32.25,32.05,32.33,31.27,30.45,31.33,32.46,31.91,31.22,33.58,31.3,29.56,30.82,Upgrade
Operating Income,8.67,36.14,37.07,33.7,33.05,38.5,38.47,42.38,35.24,34.51,25.33,26.07,-23.82,29.27,30.1,27.25,29.41,29.22,29.37,29.07,25.08,26.52,24.5,24.39,21.85,21.46,22.08,20.84,21.24,22.29,20.35,19.67,19.41,17.94,19.57,16.77,17.34,14.29,14.56,15.25,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,1.02,0.77,0.9,0.8,0.98,0.8,0.75,0.57,0.66,0.66,0.72,0.83,0.73,0.56,0.69,0.6,0.48,0.66,0.48,0.42,0.5,0.49,0.38,Upgrade
Pretax Income,8.67,36.14,37.07,33.7,33.05,38.5,38.47,42.38,35.24,34.51,25.33,26.07,-23.82,29.27,30.1,27.25,29.36,28.19,28.6,28.17,24.29,25.54,23.7,23.64,21.28,20.8,21.42,20.12,20.41,21.56,19.79,18.98,18.81,17.46,18.9,16.29,16.92,13.79,14.07,14.87,Upgrade
Income Tax,1.11,6.44,6.92,8.5,8.35,9.96,9.63,10.78,8.79,7.85,6.65,6.5,-6.55,7.09,7.51,6.78,6.9,7.06,6.14,7.34,5.65,18.71,8.33,8.76,7.84,7.52,7.8,7.47,7.6,8.24,6.9,7.12,7.1,6.59,7.16,6.16,6.38,5.51,4.65,5.38,Upgrade
Net Income,7.56,29.7,30.15,25.2,24.71,28.55,28.84,31.6,26.45,26.66,18.68,19.57,-17.28,22.18,22.6,20.47,22.47,21.14,22.46,20.83,18.63,6.83,15.37,14.88,13.45,13.28,13.62,12.65,12.81,13.33,12.89,11.87,11.7,10.88,11.74,10.13,10.54,8.28,9.43,9.49,Upgrade
Net Income Growth,-69.40%,4.03%,4.54%,-20.27%,-6.61%,7.06%,54.39%,61.47%,-,20.20%,-17.33%,-4.40%,-,4.94%,0.61%,-1.73%,20.58%,209.62%,46.17%,39.99%,38.59%,-48.59%,12.84%,17.59%,4.94%,-0.35%,5.66%,6.65%,9.48%,22.54%,9.78%,17.12%,11.01%,31.29%,24.51%,6.75%,19.62%,-30.18%,-17.30%,26.05%,Upgrade
Shares Outstanding (Basic),87,77,77,77,78,78,78,78,78,79,79,79,79,80,80,80,80,80,80,80,78,77,76,74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,Upgrade
Shares Outstanding (Diluted),87,77,77,77,78,78,78,78,78,79,79,79,80,80,80,80,80,80,81,81,78,77,77,75,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,Upgrade
Shares Change,11.44%,-1.02%,-1.58%,-1.34%,-0.61%,-1.04%,-1.03%,-0.69%,-1.58%,-1.44%,-1.04%,-1.09%,-0.22%,-0.73%,-0.78%,-0.77%,2.14%,4.58%,4.89%,7.61%,10.34%,8.93%,8.95%,6.28%,0.71%,0.39%,0.30%,0.25%,0.26%,0.27%,0.22%,0.29%,0.26%,0.25%,0.25%,0.26%,0.22%,0.18%,0.23%,0.17%,Upgrade
EPS (Basic),0.09,0.38,0.39,0.33,0.32,0.37,0.37,0.40,0.34,0.33,0.24,0.25,-0.22,0.28,0.28,0.26,0.28,0.26,0.28,0.26,0.24,0.09,0.20,0.20,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.17,0.17,0.16,0.17,0.15,0.15,0.12,0.14,0.14,Upgrade
