Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,51.33,53.91,51.88,48.47,45.48,47.82,46.98,44.81,44.19,42.65,41.51,39.11,41.89,42.16,43.57,44.45,44.07,44.69,44.68,44.3,43.69,43.24,43.48,42.5,41.53,40.82,40.65,40.7,39.95,39.39,39.62,39.33,38.99,39.42,39.44,38.49,38.92,37.86,37.02,37.46,Upgrade
Revenue Growth (YoY),12.87%,12.74%,10.42%,8.16%,2.93%,12.12%,13.19%,14.58%,5.49%,1.17%,-4.73%,-12.01%,-4.95%,-5.67%,-2.48%,0.32%,0.86%,3.37%,2.75%,4.26%,5.22%,5.92%,6.98%,4.42%,3.94%,3.62%,2.60%,3.49%,2.48%,-0.07%,0.45%,2.18%,0.19%,4.11%,6.54%,2.75%,7.51%,3.06%,1.49%,5.68%,Upgrade
Gross Profit,51.33,53.91,51.88,48.47,45.48,47.82,46.98,44.81,44.19,42.65,41.51,39.11,41.89,42.16,43.57,44.45,44.07,44.69,44.68,44.3,43.69,43.24,43.48,42.5,41.53,40.82,40.65,40.7,39.95,39.39,39.62,39.33,38.99,39.42,39.44,38.49,38.92,37.86,37.02,37.46,Upgrade
"Selling, General & Admin",24.14,22.91,22.36,21.76,19.72,22.6,21.6,22.66,22.68,22,20.27,21.3,21.53,21.75,21.38,21.65,21.88,21.21,20.84,20.94,20.47,19.79,20.08,19.32,20.02,19.63,18.39,18.79,19.03,17.7,17.69,18.07,18.06,18.15,17.56,17.47,16.81,17.72,16.57,16.77,Upgrade
Other Operating Expenses,3.54,3.49,3.78,3.25,3.05,3.59,3.09,2.78,2.66,2.84,2.4,2.64,2.74,2.14,2.69,3.26,2.99,3.71,3.71,3.15,3.68,3.75,3.44,3.59,4,3.74,4.66,5.19,4.41,5.41,5.77,4.06,3.79,4.09,4.63,1.97,3.99,3.17,4.12,5.1,Upgrade
Operating Expenses,27.68,26.41,26.14,25.01,22.77,26.19,24.7,25.44,25.34,24.83,22.67,23.93,24.27,23.89,24.07,24.9,24.87,24.92,24.54,24.1,24.16,23.54,23.53,22.91,24.02,23.37,23.05,23.97,23.44,23.11,23.46,22.13,21.86,22.24,22.19,19.44,20.8,20.89,20.69,21.87,Upgrade
Operating Income,23.66,27.51,25.74,23.46,22.71,21.63,22.29,19.37,18.85,17.82,18.83,15.18,17.62,18.27,19.5,19.54,19.2,19.77,20.13,20.21,19.54,19.7,19.96,19.58,17.51,17.45,17.6,16.72,16.52,16.28,16.15,17.19,17.13,17.18,17.25,19.05,18.11,16.97,16.33,15.59,Upgrade
Pretax Income,23.66,27.51,25.74,23.46,22.71,21.63,22.29,19.37,18.85,17.82,18.83,15.18,17.62,18.27,19.5,19.54,19.2,19.77,20.13,20.21,19.54,19.7,19.96,19.58,17.51,17.45,17.6,16.72,16.52,16.28,16.15,17.19,17.13,17.18,17.25,19.05,18.11,16.97,16.33,15.59,Upgrade
Income Tax,5.91,6.6,6.37,5.59,5.63,5.39,5.52,4.94,4.77,4.01,4.76,3.92,4.31,4.36,4.79,4.88,4.64,3.74,4.94,4.8,4.73,12.34,7.36,7.34,6.56,6.66,6.67,6.26,6.11,6.1,5.54,6.47,6.42,6.52,6.53,7.24,7.1,6.34,6.08,5.82,Upgrade
Net Income,17.75,20.91,19.36,17.87,17.09,16.24,16.76,14.43,14.08,13.81,14.07,11.25,13.31,13.91,14.71,14.67,14.56,16.03,15.2,15.41,14.81,7.36,12.6,12.24,10.95,10.8,10.93,10.46,10.41,10.18,10.62,10.73,10.72,10.66,10.71,11.81,11.01,10.63,10.25,9.76,Upgrade
Net Income Growth,3.84%,28.75%,15.52%,23.82%,21.34%,17.57%,19.12%,28.25%,5.78%,-0.67%,-4.33%,-23.27%,-8.55%,-13.26%,-3.23%,-4.79%,-1.69%,117.78%,20.67%,25.86%,35.27%,-31.82%,15.24%,16.97%,5.17%,6.07%,2.96%,-2.45%,-2.86%,-4.50%,-0.91%,-9.15%,-2.69%,0.29%,4.51%,20.95%,20.10%,8.39%,5.12%,7.69%,Upgrade
Shares Outstanding (Basic),19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,Upgrade
Shares Change,-1.02%,-0.87%,-0.72%,-0.47%,-0.35%,-0.35%,-0.11%,0.01%,-0.38%,-0.50%,-0.49%,-0.40%,0.06%,0.27%,0.38%,0.41%,0.41%,0.57%,0.46%,0.45%,0.51%,0.42%,0.53%,0.53%,0.52%,0.47%,0.47%,0.46%,0.43%,0.39%,0.50%,0.41%,0.41%,0.47%,0.36%,0.49%,0.52%,0.55%,0.56%,0.57%,Upgrade
EPS (Basic),0.93,1.09,1.01,0.93,0.89,0.84,0.87,0.75,0.73,0.72,0.73,0.58,0.69,0.72,0.76,0.76,0.75,0.83,0.79,0.80,0.77,0.38,0.66,0.64,0.57,0.56,0.57,0.55,0.55,0.54,0.56,0.56,0.56,0.56,0.56,0.63,0.58,0.56,0.55,0.52,Upgrade
