Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+13 Quarters
Revenue,28.04,23.15,23.25,18.59,14.2,16.95,16.37,13.49,13.22,10.07,12.33,13.52,10.11,12.98,11.38,10.47,8.31,8.81,7.8,7.31,7.18,6.16,6.77,5.88,6.96,6.99,7.61,9.09,9.3,8.56,8.43,6.86,7.27,7.28,7.74,8.7,7.53,8.78,8.71,8.79,Upgrade
Revenue Growth (YoY),97.39%,36.59%,42.08%,37.80%,7.48%,68.34%,32.73%,-0.26%,30.66%,-22.42%,8.40%,29.17%,21.77%,47.36%,45.89%,43.17%,15.76%,42.87%,15.10%,24.41%,3.06%,-11.79%,-10.96%,-35.35%,-25.12%,-18.39%,-9.72%,32.59%,27.95%,17.55%,8.89%,-21.16%,-3.56%,-17.00%,-11.17%,-1.02%,2.25%,10.54%,31.62%,60.29%,Upgrade
Cost of Revenue,6.18,4.4,5.57,4.67,3.67,4.04,4.01,3.36,3.27,2.57,3.08,3.34,2.65,3.12,2.84,2.62,2.11,2.17,2.05,1.91,1.66,1.54,1.18,1.29,1.4,1.06,1.14,2.27,2.38,2.32,2.29,1.87,1.77,1.83,1.84,1.27,1.83,2.37,2.14,2.23,Upgrade
Gross Profit,21.86,18.74,17.68,13.92,10.54,12.91,12.36,10.13,9.94,7.5,9.25,10.18,7.46,9.86,8.54,7.85,6.2,6.64,5.75,5.4,5.52,4.62,5.6,4.59,5.56,5.93,6.47,6.82,6.91,6.24,6.13,4.99,5.5,5.46,5.9,7.43,5.71,6.41,6.57,6.56,Upgrade
"Selling, General & Admin",0.89,0.89,0.79,0.74,0.71,0.83,0.58,0.73,0.65,0.59,0.54,0.57,0.52,0.56,0.44,0.45,0.43,0.54,0.38,0.4,0.38,0.33,0.38,0.42,0.37,0.32,0.42,0.54,0.48,0.49,0.52,0.61,0.53,0.49,0.56,0.64,0.49,0.34,0.53,0.64,Upgrade
Other Operating Expenses,0.66,0.49,0.31,0.27,0.58,0.54,0.56,0.28,0.51,0.45,0.25,0.35,0.5,0.49,0.28,0.27,0.49,0.35,0.29,0.26,0.45,0.26,0.28,0.32,0.51,0.33,0.32,0.34,0.5,0.32,0.27,0.29,0.43,0.35,0.61,1.28,0.84,0.49,0.28,0.31,Upgrade
Operating Expenses,1.54,1.38,1.11,1.01,1.28,1.37,1.14,1.01,1.16,1.03,0.78,0.91,1.02,1.05,0.72,0.73,0.92,0.89,0.67,0.66,0.82,0.59,0.66,0.75,0.88,0.65,0.73,0.88,0.98,0.81,0.79,0.9,0.96,0.84,1.17,1.92,1.33,0.82,0.82,0.95,Upgrade
Operating Income,20.32,17.36,16.58,12.91,9.25,11.54,11.22,9.12,8.78,6.46,8.47,9.27,6.44,8.81,7.82,7.13,5.28,5.75,5.08,4.74,4.69,4.03,4.94,3.84,4.68,5.28,5.74,5.94,5.93,5.43,5.34,4.09,4.54,4.62,4.74,5.51,4.38,5.58,5.76,5.61,Upgrade
Interest Expense / Income,7.12,6.22,5.34,4.23,3.42,3.25,3.11,2.95,2.72,2.34,2.61,2.56,2.16,2.12,2.05,2.12,2.05,1.75,1.68,1.45,1.48,1.63,1.14,1.08,1.32,1.41,1.42,1.51,1.53,1.47,1.44,1.26,1.59,1.38,1.5,3.76,2.07,2.24,2.19,1.92,Upgrade
Other Expense / Income,7.71,6.72,5.14,0.97,2.21,5.79,-4.72,-0.62,-0.02,1.5,9.11,-1.22,4.99,-0.28,0.57,0.47,0.21,0.75,-0.86,0.36,0.61,-0.12,1.09,2.02,-0.29,4.54,9.97,4.51,3,1.24,0.36,1.08,-0.9,0.09,-1.56,-0.73,-2.86,7.78,-0.4,2.45,Upgrade
