Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+1 Quarters
Revenue,176.92,174.59,165.49,163.77,158.61,166.71,167.41,150.2,147.24,159.55,165.12,136.01,132.71,138.5,131.7,122.84,118.26,124.88,125.3,117.97,112.03,108.62,101.77,96.94,99.29,102.81,109.31,115.28,111.57,101.33,89.24,99.09,105.13,85.39,58.01,46.54,43.88,33.11,22.78,48.6,Upgrade
Revenue Growth (YoY),11.55%,4.72%,-1.14%,9.04%,7.72%,4.49%,1.39%,10.43%,10.95%,15.20%,25.38%,10.72%,12.21%,10.91%,5.11%,4.13%,5.57%,14.97%,23.11%,21.70%,12.82%,5.65%,-6.89%,-15.91%,-11.00%,1.46%,22.48%,16.34%,6.12%,18.67%,53.83%,112.91%,139.59%,157.91%,154.67%,-4.24%,115.70%,-,-,-,Upgrade
Cost of Revenue,97.45,103.75,155.85,101.52,140.04,98.99,129.63,100.83,97.91,106.62,119.72,78.87,68.18,66.8,70.05,74.3,62.14,59.65,58.7,65.99,53.09,44.75,64.04,46.05,46.65,69.2,53.91,48.79,66.96,38.95,35.79,33.91,32.54,27.42,22.31,19.24,20.59,15.36,10,7.87,Upgrade
Gross Profit,79.47,70.84,9.64,62.25,18.57,67.72,37.78,49.36,49.33,52.93,45.4,57.14,64.53,71.7,61.65,48.54,56.12,65.23,66.6,51.98,58.94,63.86,37.74,50.89,52.65,33.61,55.4,66.49,44.6,62.38,53.45,65.18,72.59,57.98,35.7,27.3,23.29,17.75,12.78,40.73,Upgrade
"Selling, General & Admin",59.38,55.93,56.95,55.84,57.98,50.08,53.15,53.35,55.17,57.99,49.88,50.18,51.77,50.19,48.16,45.47,44.62,42.88,52.38,43.83,34.12,40.69,36.33,37.83,40.76,37.25,36.79,36.73,32.56,29.09,25.74,24.19,24.3,26.76,19.59,12.19,11.47,15.21,5.11,6.44,Upgrade
Other Operating Expenses,0,0,0,91.96,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,59.38,55.93,56.95,147.8,57.98,110.58,53.15,53.35,55.17,57.99,49.88,50.18,51.77,50.19,48.16,45.47,44.62,42.88,52.38,43.83,34.12,40.69,36.33,37.83,40.76,37.25,36.79,36.73,32.56,29.09,25.74,24.19,24.3,26.76,19.59,12.19,11.47,15.21,5.11,6.44,Upgrade
Operating Income,20.09,14.91,-47.31,-85.55,-39.41,-42.86,-15.38,-3.99,-5.83,-5.06,-4.48,6.96,12.76,21.51,13.48,3.07,11.5,22.35,14.22,8.15,24.82,23.17,1.41,13.06,11.89,-3.64,18.61,29.76,12.04,33.29,27.72,40.99,48.29,31.21,16.11,15.11,11.82,2.54,7.67,34.29,Upgrade
Interest Expense / Income,2.88,3.06,2.03,1.75,1.97,2.02,2.15,1.93,1.88,2.03,2.25,1.72,1.97,2.02,2.4,1.98,2.12,4.58,5.23,5.39,4.82,5.05,3.75,2.23,2.18,0.36,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0.01,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,11.07,-,-0.54,-,35.33,6.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
