Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"38,349","34,547","32,716","30,715","30,717","29,257","29,647","30,479","32,266","29,335","29,255","33,075","28,286","28,606","29,291","28,747","29,123","25,863","27,260","27,753","27,907","24,457","25,578","25,731","24,939","24,277","24,673","24,380","23,239","22,885","22,780","23,812","24,066","22,750","24,469","24,678","23,215","23,917","23,117","25,211",Upgrade
Revenue Growth (YoY),24.85%,18.08%,10.35%,0.77%,-4.80%,-0.27%,1.34%,-7.85%,14.07%,2.55%,-0.12%,15.06%,-2.87%,10.61%,7.45%,3.58%,4.36%,5.75%,6.58%,7.86%,11.90%,0.74%,3.67%,5.54%,7.32%,6.08%,8.31%,2.39%,-3.44%,0.59%,-6.90%,-3.51%,3.67%,-4.88%,5.85%,-2.11%,-7.59%,1.12%,-8.07%,13.67%,Upgrade
Gross Profit,"38,349","34,547","32,716","30,715","30,717","29,257","29,647","30,479","32,266","29,335","29,255","33,075","28,286","28,606","29,291","28,747","29,123","25,863","27,260","27,753","27,907","24,457","25,578","25,731","24,939","24,277","24,673","24,380","23,239","22,885","22,780","23,812","24,066","22,750","24,469","24,678","23,215","23,917","23,117","25,211",Upgrade
"Selling, General & Admin","18,468","17,281","17,565","17,156","17,773","16,378","15,904","16,403","17,189","14,705","14,984","15,659","15,367","14,830","15,138","14,974","15,287","14,056","14,225","14,411","14,725","13,421","13,264","13,195","13,556","13,192","12,799","12,714","12,412","11,892","12,311","12,526","12,692","12,167","12,791","12,598","12,572","12,223","12,113","12,763",Upgrade
Other Operating Expenses,"1,639","1,741","1,613","1,593","1,418","1,510","1,159","1,264","1,536","1,343","1,891","1,283","1,424","1,463","1,234","1,282","1,108","1,418","1,398","1,560","1,355","1,474","1,306","1,572","1,727","1,542","1,664",924,"1,425","2,371","3,057","1,974","2,191","3,242","3,007","2,833","2,064","3,329","11,513","3,103",Upgrade
Operating Expenses,"20,107","19,022","19,178","18,749","19,191","17,888","17,063","17,667","18,725","16,048","16,875","16,942","16,791","16,293","16,372","16,256","16,395","15,474","15,623","15,971","16,080","14,895","14,570","14,767","15,283","14,734","14,463","13,638","13,837","14,263","15,368","14,500","14,883","15,409","15,798","15,431","14,636","15,552","23,626","15,866",Upgrade
Operating Income,"18,242","15,525","13,538","11,966","11,526","11,369","12,584","12,812","13,541","13,287","12,380","16,133","11,495","12,313","12,919","12,491","12,728","10,389","11,637","11,782","11,827","9,562","11,008","10,964","9,656","9,543","10,210","10,742","9,402","8,622","7,412","9,312","9,183","7,341","8,671","9,247","8,579","8,365",-509,"9,345",Upgrade
Other Expense / Income,"2,704","2,699","2,019","1,555","1,900",-816,"-1,069","-1,833","-3,707","-1,451","1,039","10,895","8,719","1,856","1,988","1,609","1,921","1,972","1,380","1,646","1,639","1,759","1,922","1,689","1,788","1,341","1,745","1,874","2,298","1,532","1,216","1,449","1,421","1,282","1,194","1,104","1,226",444,-273,442,Upgrade
Pretax Income,"15,538","12,826","11,519","10,411","9,626","12,185","13,653","14,645","17,248","14,738","11,341","5,238","2,776","10,457","10,931","10,882","10,807","8,417","10,257","10,136","10,188","7,803","9,086","9,275","7,868","8,202","8,465","8,868","7,104","7,090","6,196","7,863","7,762","6,059","7,477","8,143","7,353","7,921",-236,"8,903",Upgrade
Income Tax,"3,345","2,229","2,264","2,216","1,781","2,258","2,424","3,149","3,397","3,040","2,326",973,345,"2,366","2,325","1,690","2,054","1,775","2,309","2,256","1,950","4,022","2,824","2,720","1,893","1,952","2,653","3,140","2,058","1,937",-74,"2,087","2,310","1,570","2,349","2,575","2,460","3,020",414,"2,802",Upgrade
