Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+68 Quarters
Revenue,19.31,19.92,18.99,17.08,15.98,16.14,16.56,17.42,17.45,17.58,16.74,16.34,14.56,16.74,16.75,16.48,16.67,15.61,13.45,12.87,12.71,12.57,12.27,13.4,11.55,11.53,10.92,10.37,10.18,10.23,11.21,9.51,8.78,8.83,8.8,8.55,8.45,8.65,8.7,7.49,Upgrade
Revenue Growth (YoY),20.88%,23.45%,14.67%,-1.95%,-8.46%,-8.22%,-1.05%,6.66%,19.87%,5.04%,-0.07%,-0.85%,-12.65%,7.24%,24.51%,27.99%,31.18%,24.17%,9.59%,-3.96%,9.98%,9.04%,12.44%,29.31%,13.44%,12.72%,-2.65%,9.02%,15.98%,15.88%,27.48%,11.21%,3.92%,1.99%,1.09%,14.20%,5.05%,-2.81%,7.95%,-7.23%,Upgrade
Gross Profit,19.31,19.92,18.99,17.08,15.98,16.14,16.56,17.42,17.45,17.58,16.74,16.34,14.56,16.74,16.75,16.48,16.67,15.61,13.45,12.87,12.71,12.57,12.27,13.4,11.55,11.53,10.92,10.37,10.18,10.23,11.21,9.51,8.78,8.83,8.8,8.55,8.45,8.65,8.7,7.49,Upgrade
"Selling, General & Admin",8.73,8.36,7.76,7.75,7.5,7.29,7.08,6.74,6.9,6.7,6.7,6.82,6.59,6.79,7.12,7.06,7.43,6.8,6.13,5.85,5.85,5.72,5.56,5.49,5.48,5.34,5.39,5.13,5.13,5.12,5.19,4.89,5.02,4.97,4.85,4.99,4.9,4.86,4.76,4.73,Upgrade
Other Operating Expenses,1.73,1.69,1.88,1.61,1.39,1.52,1.44,1.41,1.21,1.28,1.62,1.43,1.33,1.15,1.25,1.54,1.46,1.34,1.22,0.94,1.06,1.13,0.98,1.07,1.03,1.16,1.19,1.1,1.17,1.04,1.22,1,1.38,0.97,1.22,1.24,1.49,1.16,1.45,1.51,Upgrade
Operating Expenses,10.46,10.05,9.64,9.36,8.88,8.8,8.53,8.15,8.11,7.98,8.32,8.26,7.93,7.93,8.36,8.6,8.89,8.14,7.34,6.79,6.9,6.85,6.54,6.56,6.51,6.5,6.58,6.23,6.3,6.16,6.4,5.88,6.4,5.94,6.07,6.22,6.4,6.02,6.21,6.24,Upgrade
Operating Income,8.86,9.87,9.35,7.73,7.09,7.34,8.03,9.27,9.35,9.6,8.42,8.08,6.63,8.81,8.38,7.87,7.78,7.47,6.11,6.08,5.8,5.73,5.73,6.84,5.05,5.03,4.34,4.13,3.89,4.07,4.81,3.62,2.38,2.89,2.73,2.33,2.05,2.64,2.49,1.25,Upgrade
Other Expense / Income,0.49,0.48,0.51,0.52,0.45,0.46,0.49,0.46,0.45,0.43,0.43,0.41,0.36,0.44,0.41,0.36,0.39,0.42,0.31,0.33,0.32,0.33,0.37,0.38,0.35,0.31,0.39,0.34,0.33,0.32,0.29,0.34,0.26,0.34,0.31,0.21,0.36,0.23,0.86,-,Upgrade
Pretax Income,8.37,9.39,8.84,7.21,6.64,6.87,7.54,8.81,8.9,9.17,7.99,7.67,6.27,8.37,7.97,7.51,7.39,7.05,5.79,5.75,5.49,5.4,5.36,6.47,4.7,4.72,3.95,3.8,3.56,3.75,4.52,3.29,2.13,2.55,2.42,2.12,1.7,2.41,1.63,1.25,Upgrade
Income Tax,1.71,1.88,1.79,1.47,1.32,1.39,1.53,1.79,1.65,1.88,1.63,1.46,1.23,1.72,1.64,1.55,1.28,1.43,1.37,1.33,1.22,1.78,1.75,2.19,1.57,1.57,1.25,1.25,1.18,1.22,1.56,1.13,0.68,0.83,0.78,0.69,0.54,0.8,0.74,0.37,Upgrade
Net Income,6.66,7.51,7.05,5.74,5.33,5.49,6.02,7.02,7.25,7.29,6.36,6.21,5.05,6.65,6.34,5.96,6.11,5.62,4.42,4.42,4.27,3.61,3.62,4.28,3.13,3.15,2.7,2.55,2.38,2.53,2.96,2.16,1.45,1.73,1.65,1.43,1.16,1.61,0.89,0.88,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.2,0.2,Upgrade
Net Income Common,6.66,7.51,7.05,5.74,5.33,5.49,6.02,7.02,7.25,7.29,6.36,6.21,5.05,6.65,6.34,5.96,6.11,5.62,4.42,4.42,4.27,3.61,3.62,4.28,3.13,3.15,2.7,2.55,2.38,2.53,2.96,2.16,1.45,1.73,1.65,1.43,1.16,1.41,0.7,0.68,Upgrade
Net Income Growth,25.08%,36.86%,17.15%,-18.31%,-26.53%,-24.76%,-5.33%,13.09%,43.61%,9.59%,0.35%,4.28%,-17.42%,18.47%,43.26%,34.87%,43.22%,55.37%,22.32%,3.25%,36.48%,14.84%,33.94%,67.92%,31.43%,24.49%,-8.66%,17.97%,64.02%,46.38%,79.53%,50.56%,25.19%,22.92%,136.49%,111.50%,-3.42%,-2.70%,-21.18%,-37.16%,Upgrade
Shares Outstanding (Basic),8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Upgrade
