Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+64 Quarters
Revenue,357.89,321.88,290.27,278.98,293.85,271.69,266.46,264.96,264.29,248.7,236.33,235.6,243.52,243.63,249.12,247.99,254.32,242.6,252.05,244.33,241.59,239.79,230.63,217.39,222.06,201.04,140.26,130.47,135.14,116.61,115.46,112.12,105.91,92.29,80.35,67.42,71.72,66.43,61.32,59.51,Upgrade
Revenue Growth (YoY),21.79%,18.47%,8.94%,5.29%,11.18%,9.24%,12.75%,12.46%,8.53%,2.08%,-5.14%,-5.00%,-4.25%,0.42%,-1.16%,1.50%,5.27%,1.17%,9.29%,12.39%,8.79%,19.28%,64.43%,66.63%,64.32%,72.40%,21.47%,16.37%,27.59%,26.36%,43.69%,66.30%,47.69%,38.93%,31.03%,13.29%,34.78%,12.72%,5.71%,3.24%,Upgrade
Gross Profit,357.89,321.88,290.27,278.98,293.85,271.69,266.46,264.96,264.29,248.7,236.33,235.6,243.52,243.63,249.12,247.99,254.32,242.6,252.05,244.33,241.59,239.79,230.63,217.39,222.06,201.04,140.26,130.47,135.14,116.61,115.46,112.12,105.91,92.29,80.35,67.42,71.72,66.43,61.32,59.51,Upgrade
Selling & Marketing,2.99,3.45,1.1,1.26,1.15,0.72,0.59,0.31,1.09,1.56,1.7,1.7,1.82,2.07,1.67,1.68,1.47,6.98,0,1.33,1.63,1.91,1.26,1.19,1.07,1.94,1.49,1.12,1.06,0.58,0.59,0.58,1.11,0.89,0.64,0.4,0.78,0.56,0.51,0.35,Upgrade
General & Administrative,62.66,60.02,56.51,56.8,69.18,67.43,66.14,67.61,68.05,66.99,63.08,66.2,68.47,62.89,63.61,61.35,57.17,57.17,41.67,59.95,52.32,50.09,52.69,50.51,47.23,48.19,31.89,29.72,26.37,26.71,28.09,27.47,24.91,26.25,23.94,26.8,21.29,20.84,19.66,19.96,Upgrade
Operating Income,275,196.99,191.48,181.95,208.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.59,150.29,144.01,0,0,0,0,0,0,0,68.99,0,52.06,0,0,0,36.28,22.35,29.89,0,Upgrade
Interest Income,398.92,323.29,281.49,262.37,280.48,262.66,264.1,264.06,273.4,268.28,267.13,271.97,280.96,289.52,296.82,295.24,292.07,277.6,273.66,257.49,249.1,241.57,228.16,213.77,215.53,194.36,130.93,121.74,114.68,103.48,100.1,91.46,84.55,80.08,69.76,57.06,60.08,55.34,47.96,48.77,Upgrade
Interest Expense,66.43,28.67,15.7,13.03,14.1,14.71,23.35,29.43,35.8,43.62,50.54,62.2,65.99,70.74,72.28,69.36,63.69,56.98,49,39.72,34.27,31.84,26.05,23,20.73,19.21,11.89,9.22,8.16,7.1,6.35,5.97,5.87,5.46,4.96,4.66,4.8,4.71,4.49,4.63,Upgrade
Other Expense / Income,398.92,323.29,281.49,262.37,280.48,76.95,45.05,42.4,81.48,86.15,151.38,193.4,78.93,82.32,79.31,79.29,74.6,120.77,71.32,70.66,214.82,209.76,202.1,54.17,57.7,56.65,33.05,29.85,26.32,26.87,93.78,27.46,78.69,26.95,26.06,18.39,55.27,40.41,43.46,15.61,Upgrade
Pretax Income,208.51,168.32,175.79,168.91,193.96,171,195.71,192.25,156.12,138.49,65.21,16.37,136.04,136.46,145.24,146.6,153.78,99.84,153.33,147.11,149.59,150.29,144.01,136.63,137.16,118.51,86.01,82.68,80.2,69.52,68.99,58.06,52.06,47.66,38.73,34,36.28,32.61,29.89,28.54,Upgrade
Income Tax,45.69,35.97,39.38,36.41,44.2,40.71,45.16,43.82,35.61,29.25,14.95,4.51,35.24,32.57,34.73,35.89,38.75,25.67,38.59,33.97,3.43,54.25,53.49,47.42,49.31,42.47,31.51,30.98,28.74,23.39,24.19,18.14,17.3,15.58,12.25,8.73,11.89,10.22,9.51,8.53,Upgrade
Net Income,162.88,132.35,136.41,132.51,149.77,130.29,150.54,148.42,120.51,109.25,50.27,11.87,100.81,103.89,110.5,110.71,115.03,74.18,114.75,113.14,146.16,96.01,90.53,89.19,87.79,76.03,54.47,51.69,51.46,46.13,44.78,39.89,34.75,32.09,26.49,25.28,24.4,22.35,20.39,20,Upgrade
Net Income Growth,8.76%,1.58%,-9.39%,-10.72%,24.27%,19.26%,199.48%,1150.77%,19.55%,5.16%,-54.51%,-89.28%,-12.37%,40.05%,-3.70%,-2.15%,-21.30%,-22.73%,26.75%,26.86%,66.50%,26.28%,66.19%,72.55%,70.61%,64.82%,21.66%,29.56%,48.07%,43.73%,69.06%,57.83%,42.43%,43.59%,29.92%,26.38%,18.05%,15.95%,6.78%,11.06%,Upgrade
Shares Outstanding (Basic),118,118,120,124,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,128,124,122,122,115,91,91,89,87,86,83,79,80,76,74,74,72,70,70,Upgrade
Shares Outstanding (Diluted),119,119,121,125,130,130,130,130,129,129,129,129,129,129,129,129,129,129,129,129,129,128,124,122,122,115,91,91,90,88,88,84,80,80,77,74,74,73,71,71,Upgrade
Shares Change,-8.52%,-8.52%,-7.24%,-3.71%,0.45%,0.35%,0.66%,0.39%,0.09%,0.36%,0.25%,0.27%,0.30%,0.21%,0.21%,0.16%,0.24%,0.21%,3.71%,5.39%,5.42%,11.52%,36.05%,33.89%,36.20%,30.23%,4.31%,8.11%,11.27%,9.96%,12.97%,13.31%,8.28%,9.75%,8.37%,4.54%,5.85%,4.82%,2.45%,2.31%,Upgrade
EPS (Basic),1.37,1.08,1.10,1.03,1.16,1.01,1.16,1.15,0.93,0.84,0.39,0.09,0.78,0.81,0.86,0.86,0.89,0.58,0.89,0.88,1.14,0.75,0.73,0.73,0.72,0.66,0.60,0.57,0.58,0.53,0.52,0.48,0.44,0.40,0.35,0.34,0.33,0.31,0.29,0.28,Upgrade
EPS (Diluted),1.37,1.08,1.10,1.02,1.15,1.00,1.16,1.14,0.93,0.84,0.39,0.09,0.78,0.81,0.86,0.86,0.89,0.58,0.89,0.88,1.14,0.75,0.73,0.73,0.72,0.66,0.60,0.57,0.57,0.52,0.51,0.47,0.43,0.40,0.34,0.34,0.33,0.30,0.28,0.28,Upgrade
EPS Growth,19.13%,8.00%,-5.17%,-10.53%,23.43%,19.05%,197.44%,1166.67%,19.45%,3.70%,-54.65%,-89.53%,-12.63%,39.66%,-3.37%,-2.27%,-21.49%,-22.67%,21.92%,20.55%,57.94%,13.64%,21.67%,28.07%,26.32%,26.92%,17.65%,21.28%,32.56%,30.00%,50.00%,38.24%,30.30%,31.15%,19.30%,21.43%,11.86%,10.91%,3.64%,7.69%,Upgrade
