Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Revenue,131.44,135.88,131.86,128.08,116.25,125.61,131.96,150.44,138.03,137.24,133.39,81.82,87.57,108.94,113.8,111.3,103.18,106.29,101.39,102.99,99.35,100.62,104.8,118.65,97.44,105.62,92.57,91.62,89.34,86.1,81.91,77.65,76.71,78.75,76.61,70.92,73.02,82.05,73.57,71.34,Upgrade
Revenue Growth (YoY),13.07%,8.18%,-0.07%,-14.86%,-15.78%,-8.48%,-1.07%,83.85%,57.63%,25.98%,17.21%,-26.48%,-15.13%,2.49%,12.24%,8.07%,3.86%,5.63%,-3.26%,-13.20%,1.95%,-4.73%,13.21%,29.49%,9.07%,22.66%,13.01%,17.99%,16.47%,9.34%,6.92%,9.50%,5.05%,-4.02%,4.13%,-0.59%,-0.26%,13.17%,-0.60%,-5.93%,Upgrade
Gross Profit,131.44,135.88,131.86,128.08,116.25,125.61,131.96,150.44,138.03,137.24,133.39,81.82,87.57,108.94,113.8,111.3,103.18,106.29,101.39,102.99,99.35,100.62,104.8,118.65,97.44,105.62,92.57,91.62,89.34,86.1,81.91,77.65,76.71,78.75,76.61,70.92,73.02,82.05,73.57,71.34,Upgrade
"Selling, General & Admin",79.09,79.36,76.04,76.84,75.35,79.15,80.87,81.1,79.24,77.61,80.77,67.51,69.06,68.03,66.6,69.66,63.38,64.97,61.8,64.02,61.35,65.56,61.91,64.39,64.64,63.55,60.81,55.67,55.17,53.29,51.69,49.96,48.05,47.71,47.9,49.5,48.57,47.52,45.16,48.45,Upgrade
Other Operating Expenses,8.37,11.29,6.54,7.97,5,7.14,5.24,5.23,6.96,15.24,6.1,21.66,9.55,8.54,4,7.85,8.04,7.31,4.82,5.77,6.07,6.34,6.89,8.88,7,5.21,12.87,9.47,8.11,7.94,12.12,5.18,5.66,7.5,5.46,4.31,4.59,5.06,5.12,4.36,Upgrade
Operating Expenses,87.45,90.65,82.57,84.81,80.35,86.29,86.1,86.33,86.19,92.85,86.87,89.16,78.61,76.57,70.6,77.51,71.42,72.27,66.62,69.79,67.42,71.9,68.8,73.26,71.65,68.76,73.68,65.14,63.28,61.23,63.8,55.14,53.71,55.21,53.35,53.81,53.16,52.58,50.28,52.81,Upgrade
Operating Income,43.99,45.23,49.29,43.28,35.9,39.32,45.86,64.11,51.84,44.39,46.52,-7.34,8.96,32.36,43.21,33.79,31.75,34.01,34.78,33.2,31.93,28.72,36.01,45.38,25.8,36.86,18.89,26.48,26.07,24.88,18.11,22.52,23,23.54,23.26,17.11,19.86,29.47,23.29,18.53,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.98,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,43.99,45.23,49.29,43.28,35.9,39.32,45.86,64.11,51.84,44.39,46.52,-7.34,8.96,32.36,43.21,33.79,31.75,34.01,34.78,33.2,31.93,28.72,36.01,45.38,25.8,36.86,18.89,-10.5,26.07,24.88,18.11,22.52,23,23.54,23.26,17.11,19.86,29.47,23.29,18.53,Upgrade
Income Tax,10.31,10.58,11.99,9.85,7.61,9.27,10.79,15.14,11.6,9.33,8.47,-1.14,1.02,6.77,9.79,7.4,6.71,7.55,7.04,6.9,6.94,6.58,12.41,14.4,8.05,12.36,4.7,-3.49,8.08,8.68,5.24,7.21,6.83,6.19,5.93,4.44,5.24,9.1,5.73,5.05,Upgrade
