Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,60.41,61.44,57.57,55.93,52.64,55.15,57.08,55.58,54.2,53.03,49.13,45.72,48.43,51.99,52.63,50.48,50.11,49.83,56.29,46.72,44.42,44.7,43.98,51.75,44.15,45.4,45.62,47.28,43.99,44.54,44.94,44.17,42.77,46.86,44.94,49.14,37.2,36.82,36.72,37.16,Upgrade
Revenue Growth (YoY),14.77%,11.41%,0.86%,0.63%,-2.89%,3.98%,16.17%,21.57%,11.90%,2.01%,-6.64%,-9.43%,-3.33%,4.34%,-6.50%,8.04%,12.79%,11.47%,27.98%,-9.72%,0.62%,-1.54%,-3.58%,9.46%,0.36%,1.93%,1.50%,7.05%,2.86%,-4.96%,0.01%,-10.12%,14.97%,27.29%,22.40%,32.25%,1.00%,-5.16%,-0.61%,-36.73%,Upgrade
Gross Profit,60.41,61.44,57.57,55.93,52.64,55.15,57.08,55.58,54.2,53.03,49.13,45.72,48.43,51.99,52.63,50.48,50.11,49.83,56.29,46.72,44.42,44.7,43.98,51.75,44.15,45.4,45.62,47.28,43.99,44.54,44.94,44.17,42.77,46.86,44.94,49.14,37.2,36.82,36.72,37.16,Upgrade
"Selling, General & Admin",32.22,31.93,32.1,30.98,28.97,33.79,29.29,28.31,28.21,28.04,29.94,27.26,28.45,26.8,26.21,25.86,25.88,26.16,25.78,25.15,24.98,25.77,24.61,24.88,25.62,25.04,26.23,26.25,26.83,25.15,26.77,25.05,24.66,26.05,25.93,22.87,22.83,23.22,22.74,22.77,Upgrade
Other Operating Expenses,2.25,2.41,2.66,2.02,2.3,1.99,2.05,1.88,2.11,3.04,2.05,2.09,2.36,2.73,2.52,2.52,2.62,2.61,2.53,4.77,3.34,3.52,3.43,3.49,2.95,4.01,4.43,3.56,4.09,4,3.25,2.9,2.59,5.12,3.47,11.53,3.06,3.61,3.42,3.94,Upgrade
Operating Expenses,34.46,34.34,34.76,33,31.27,35.78,31.34,30.19,30.32,31.07,31.99,29.35,30.82,29.54,28.73,28.38,28.5,28.77,28.31,29.92,28.31,29.29,28.03,28.37,28.57,29.04,30.66,29.81,30.92,29.15,30.01,27.95,27.24,31.17,29.4,34.4,25.89,26.83,26.16,26.71,Upgrade
Operating Income,25.94,27.1,22.81,22.92,21.37,19.36,25.74,25.39,23.88,21.96,17.15,16.37,17.62,22.45,23.9,22.1,21.61,21.05,27.98,16.81,16.11,15.41,15.95,23.38,15.58,16.35,14.96,17.47,13.07,15.39,14.93,16.22,15.53,15.7,15.54,14.74,11.31,9.99,10.56,10.45,Upgrade
Pretax Income,25.94,27.1,22.81,22.92,21.37,19.36,25.74,25.39,23.88,21.96,17.15,16.37,17.62,22.45,23.9,22.1,21.61,21.05,27.98,16.81,16.11,15.41,15.95,23.38,15.58,16.35,14.96,17.47,13.07,15.39,14.93,16.22,15.53,15.7,15.54,14.74,11.31,9.99,10.56,10.45,Upgrade
Income Tax,5.49,4.5,4.68,4.7,4.38,4.08,5.38,5.27,5.01,4.17,3.69,3.16,2.75,4.56,4.17,3.72,4,3.77,5.46,2.97,2.65,3.21,4.29,7.2,4.06,4.56,3.74,4.94,3.28,3.74,3.73,4.21,3.87,3.63,3.95,3.69,2.49,1.32,2.12,2.22,Upgrade
Net Income,20.46,22.6,18.13,18.22,16.99,15.28,20.36,20.11,18.87,17.79,13.45,13.2,14.87,17.89,19.73,18.38,17.61,17.29,22.52,13.84,13.47,12.21,11.66,16.18,11.52,11.79,11.22,12.53,9.79,11.65,11.2,12,11.65,12.07,11.59,11.05,8.82,8.67,8.44,8.22,Upgrade
Preferred Dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,Upgrade
Net Income Common,20.46,22.6,18.13,18.22,16.99,15.28,20.36,20.11,18.87,17.79,13.45,13.2,14.87,17.89,19.73,18.38,17.61,17.29,22.52,13.84,13.47,12.21,11.66,16.18,11.52,11.79,11.22,12.53,9.79,11.53,11.05,11.86,11.51,11.92,11.45,10.91,8.67,8.53,8.29,8.08,Upgrade
Net Income Growth,20.42%,47.92%,-10.96%,-9.40%,-9.97%,-14.09%,51.36%,52.34%,26.90%,-0.58%,-31.82%,-28.15%,-15.58%,3.49%,-12.36%,32.78%,30.79%,41.64%,93.04%,-14.45%,16.91%,3.49%,3.95%,29.06%,17.61%,2.28%,1.54%,5.70%,-14.90%,-3.29%,-3.44%,8.70%,32.69%,39.81%,37.99%,35.03%,5.14%,-30.55%,19.27%,-62.44%,Upgrade
Shares Outstanding (Basic),12,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,Upgrade
Shares Change,-5.52%,-8.42%,-9.30%,-7.67%,-5.83%,-3.65%,-3.58%,-2.62%,-3.68%,-2.76%,-0.88%,-0.79%,0.30%,0.56%,0.50%,0.54%,0.42%,0.71%,0.75%,0.62%,0.74%,0.94%,0.90%,1.00%,0.83%,0.42%,0.42%,0.74%,0.86%,1.04%,1.20%,0.73%,0.61%,0.45%,0.30%,0.54%,0.57%,0.56%,0.73%,0.89%,Upgrade
EPS (Basic),1.68,1.84,1.47,1.45,1.31,1.15,1.50,1.46,1.38,1.28,0.95,0.94,1.05,1.25,1.39,1.29,1.24,1.22,1.59,0.98,0.95,0.86,0.84,1.15,0.82,0.84,0.81,0.90,0.71,0.83,0.80,0.86,0.84,0.87,0.84,0.80,0.63,0.62,0.61,0.59,Upgrade
EPS (Diluted),1.67,1.83,1.46,1.43,1.30,1.14,1.49,1.46,1.36,1.28,0.96,0.93,1.04,1.24,1.38,1.28,1.23,1.22,1.57,0.96,0.95,0.87,0.82,1.14,0.81,0.82,0.80,0.89,0.70,0.81,0.79,0.85,0.83,0.85,0.83,0.79,0.63,0.62,0.61,0.59,Upgrade
EPS Growth,28.46%,60.53%,-2.01%,-2.05%,-4.41%,-10.94%,55.21%,56.99%,30.77%,3.23%,-30.43%,-27.34%,-15.45%,1.64%,-12.10%,33.33%,29.47%,40.23%,91.46%,-15.79%,17.28%,6.10%,2.50%,28.09%,15.71%,1.23%,1.27%,4.71%,-15.66%,-4.71%,-4.82%,7.59%,31.75%,37.10%,36.07%,33.90%,5.00%,-31.87%,19.61%,-62.66%,Upgrade
Free Cash Flow Per Share,0.23,0.70,0.99,-0.02,2.32,0.42,1.59,2.13,1.71,0.64,-0.17,1.20,1.07,1.32,1.65,0.36,1.94,1.37,1.66,1.33,1.82,0.58,2.01,0.59,0.81,0.84,1.37,1.15,1.74,0.17,1.64,1.36,0.93,1.98,0.37,-0.40,1.68,1.53,2.21,1.50,Upgrade
Dividend Per Share,0.400,0.400,0.400,0.400,0.360,0.360,0.360,0.340,0.340,0.340,0.340,0.340,1.340,0.340,0.340,0.320,1.070,0.320,0.320,0.280,0.280,0.240,0.240,0.240,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.220,0.200,0.200,0.200,0.200,0.200,0.180,0.180,0.180,Upgrade
