Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+44 Quarters
Revenue,"1,816","1,889","1,732","1,688","1,635","1,524","1,769","1,919","1,750","1,724","1,530",663,"1,040","1,384","1,387","1,344","1,359","1,344","1,377","1,378","1,426","1,461","1,303","1,324","1,263","1,185","1,405","1,302","1,255","1,281","1,273","1,347","1,236","1,286","1,294","1,263","1,271","1,357","1,301","1,274",Upgrade
Revenue Growth (YoY),11.07%,23.95%,-2.09%,-12.04%,-6.57%,-11.60%,15.62%,189.44%,68.27%,24.57%,10.31%,-50.67%,-23.47%,2.98%,0.73%,-2.47%,-4.70%,-8.01%,5.68%,4.08%,12.91%,23.29%,-7.26%,1.69%,0.64%,-7.49%,10.37%,-3.34%,1.54%,-0.39%,-1.62%,6.65%,-2.75%,-5.23%,-0.54%,-0.86%,-1.40%,3.04%,-1.21%,-3.41%,Upgrade
Gross Profit,"1,816","1,889","1,732","1,688","1,635","1,524","1,769","1,919","1,750","1,724","1,530",663,"1,040","1,384","1,387","1,344","1,359","1,344","1,377","1,378","1,426","1,461","1,303","1,324","1,263","1,185","1,405","1,302","1,255","1,281","1,273","1,347","1,236","1,286","1,294","1,263","1,271","1,357","1,301","1,274",Upgrade
"Selling, General & Admin",689,678,669,650,621,651,627,607,623,659,605,603,546,324,644,633,636,636,636,676,659,641,636,639,623,559,653,645,639,648,637,642,620,623,621,603,618,626,618,613,Upgrade
Other Operating Expenses,338,339,501,298,312,332,311,291,305,328,291,321,290,573,227,228,224,217,286,235,225,279,217,236,220,206,281,270,230,225,258,292,285,346,205,217,199,320,266,271,Upgrade
Operating Expenses,"1,027","1,017","1,170",948,933,983,938,898,928,987,896,924,836,897,871,861,860,853,922,911,884,920,853,875,843,765,934,915,869,873,895,934,905,969,826,820,817,946,884,884,Upgrade
Operating Income,789,872,562,740,702,541,831,"1,021",822,737,634,-261,204,487,516,483,499,491,455,467,542,541,450,449,420,420,471,387,386,408,378,413,331,317,468,443,454,411,417,390,Upgrade
Other Expense / Income,24,25,25,25,24,24,27,42,28,28,29,23,23,23,24,16,16,16,-178,19,16,1,17,16,8,11,15,13,16,19,20,20,18,19,17,7,-4,22,8,9,Upgrade
Pretax Income,765,847,537,715,678,517,804,979,794,709,605,-284,181,464,492,467,483,475,633,448,526,540,433,433,412,409,456,374,370,389,358,393,313,298,451,436,458,389,409,381,Upgrade
Income Tax,177,187,133,157,154,103,180,231,180,121,104,-47,42,98,107,93,105,85,85,89,128,221,138,133,127,130,152,115,113,120,116,124,95,98,151,148,151,201,124,122,Upgrade
