Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+24 Quarters
Revenue,21.66,22.08,18.18,14.6,12.13,13.49,14.6,13.39,13.42,13.75,12.49,10.31,11.06,11.4,11.48,11.28,11.39,10.86,11.08,10.34,10.45,9.97,9.83,10.46,9.55,9.22,8.82,9.04,8.38,7.61,7.32,7.36,7.35,7.71,7.33,8.98,6.91,7.18,6.8,6.74,Upgrade
Revenue Growth (YoY),78.61%,63.74%,24.55%,9.04%,-9.63%,-1.88%,16.89%,29.92%,21.30%,20.63%,8.80%,-8.57%,-2.85%,4.96%,3.60%,9.06%,8.97%,8.87%,12.77%,-1.13%,9.38%,8.13%,11.46%,15.70%,14.01%,21.20%,20.45%,22.85%,13.95%,-1.27%,-0.14%,-18.08%,6.35%,7.28%,7.84%,33.18%,5.82%,6.91%,0.77%,2.39%,Upgrade
Gross Profit,21.66,22.08,18.18,14.6,12.13,13.49,14.6,13.39,13.42,13.75,12.49,10.31,11.06,11.4,11.48,11.28,11.39,10.86,11.08,10.34,10.45,9.97,9.83,10.46,9.55,9.22,8.82,9.04,8.38,7.61,7.32,7.36,7.35,7.71,7.33,8.98,6.91,7.18,6.8,6.74,Upgrade
"Selling, General & Admin",7.63,7.02,6.81,6.65,6.71,6.24,6.19,6.04,5.71,5.95,5.36,4.83,5.47,5.02,5.24,5.34,5.29,4.98,4.97,5.06,4.91,4.36,4.36,4.27,4.47,4.43,4.04,4.18,4.19,3.72,3.6,3.68,3.73,3.64,3.52,3.42,3.46,3.09,3.19,3.34,Upgrade
Other Operating Expenses,2.13,2.59,2.56,2.56,2.41,2.64,2.21,2.18,2.01,2.09,2.14,2.04,1.98,2.13,1.91,1.97,1.94,1.94,1.85,1.84,1.83,1.87,1.7,1.8,1.74,1.59,1.88,2,1.99,3.36,1.7,1.51,1.37,1.62,1.6,1.57,1.42,1.58,1.43,1.4,Upgrade
Operating Expenses,9.76,9.61,9.37,9.21,9.12,8.88,8.41,8.22,7.72,8.04,7.5,6.87,7.45,7.15,7.16,7.31,7.23,6.92,6.82,6.91,6.73,6.22,6.06,6.08,6.21,6.02,5.92,6.19,6.19,7.09,5.3,5.19,5.1,5.25,5.11,4.99,4.88,4.67,4.62,4.73,Upgrade
Operating Income,11.9,12.47,8.81,5.4,3,4.61,6.19,5.18,5.7,5.71,4.99,3.44,3.61,4.25,4.32,3.97,4.15,3.94,4.26,3.43,3.72,3.75,3.77,4.38,3.35,3.21,2.89,2.85,2.19,0.52,2.02,2.16,2.25,2.46,2.22,3.99,2.03,2.52,2.18,2.01,Upgrade
Pretax Income,11.9,12.47,8.81,5.4,3,4.61,6.19,5.18,5.7,5.71,4.99,3.44,3.61,4.25,4.32,3.97,4.15,3.94,4.26,3.43,3.72,3.75,3.77,4.38,3.35,3.21,2.89,2.85,2.19,0.52,2.02,2.16,2.25,2.46,2.22,3.99,2.03,2.52,2.18,2.01,Upgrade
Income Tax,2.68,3,2.01,1.14,0.64,1.14,1.64,1.22,1.34,1.06,1.24,0.85,0.9,1.06,1.09,1,1.05,0.96,1.1,0.84,0.92,2.16,1.3,1.55,1.14,0.88,0.96,0.95,0.68,0.03,0.64,0.65,0.73,0.81,0.68,1.45,0.63,0.81,0.67,0.63,Upgrade
Net Income,9.23,9.48,6.8,4.26,2.37,3.47,4.55,3.96,4.36,4.65,3.75,2.58,2.71,3.19,3.23,2.96,3.1,2.98,3.17,2.59,2.8,1.59,2.47,2.83,2.21,2.32,1.93,1.9,1.51,0.49,1.38,1.51,1.53,1.64,1.54,2.54,1.41,1.71,1.51,1.37,Upgrade
