Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+11 Quarters
Revenue,58.97,61.57,76.34,73.07,79.1,91.7,86.78,90.2,93.35,100.03,91.84,81.63,64.06,69.44,71.71,69.02,54.15,58.79,57.76,55.15,51.79,-165.57,134.47,127.38,120.11,120.95,157.3,145.86,111,103.25,106.4,110.72,103.11,78.49,71.12,76.8,58.92,57.45,60.09,74.57,Upgrade
Revenue Growth (YoY),-25.45%,-32.86%,-12.03%,-18.99%,-15.26%,-8.32%,-5.51%,10.50%,45.71%,44.04%,28.06%,18.28%,18.31%,18.12%,24.16%,25.14%,4.55%,-,-57.05%,-56.70%,-56.88%,-,-14.51%,-12.67%,8.21%,17.14%,47.83%,31.74%,7.65%,31.55%,49.61%,44.17%,75.00%,36.61%,18.37%,2.99%,-18.37%,-32.03%,-25.00%,7.07%,Upgrade
Gross Profit,58.97,61.57,76.34,73.07,79.1,91.7,86.78,90.2,93.35,100.03,91.84,81.63,64.06,69.44,71.71,69.02,54.15,58.79,57.76,55.15,51.79,-165.57,134.47,127.38,120.11,120.95,157.3,145.86,111,103.25,106.4,110.72,103.11,78.49,71.12,76.8,58.92,57.45,60.09,74.57,Upgrade
"Selling, General & Admin",52.49,50.42,49.89,50.64,54.47,53.97,51.95,52.82,56.61,64.77,58.06,57.65,55.18,53.22,55.72,58.83,46.72,51.76,46.63,48.56,48.3,-143.25,113.94,110.24,105.51,115.96,111.76,109.65,99.61,91.58,90.6,90.82,88.41,67.4,63.34,62.43,55.89,58.3,57.69,57.17,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,-3.87,1.29,1.41,1.17,1.05,0.76,1.01,1.36,1.58,2.64,1.38,1.74,1.15,1.42,1.52,1.07,1.39,0.82,0.54,0.2,0.57,0.43,-0.45,Upgrade
Operating Expenses,52.49,50.42,49.89,50.64,54.47,53.97,51.95,52.82,56.61,64.77,58.06,57.65,55.18,53.22,55.72,58.83,47.85,47.89,47.91,49.96,49.47,-142.2,114.7,111.24,106.87,117.54,114.4,111.03,101.35,92.73,92.03,92.34,89.48,68.79,64.16,62.97,56.09,58.87,58.12,56.71,Upgrade
Operating Income,6.48,11.15,26.45,22.43,24.63,37.73,34.83,37.38,36.74,35.26,33.78,23.98,8.88,16.23,15.99,10.18,6.3,10.9,9.85,5.19,2.32,-23.37,19.78,16.13,13.24,3.41,42.9,34.83,9.65,10.52,14.38,18.38,13.63,9.7,6.96,13.83,2.83,-1.41,1.97,17.86,Upgrade
Other Expense / Income,-,-,-,-,-,-,-,-,-,-,-,-,-,2.12,-0.16,14.48,6.77,-3.02,-3.75,-2.93,-4.11,-26.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,6.48,11.15,26.45,22.43,24.63,37.73,34.83,37.38,36.74,35.26,33.78,23.98,8.88,14.11,16.16,-4.3,-0.47,13.92,13.59,8.11,6.44,2.91,19.78,16.13,13.24,3.41,42.9,34.83,9.65,10.52,14.38,18.38,13.63,9.7,6.96,13.83,2.83,-1.41,1.97,17.86,Upgrade
Income Tax,1.42,2.65,6.08,4.71,4.68,8.3,7.66,8.22,7.08,7.66,7.43,5.07,1.74,3.12,2.33,1.29,1.25,-1.31,1.76,1.02,0.57,-32.01,5.94,4.92,4.26,1.11,15.2,13.08,3.24,1.85,4.42,6.01,3.32,4.08,1.99,4.46,0.53,-0.55,0.31,5.79,Upgrade
Net Income,5.06,8.5,20.37,17.72,19.95,29.43,27.17,29.16,29.66,27.6,26.35,18.9,7.14,10.99,13.83,-5.59,-1.72,15.23,11.84,7.1,5.87,34.92,13.84,11.21,8.98,2.29,27.7,21.75,6.41,8.68,9.96,12.38,10.3,5.62,4.98,9.36,2.3,-0.86,1.66,12.07,Upgrade
Net Income Growth,-74.65%,-71.12%,-25.04%,-39.22%,-32.74%,6.65%,3.12%,54.24%,315.51%,151.16%,90.56%,-,-,-27.84%,16.83%,-,-,-56.39%,-14.48%,-36.67%,-34.70%,1422.01%,-50.04%,-48.46%,40.21%,-73.57%,178.09%,75.74%,-37.82%,54.39%,100.22%,32.19%,347.81%,-,199.34%,-22.42%,-78.97%,-,-92.44%,-35.39%,Upgrade
Shares Outstanding (Basic),19,19,19,19,20,20,21,21,22,22,23,23,24,24,24,27,27,27,27,27,27,27,27,27,27,25,25,25,24,22,22,22,17,15,15,15,15,15,14,14,Upgrade
Shares Outstanding (Diluted),19,19,19,19,20,21,21,21,22,22,23,23,24,24,25,27,27,27,27,27,27,27,27,27,27,26,25,25,24,22,22,22,17,15,15,15,15,15,15,15,Upgrade
Shares Change,-5.15%,-8.60%,-9.72%,-11.53%,-9.88%,-7.15%,-8.99%,-9.34%,-7.96%,-9.70%,-7.10%,-12.40%,-12.23%,-9.96%,-9.40%,-1.30%,0.10%,0.14%,0.34%,0.26%,0.38%,6.05%,8.37%,8.72%,13.32%,14.76%,12.13%,11.75%,37.58%,48.91%,48.93%,49.07%,16.10%,1.09%,1.20%,1.15%,0.97%,0.67%,0.62%,-0.26%,Upgrade
EPS (Basic),0.27,0.46,1.09,0.95,1.02,1.45,1.32,1.38,1.37,1.24,1.16,0.81,0.30,0.43,0.55,-0.22,-0.06,0.56,0.44,0.26,0.22,1.30,0.51,0.42,0.33,0.07,1.12,0.88,0.27,0.38,0.45,0.56,0.60,0.38,0.34,0.63,0.16,-0.07,0.12,0.84,Upgrade
