Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,165.11,160.74,161.7,148.73,135.59,149.53,155.25,157.19,190.69,160.49,154.11,143.05,117.82,143.39,145.08,153.86,147.53,150.83,135.24,126.16,121.44,123.55,121.28,112.12,104.54,106.65,111.35,111.31,101.56,102.04,99.94,73.32,69.58,68.68,70.82,70.19,67.14,66.86,55.38,48.72,Upgrade
Revenue Growth (YoY),21.77%,7.50%,4.16%,-5.38%,-28.89%,-6.83%,0.74%,9.88%,61.84%,11.93%,6.23%,-7.02%,-20.14%,-4.93%,7.27%,21.96%,21.48%,22.08%,11.51%,12.52%,16.17%,15.84%,8.91%,0.72%,2.93%,4.52%,11.42%,51.82%,45.96%,48.58%,41.12%,4.46%,3.63%,2.72%,27.87%,44.07%,40.85%,39.58%,18.94%,8.30%,Upgrade
Gross Profit,165.11,160.74,161.7,148.73,135.59,149.53,155.25,157.19,190.69,160.49,154.11,143.05,117.82,143.39,145.08,153.86,147.53,150.83,135.24,126.16,121.44,123.55,121.28,112.12,104.54,106.65,111.35,111.31,101.56,102.04,99.94,73.32,69.58,68.68,70.82,70.19,67.14,66.86,55.38,48.72,Upgrade
"Selling, General & Admin",91.54,87.67,86.48,85.64,83.86,84.06,91.26,92.71,102.23,96.89,98.52,103.02,97.91,91.09,88.98,81.56,78.85,79.95,74.9,70.94,67.02,67.47,65.91,62,59.22,57.34,61.85,62.2,58.58,59.36,58.51,42.09,39.79,38.43,40.04,41.16,39.18,40.15,35.33,30,Upgrade
Other Operating Expenses,16.17,13.91,15.09,12.56,10.24,10.93,12.74,16.07,13.71,25.26,17.96,15.18,17.13,4.46,7.47,11.73,9.98,13.36,19.85,8.09,10.92,9.34,14.75,12.84,9.89,14.22,12.41,14.73,11.23,11.38,17.47,8.99,7.53,7.29,8.14,8.24,8.47,10.83,11.29,7.73,Upgrade
Operating Expenses,107.71,101.58,101.57,98.19,94.11,94.99,104,108.78,115.94,122.15,116.48,118.2,115.04,95.55,96.45,93.29,88.83,93.31,94.75,79.03,77.94,76.81,80.66,74.84,69.1,71.56,74.26,76.93,69.81,70.73,75.98,51.08,47.32,45.72,48.18,49.4,47.65,50.98,46.61,37.73,Upgrade
Operating Income,57.4,59.16,60.13,50.54,41.48,54.54,51.25,48.41,74.75,38.34,37.63,24.86,2.78,47.84,48.63,60.57,58.7,57.52,40.5,47.13,43.5,46.75,40.62,37.28,35.43,35.1,37.1,34.38,31.74,31.31,23.96,22.24,22.26,22.96,22.64,20.79,19.49,15.88,8.77,10.99,Upgrade
Other Expense / Income,-,-,-,-,-,6.12,-,-,-,0,0.03,0.09,-,-,0.05,-,-,-,-,-,-,-,-,-,0.21,-,2.21,0.33,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,57.4,59.16,60.13,50.54,41.48,48.42,51.25,48.41,74.75,38.34,37.6,24.77,2.78,47.84,48.58,60.57,58.7,57.52,40.5,47.13,43.5,46.75,40.62,37.28,35.23,35.1,34.89,34.05,31.74,31.31,23.96,22.24,22.26,22.96,22.64,20.79,19.49,15.88,8.77,10.99,Upgrade
Income Tax,11.32,12.89,13.56,10.86,7.94,11.36,11.19,7.55,16.84,6.82,7.61,4.64,0.77,9.42,11.13,13.95,13.59,13.1,8.53,10.42,9.67,30.23,14.2,11.99,11.26,11.46,11.71,11.15,10.53,10.15,7.74,6.84,7.02,7.36,7.11,5.94,5.9,4.62,2.13,2.97,Upgrade
Net Income,46.08,46.28,46.57,39.68,33.55,37.05,40.06,40.87,57.91,31.52,29.99,20.13,2.01,38.42,37.45,46.63,45.11,44.42,31.96,36.71,33.83,16.51,26.42,25.28,23.97,23.64,23.18,22.9,21.22,21.16,16.22,15.39,15.24,15.6,15.54,14.85,13.6,11.26,6.64,8.02,Upgrade
Net Income Growth,37.35%,24.89%,16.23%,-2.91%,-42.07%,17.55%,33.58%,103.02%,2783.86%,-17.95%,-19.91%,-56.83%,-95.55%,-13.52%,17.15%,27.01%,33.36%,169.03%,20.98%,45.19%,41.11%,-30.14%,13.99%,10.41%,12.99%,11.70%,42.90%,48.76%,39.21%,35.67%,4.41%,3.64%,12.08%,38.52%,134.07%,85.22%,79.59%,54.65%,-5.68%,26.38%,Upgrade
Shares Outstanding (Basic),56,56,56,56,56,56,56,56,56,56,56,56,57,57,58,59,59,59,49,49,49,49,49,44,44,42,42,42,40,40,40,32,32,32,32,31,31,31,25,25,Upgrade
Shares Change,0.36%,0.37%,-0.71%,-0.74%,-0.75%,-0.80%,0.30%,0.28%,-0.57%,-1.84%,-3.59%,-4.21%,-3.43%,-2.50%,17.87%,18.66%,18.72%,19.05%,0.25%,11.29%,11.23%,17.14%,17.18%,5.55%,9.93%,4.56%,4.52%,33.00%,27.67%,27.68%,27.74%,0.45%,0.40%,0.55%,24.87%,24.83%,24.94%,24.83%,0.51%,0.46%,Upgrade
EPS (Basic),0.82,0.83,0.83,0.71,0.60,0.66,0.71,0.73,1.03,0.56,0.53,0.36,0.04,0.68,0.65,0.80,0.77,0.77,0.61,0.74,0.69,0.33,0.54,0.57,0.54,0.56,0.55,0.54,0.53,0.53,0.40,0.49,0.48,0.49,0.49,0.47,0.43,0.37,0.24,0.32,Upgrade
EPS (Diluted),0.82,0.82,0.83,0.71,0.60,0.66,0.71,0.72,1.02,0.56,0.53,0.36,0.04,0.67,0.64,0.80,0.77,0.76,0.61,0.74,0.68,0.32,0.53,0.57,0.54,0.56,0.55,0.54,0.52,0.53,0.40,0.48,0.48,0.49,0.49,0.47,0.43,0.37,0.24,0.32,Upgrade
