Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+5 Quarters
Revenue,29.43,28.49,29.04,32.17,33.51,33.8,33.46,33.1,31.24,28.42,27.18,24.02,28.37,27.84,27.85,23.9,22.57,24.83,24.93,24.58,24.33,24.47,22.85,22.09,21.95,21.19,20.47,19.34,19.26,19.21,19.95,18.55,17.43,17.71,17.82,17.23,16.72,17.16,14.74,14.47,Upgrade
Revenue Growth (YoY),-12.18%,-15.71%,-13.21%,-2.80%,7.28%,18.97%,23.10%,37.80%,10.13%,2.07%,-2.38%,0.52%,25.66%,12.10%,11.68%,-2.77%,-7.23%,1.48%,9.14%,11.25%,10.84%,15.47%,11.60%,14.24%,13.95%,10.31%,2.59%,4.27%,10.53%,8.48%,11.99%,7.66%,4.23%,3.22%,20.90%,19.03%,22.18%,21.30%,15.50%,12.13%,Upgrade
Gross Profit,29.43,28.49,29.04,32.17,33.51,33.8,33.46,33.1,31.24,28.42,27.18,24.02,28.37,27.84,27.85,23.9,22.57,24.83,24.93,24.58,24.33,24.47,22.85,22.09,21.95,21.19,20.47,19.34,19.26,19.21,19.95,18.55,17.43,17.71,17.82,17.23,16.72,17.16,14.74,14.47,Upgrade
"Selling, General & Admin",22.68,24.37,21.94,20.27,18.07,24.49,25.28,25.76,25.55,25.05,22.23,22.66,15.75,23.7,21.54,19.47,18.57,19.59,19.77,19.12,19.04,19.32,17.53,16.94,17.2,17.87,16.29,15.83,15.64,15.26,15.68,13.94,13.29,14.9,13.34,12.98,12.93,15.41,11.55,8.65,Upgrade
Operating Expenses,22.68,24.37,21.94,20.27,18.07,24.49,25.28,25.76,25.55,25.05,22.23,22.66,15.75,23.7,21.54,19.47,18.57,19.59,19.77,19.12,19.04,19.32,17.53,16.94,17.2,17.87,16.29,15.83,15.64,15.26,15.68,13.94,13.29,14.9,13.34,12.98,12.93,15.41,11.55,8.65,Upgrade
Operating Income,6.75,4.12,7.1,11.9,15.44,9.31,8.18,7.34,5.69,3.36,4.95,1.36,12.61,4.14,6.3,4.43,4,5.24,5.17,5.45,5.29,5.15,5.32,5.15,4.75,3.33,4.18,3.51,3.62,3.95,4.27,4.6,4.14,2.81,4.48,4.24,3.8,1.75,3.19,5.83,Upgrade
Interest Expense / Income,0.12,0.15,0.11,0.08,0.08,0.09,0.09,0.1,0.11,0.12,0.12,0.13,0.19,0.23,0.24,0.01,0.01,0.03,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.05,0.05,0.06,0.07,0.07,0.08,0.06,0.06,0.01,0.11,0.13,0.13,0.16,0.18,0.07,Upgrade
Other Expense / Income,2.04,1.1,2.1,3.69,4.82,1.85,2.59,2.32,1.77,0.53,1.41,0.28,4.15,0,1.91,1.4,1.26,0.79,1.68,1.77,1.76,-3.95,1.82,1.72,1.59,0.89,1.6,1.06,1.16,1,1.43,0.59,1.38,-0.46,1.54,1.43,1.27,-1.1,1.45,-0.05,Upgrade
Pretax Income,4.59,2.88,4.89,8.12,10.54,7.38,5.5,4.93,3.81,2.72,3.42,0.94,8.28,3.92,4.15,3.02,2.73,4.42,3.48,3.67,3.52,9.08,3.48,3.4,3.12,2.38,2.54,2.39,2.4,2.88,2.76,3.96,2.7,3.26,2.82,2.68,2.4,2.69,1.56,5.81,Upgrade
Income Tax,1.39,0.82,1.46,2.35,2.97,2.29,1.78,1.59,1.26,0.84,1.36,0.45,2.75,1.5,1.5,1.16,1.02,1.52,1.31,1.33,1.29,9.16,1.6,1.54,1.43,1.1,1.04,1.46,1.09,2,1.43,2.23,1.3,2.13,1.47,1.33,1.46,0.66,0.82,0.34,Upgrade
