Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+61 Quarters
Revenue,48.53,47.97,51.41,52.39,48.56,53.73,50.9,52.54,52.8,42.02,43.69,40.15,29.12,40.19,43,39.34,39.72,37.49,38.66,38.6,35.66,34.8,34.21,32.92,32.05,32.45,32.63,32.16,31.57,30.61,30.38,28.57,28.7,27.38,28.5,27.92,27.53,26.71,26.2,27.71,Upgrade
Revenue Growth (YoY),-0.07%,-10.73%,1.00%,-0.29%,-8.02%,27.87%,16.50%,30.88%,81.31%,4.57%,1.60%,2.05%,-26.69%,7.19%,11.23%,1.93%,11.38%,7.74%,13.00%,17.23%,11.26%,7.24%,4.85%,2.36%,1.53%,6.01%,7.39%,12.57%,9.98%,11.80%,6.59%,2.32%,4.28%,2.53%,8.79%,0.78%,2.97%,-0.53%,-5.37%,4.09%,Upgrade
Gross Profit,48.53,47.97,51.41,52.39,48.56,53.73,50.9,52.54,52.8,42.02,43.69,40.15,29.12,40.19,43,39.34,39.72,37.49,38.66,38.6,35.66,34.8,34.21,32.92,32.05,32.45,32.63,32.16,31.57,30.61,30.38,28.57,28.7,27.38,28.5,27.92,27.53,26.71,26.2,27.71,Upgrade
"Selling, General & Admin",28.85,28.81,28.49,27.7,26.93,26.25,25.73,23.73,23.67,22.78,24.26,23.8,24.7,24.21,23.23,21.44,22.02,22.24,22.39,20.56,21.44,20.36,19.64,19.65,18.52,18.08,17.78,19.47,18.79,19.2,16.39,16.4,16.39,16.96,15.28,15.11,14.88,15.01,14.66,15.03,Upgrade
Other Operating Expenses,4.81,4.71,4.34,5.19,3.21,3.65,3.44,3.21,3.07,3.75,4.22,2.77,2.97,2.56,2.65,3.56,3.15,5.56,3.14,2.89,2.66,2.81,2.83,4.29,2.42,2.64,2.84,2.65,2.42,2.63,2.93,2.83,2.62,2.42,2.68,2.7,2.34,2.37,2.35,2.44,Upgrade
Operating Expenses,33.66,33.51,32.83,32.89,30.14,29.9,29.17,26.94,26.74,26.53,28.48,26.58,27.67,26.77,25.89,25,25.17,27.8,25.52,23.45,24.1,23.16,22.47,23.94,20.94,20.72,20.62,22.12,21.22,21.83,19.32,19.24,19.01,19.38,17.96,17.81,17.21,17.39,17.01,17.46,Upgrade
Operating Income,14.86,14.46,18.58,19.51,18.43,23.84,21.73,25.6,26.06,15.49,15.21,13.57,1.45,13.42,17.11,14.34,14.55,9.69,13.14,15.15,11.56,11.64,11.74,8.98,11.11,11.74,12.01,10.04,10.35,8.79,11.06,9.34,9.69,8,10.55,10.11,10.31,9.32,9.19,10.25,Upgrade
Pretax Income,14.86,14.46,18.58,19.51,18.43,23.84,21.73,25.6,26.06,15.49,15.21,13.57,1.45,13.42,17.11,14.34,14.55,9.69,13.14,15.15,11.56,11.64,11.74,8.98,11.11,11.74,12.01,10.04,10.35,8.79,11.06,9.34,9.69,8,10.55,10.11,10.31,9.32,9.19,10.25,Upgrade
Income Tax,2.78,2.37,4.73,3.86,3.44,4.23,4.55,5.4,5.35,1.69,2.94,2.44,0.32,0.31,4.28,2.94,3.03,2.2,2.56,2.98,2.27,0.58,3.46,2.74,3.17,3.05,3.54,2.89,2.73,2.15,2.75,2.75,2.89,0.08,3.37,3.08,3.09,2.96,3.03,3.4,Upgrade
Net Income,12.09,12.09,13.85,15.65,14.98,19.61,17.18,20.2,20.71,13.8,12.27,11.13,1.13,13.11,12.83,11.4,11.52,7.49,10.58,12.17,9.29,11.06,8.28,6.25,7.94,8.69,8.47,7.15,7.62,6.64,8.32,6.59,6.8,7.92,7.18,7.03,7.22,6.37,6.16,6.85,Upgrade
Preferred Dividends,0.37,0.36,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,Upgrade
