Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+41 Quarters
Revenue,15.04,16.65,16.55,16.24,15.88,18.79,17.14,16.62,16.94,15.64,15.47,15.57,14.27,14.16,14.64,15,11.17,-15.39,9.48,8.6,8.93,9.37,7.24,6.31,6.35,6.8,6.86,6.19,5.44,5.43,5.52,5.31,5.36,5.64,5.63,5.39,4.98,5.26,5.04,4.61,Upgrade
Revenue Growth (YoY),-5.31%,-11.39%,-3.40%,-2.32%,-6.26%,20.13%,10.76%,6.80%,18.68%,10.47%,5.68%,3.80%,27.80%,-,54.44%,74.43%,25.06%,-,30.85%,36.33%,40.65%,37.74%,5.60%,1.84%,16.79%,25.28%,24.34%,16.68%,1.46%,-3.76%,-2.08%,-1.54%,7.52%,7.31%,11.87%,16.82%,6.04%,9.02%,13.86%,-6.60%,Upgrade
Gross Profit,15.04,16.65,16.55,16.24,15.88,18.79,17.14,16.62,16.94,15.64,15.47,15.57,14.27,14.16,14.64,15,11.17,-15.39,9.48,8.6,8.93,9.37,7.24,6.31,6.35,6.8,6.86,6.19,5.44,5.43,5.52,5.31,5.36,5.64,5.63,5.39,4.98,5.26,5.04,4.61,Upgrade
"Selling, General & Admin",8.86,8.76,9.39,8.97,8.68,9.32,9.16,8.74,8.92,8.78,8.96,9.11,8.84,8.95,8.77,7.9,8.2,-10.91,6.6,6.63,6.2,6.24,5.94,4.2,4.5,4.89,5.79,4.23,4.01,3.76,3.91,3.87,3.95,4.06,4.17,3.81,3.95,3.94,3.92,3.96,Upgrade
Other Operating Expenses,1.26,1.58,1.88,1.5,0.99,1.21,1.16,1.46,0.57,2.05,1.77,2.28,1.89,1.48,4.21,1.49,1.7,-1.92,1.04,1.24,0.91,0.9,1.97,0.42,0.46,0.5,0.94,0.57,0.4,0.36,0.23,0.49,0.48,0.44,0.51,0.69,0.53,0.84,0.66,0.4,Upgrade
Operating Expenses,10.12,10.34,11.28,10.46,9.67,10.53,10.32,10.2,9.49,10.83,10.72,11.39,10.73,10.43,12.98,9.39,9.89,-12.83,7.64,7.87,7.1,7.14,7.91,4.62,4.96,5.39,6.73,4.8,4.41,4.12,4.13,4.36,4.42,4.49,4.68,4.5,4.48,4.78,4.58,4.36,Upgrade
Operating Income,4.92,6.32,5.28,5.78,6.21,8.27,6.82,6.43,7.45,4.82,4.75,4.17,3.54,3.73,1.66,5.61,1.28,-2.56,1.84,0.72,1.83,2.22,-0.67,1.69,1.39,1.41,0.13,1.39,1.03,1.31,1.39,0.95,0.94,1.15,0.96,0.89,0.51,0.48,0.46,0.26,Upgrade
Pretax Income,4.92,6.32,5.28,5.78,6.21,8.27,6.82,6.43,7.45,4.82,4.75,4.17,3.54,3.73,1.66,5.61,1.28,-2.56,1.84,0.72,1.83,2.22,-0.67,1.69,1.39,1.41,0.13,1.39,1.03,1.31,1.39,0.95,0.94,1.15,0.96,0.89,0.51,0.48,0.46,0.26,Upgrade
Income Tax,1.25,1.62,1.28,1.41,1.51,2.21,1.82,1.72,1.95,1.25,1.27,1.11,0.94,0.56,0.43,1.5,0.32,-0.88,0.74,0.22,0.49,0.88,-0.21,0.6,0.46,0.47,-0.05,0.51,0.35,0.47,0.5,0.34,0.34,0.43,0.36,0.33,0.18,0.17,0.17,0.09,Upgrade
Net Income,3.66,4.7,3.99,4.37,4.71,6.06,5,4.71,5.51,3.57,3.48,3.07,2.61,3.17,1.23,4.11,0.95,-1.68,1.1,0.5,1.34,1.34,-0.46,1.08,0.93,0.94,0.18,0.88,0.68,0.85,0.88,0.61,0.6,0.72,0.6,0.56,0.32,0.3,0.29,0.17,Upgrade
Net Income Growth,-22.18%,-22.47%,-20.09%,-7.22%,-14.53%,69.66%,43.59%,53.34%,111.28%,12.65%,182.01%,-25.27%,173.45%,-,12.28%,716.50%,-28.93%,-,-,-53.55%,43.58%,42.55%,-,23.77%,38.37%,10.98%,-80.07%,42.97%,13.26%,18.46%,46.92%,9.68%,85.67%,135.97%,108.68%,236.14%,-3.60%,16.54%,40.49%,-52.44%,Upgrade
Shares Outstanding (Basic),10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Upgrade
Shares Change,-0.51%,-0.18%,-1.42%,-3.28%,-3.34%,-5.85%,-4.20%,-2.35%,-2.25%,-1.02%,-1.07%,1.47%,1.46%,2.89%,90.57%,85.75%,86.21%,86.17%,12.08%,12.32%,12.07%,11.83%,0.47%,0.42%,0.75%,0.57%,0.37%,0.23%,0.66%,0.91%,1.27%,1.27%,0.50%,0.60%,0.24%,0.24%,0.24%,0.16%,0.38%,0.44%,Upgrade
EPS (Basic),0.35,0.45,0.38,0.41,0.45,0.57,0.47,0.44,0.50,0.32,0.31,0.28,0.23,0.28,0.11,0.37,0.09,-0.37,0.18,0.09,0.23,0.23,-0.09,0.21,0.18,0.18,0.04,0.16,0.13,0.16,0.17,0.12,0.11,0.14,0.12,0.11,0.06,0.06,0.05,0.03,Upgrade
EPS (Diluted),0.35,0.45,0.38,0.41,0.45,0.57,0.47,0.44,0.50,0.32,0.31,0.28,0.23,0.28,0.11,0.37,0.09,-0.26,0.06,0.08,0.23,0.23,-0.10,0.20,0.17,0.18,0.04,0.16,0.13,0.16,0.17,0.12,0.11,0.14,0.11,0.11,0.06,0.06,0.05,0.03,Upgrade
EPS Growth,-22.22%,-21.05%,-19.15%,-6.82%,-10.00%,78.12%,51.61%,57.14%,117.39%,14.29%,181.82%,-24.32%,155.56%,-,83.33%,362.50%,-60.87%,-,-,-60.00%,35.29%,27.78%,-,25.00%,30.77%,12.50%,-76.47%,33.33%,18.18%,14.29%,54.55%,9.09%,83.33%,133.33%,120.00%,266.67%,0%,20.00%,25.00%,-57.14%,Upgrade
Free Cash Flow Per Share,0.14,0.71,0.33,0.65,0.77,0.24,0.58,-0.36,1.20,0.67,0.43,0.04,0.79,0.51,-0.07,0.21,-0.08,-0.23,-1.66,2.26,0.37,0.38,-0.17,0.23,0.64,-0.46,0.46,0.27,0.01,0.16,0.32,0.20,0.47,0.06,0.36,0.56,0.29,0.24,0.33,0.46,Upgrade
Dividend Per Share,0.290,-,-,-,0.260,-,-,-,0.230,-,-,-,0.210,-,-,-,0.200,-,-,-,0.200,-,-,-,0.160,-,-,-,0.120,-,-,-,0.080,-,-,-,0.040,-,-,0.020,Upgrade
Dividend Growth,11.54%,-,-,-,13.04%,-,-,-,9.52%,-,-,-,5.00%,-,-,-,0%,-,-,-,25.00%,-,-,-,33.33%,-,-,-,50.00%,-,-,-,100.00%,-,-,-,-,-,-,-,Upgrade
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,-,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
Operating Margin,32.69%,37.93%,31.88%,35.57%,39.12%,43.99%,39.78%,38.65%,43.98%,30.79%,30.68%,26.81%,24.82%,26.35%,11.37%,37.39%,11.42%,-,19.36%,8.41%,20.47%,23.73%,-9.18%,26.75%,21.94%,20.69%,1.91%,22.42%,18.89%,24.19%,25.10%,17.88%,17.50%,20.35%,17.00%,16.55%,10.13%,9.04%,9.03%,5.53%,Upgrade
Profit Margin,24.35%,28.20%,24.12%,26.89%,29.63%,32.23%,29.16%,28.31%,32.50%,22.82%,22.49%,19.72%,18.26%,22.38%,8.43%,27.39%,8.53%,-,11.59%,5.85%,15.02%,14.31%,-6.32%,17.17%,14.71%,13.82%,2.57%,14.13%,12.41%,15.60%,16.01%,11.53%,11.12%,12.68%,10.67%,10.35%,6.44%,5.76%,5.72%,3.60%,Upgrade
Free Cash Flow Margin,10.04%,44.44%,20.76%,41.89%,50.77%,13.67%,36.11%,-23.91%,77.20%,47.89%,31.18%,2.85%,61.90%,40.48%,-5.09%,15.26%,-8.14%,-,-103.50%,155.62%,24.52%,23.66%,-12.04%,19.43%,53.26%,-35.44%,35.44%,22.87%,0.68%,15.71%,30.00%,20.03%,45.08%,5.53%,33.48%,53.58%,30.10%,23.52%,34.23%,51.24%,Upgrade
Effective Tax Rate,25.51%,25.64%,24.33%,24.42%,24.24%,26.72%,26.69%,26.77%,26.10%,25.87%,26.69%,26.47%,26.45%,15.06%,25.84%,26.75%,25.25%,-,40.11%,30.43%,26.64%,39.72%,-,35.80%,32.95%,33.19%,-34.35%,36.96%,34.27%,35.49%,36.25%,35.51%,36.46%,37.72%,37.27%,37.44%,36.44%,36.21%,36.70%,34.90%,Upgrade
