Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+61 Quarters
Revenue,217.9,219.46,221.82,217.12,232.28,226.73,226.77,240.82,222.47,200.28,131.72,117.09,91.48,155.86,158.43,152.24,151.32,150.84,139.52,131.41,126.93,111.51,66.46,126.36,105.35,121.43,122.82,119.02,122.06,114.75,112.51,58.88,125.41,123.17,116.87,119.09,110.76,122.18,118.77,-12.24,Upgrade
Revenue Growth (YoY),-6.19%,-3.20%,-2.18%,-9.84%,4.41%,13.21%,72.17%,105.68%,143.19%,28.50%,-16.86%,-23.09%,-39.54%,3.33%,13.55%,15.85%,19.21%,35.27%,109.92%,4.00%,20.49%,-8.17%,-45.89%,6.16%,-13.69%,5.83%,9.16%,102.14%,-2.66%,-6.84%,-3.73%,-50.56%,13.23%,0.82%,-1.60%,-,310.22%,14.25%,6.35%,-,Upgrade
Gross Profit,217.9,219.46,221.82,217.12,232.28,226.73,226.77,240.82,222.47,200.28,131.72,117.09,91.48,155.86,158.43,152.24,151.32,150.84,139.52,131.41,126.93,111.51,66.46,126.36,105.35,121.43,122.82,119.02,122.06,114.75,112.51,58.88,125.41,123.17,116.87,119.09,110.76,122.18,118.77,-12.24,Upgrade
"Selling, General & Admin",93.56,92.34,93.17,88.89,86,89,90.45,93.82,95.76,96.16,76.74,70.19,73.4,73.1,72.42,72.26,69.37,70.54,69.27,67.51,68.43,66.64,66.14,72.02,71.89,43.25,71.34,72.89,74.74,77.63,73.93,82.74,74.95,74.41,74.08,76.16,72.67,76.45,74.82,78.33,Upgrade
Other Operating Expenses,21.71,20.59,22.02,19.44,20.66,22.46,23.59,36.35,37.55,38.61,30.77,19.6,18.78,29.21,20.42,20.68,21.02,20.42,21.6,22.71,17.6,18.5,19.47,17.05,16,40.99,16.97,16.66,18.26,18.4,19.35,20.06,16.78,19.31,19.53,21.99,20.11,30.1,24.33,33,Upgrade
Operating Expenses,115.27,112.93,115.19,108.33,106.66,111.47,114.04,130.17,133.3,134.76,107.51,89.79,92.18,102.31,92.83,92.94,90.38,90.96,90.87,90.22,86.03,85.14,85.61,89.07,87.88,84.24,88.3,89.54,93,96.03,93.28,102.8,91.73,93.72,93.6,98.15,92.79,106.54,99.15,111.32,Upgrade
Operating Income,102.63,106.53,106.63,108.8,125.63,115.26,112.74,110.65,89.17,65.51,24.21,27.3,-0.7,53.55,65.6,59.3,60.93,59.89,48.66,41.19,40.91,26.38,-19.15,37.29,17.47,37.2,34.52,29.48,29.07,18.72,19.23,-43.92,33.68,29.45,23.27,20.95,17.97,15.63,19.62,-123.56,Upgrade
Other Expense / Income,-,-,-,-,-,1.68,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.22,-,-,-,-,-,-,-,-,-,-1.28,-0.38,-,-,-,Upgrade
Pretax Income,102.63,106.53,106.63,108.8,125.63,113.58,112.07,109.98,88.5,64.85,23.54,26.63,-1.37,52.88,64.93,58.63,60.26,59.22,47.99,40.52,40.24,25.71,-19.82,36.62,16.8,36.98,34.52,29.48,29.07,18.72,19.23,-43.92,33.68,29.45,23.27,22.23,18.35,15.63,19.62,-123.56,Upgrade
Income Tax,31.94,33.36,32.03,34.1,43.03,41.62,37.06,40.09,28.02,15.38,-4.41,6.05,-2.97,17.1,19.27,18.01,17.62,-41.22,12.33,10.16,7.76,2.21,-8.4,9.29,-8.07,13.34,10.44,7.52,5.72,3.76,4.48,-9.84,8.03,-301.32,0.06,-0.28,0.89,0.85,3.68,-0.98,Upgrade
Net Income,70.7,73.17,74.6,74.7,82.6,71.96,75.01,69.89,60.48,49.47,27.94,20.59,1.6,35.78,45.66,40.62,42.65,100.44,35.65,30.36,32.48,23.5,-11.42,27.33,24.87,23.64,24.07,21.95,23.34,14.97,14.76,-34.07,25.65,330.78,23.2,22.51,17.46,14.79,15.94,-122.58,Upgrade
Net Income Growth,-14.41%,1.69%,-0.54%,6.88%,36.57%,45.46%,168.43%,239.48%,3687.16%,38.26%,-38.80%,-49.32%,-96.26%,-64.38%,28.06%,33.77%,31.30%,327.39%,-,11.10%,30.58%,-0.57%,-,24.49%,6.55%,57.91%,63.13%,-,-8.98%,-95.48%,-36.39%,-,46.87%,2136.65%,45.55%,-,-,1.75%,-16.43%,-,Upgrade
Shares Outstanding (Basic),181,185,188,198,198,206,209,216,218,218,218,218,217,217,217,217,217,217,217,216,216,216,216,218,218,217,217,217,215,215,215,214,213,213,213,209,207,207,207,206,Upgrade
Shares Change,-8.99%,-10.23%,-9.84%,-8.39%,-9.08%,-5.77%,-4.43%,-1.17%,0.40%,0.40%,0.39%,0.38%,0.06%,0.05%,0.06%,0.43%,0.42%,0.48%,0.55%,-0.94%,-0.54%,-0.56%,-0.55%,0.65%,1.07%,1.12%,1.14%,1.51%,0.99%,0.94%,0.92%,2.20%,2.89%,2.87%,2.79%,1.44%,0.45%,0.43%,0.42%,0.05%,Upgrade
EPS (Basic),0.39,0.40,0.40,0.38,0.42,0.35,0.36,0.33,0.28,0.23,0.13,0.09,0.01,0.16,0.21,0.19,0.20,0.46,0.16,0.14,0.15,0.11,-0.05,0.13,0.12,0.11,0.11,0.10,0.11,0.07,0.07,-0.16,0.12,1.59,0.11,0.11,0.08,0.07,0.08,-0.60,Upgrade
EPS (Diluted),0.39,0.40,0.40,0.38,0.41,0.35,0.36,0.33,0.28,0.23,0.13,0.09,0.01,0.17,0.21,0.19,0.20,0.47,0.16,0.14,0.15,0.11,-0.05,0.13,0.11,0.11,0.11,0.10,0.11,0.07,0.07,-0.16,0.12,1.57,0.11,0.11,0.08,0.07,0.08,-0.60,Upgrade
EPS Growth,-4.88%,14.29%,11.11%,15.15%,46.43%,52.17%,176.92%,266.67%,2700.00%,35.29%,-38.10%,-52.63%,-95.00%,-63.83%,31.25%,35.71%,33.33%,327.27%,-,7.69%,36.36%,0%,-,30.00%,0%,57.14%,57.14%,-,-8.33%,-95.54%,-36.36%,-,50.00%,2142.86%,37.50%,-,-,0%,-11.11%,-,Upgrade
