Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,+68 Quarters
Revenue,46.34,44.67,51.61,49.73,49.29,51.46,49.08,59.93,46.27,49.74,39.41,52.29,47.75,43.13,55.02,49.2,46.37,49.44,40.54,48.83,44.8,43.63,43.86,40.03,42.45,41.85,41.75,39.86,40.36,44.77,40.95,40.92,42.66,41.59,41.16,40.82,43.25,44.65,36.65,35.02,Upgrade
Revenue Growth (YoY),-5.98%,-13.19%,5.16%,-17.02%,6.53%,3.46%,24.52%,14.62%,-3.09%,15.33%,-28.37%,6.28%,2.97%,-12.77%,35.71%,0.77%,3.51%,13.32%,-7.57%,21.97%,5.54%,4.25%,5.06%,0.43%,5.17%,-6.52%,1.95%,-2.60%,-5.38%,7.66%,-0.51%,0.23%,-1.37%,-6.86%,12.31%,16.57%,22.51%,27.74%,6.08%,15.19%,Upgrade
Cost of Revenue,30.63,32.75,31.17,31.67,35.05,31.7,33.27,30,29.22,27.08,33.58,35.05,34.72,34.15,35.31,34.17,33.09,32.22,33.17,30.07,30.42,27.03,30,24.5,26.96,26.92,24.83,25.1,24.64,26.38,25.24,25.2,27.09,27.07,26.83,25.23,26.79,25,23.36,21.76,Upgrade
Gross Profit,15.71,11.92,20.44,18.06,14.25,19.75,15.8,29.93,17.05,22.66,5.83,17.24,13.03,8.98,19.71,15.03,13.28,17.22,7.37,18.76,14.38,16.6,13.86,15.53,15.49,14.93,16.92,14.75,15.72,18.39,15.71,15.72,15.56,14.52,14.33,15.6,16.46,19.65,13.29,13.26,Upgrade
"Selling, General & Admin",12.84,10.22,12.84,10.83,11.93,12.18,12.56,12.13,11.2,10.85,12.63,11.48,11.47,11.51,11.02,10.59,8.72,9.72,10.02,11.65,10.18,11.01,10.61,10.46,11.56,10.95,11.83,10.21,11.82,10.49,10.72,10.7,10.24,10.07,9.91,10.48,10.4,10.4,9.28,8.51,Upgrade
Other Operating Expenses,3.3,3.4,3.45,3.5,3.26,3.47,3.44,2.43,3.05,3.11,2.95,3.61,2.77,2.51,2.87,3.63,2.96,2.97,3.24,3.77,3.13,2.98,3.19,3.19,3.22,3.24,3.35,4.03,3.18,3.36,3.63,3.32,3.35,3.02,3,3.24,2.93,2.75,2.42,2.54,Upgrade
Operating Expenses,16.14,13.62,16.29,14.32,15.19,15.65,16,14.56,14.25,13.97,15.58,15.09,14.24,14.02,13.88,14.21,11.68,12.69,13.26,15.42,13.31,13.99,13.8,13.65,14.78,14.19,15.17,14.25,15,13.85,14.35,14.02,13.59,13.1,12.91,13.72,13.33,13.15,11.7,11.05,Upgrade
Operating Income,-0.43,-1.7,4.15,3.74,-0.95,4.1,-0.2,15.37,2.8,8.7,-9.75,2.15,-1.21,-5.04,5.83,0.82,1.6,4.54,-5.89,3.34,1.07,2.61,0.06,1.88,0.71,0.74,1.75,0.51,0.73,4.54,1.36,1.69,1.98,1.42,1.42,1.88,3.13,6.5,1.59,2.21,Upgrade
Interest Expense / Income,0.52,0.41,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.41,0.48,0.51,0.53,0.55,0.55,0.54,0.53,0.51,0.46,0.45,0.44,0.42,0.41,0.41,0.4,0.39,0.37,0.37,0.36,0.35,0.35,0.36,0.39,0.43,0.43,0.44,0.44,0.44,0.58,0.66,Upgrade
Pretax Income,-0.95,-2.12,3.8,3.39,-1.29,3.75,-0.55,15.02,2.43,8.28,-10.23,1.64,-1.74,-5.59,5.29,0.28,1.07,4.03,-6.35,2.89,0.63,2.19,-0.35,1.47,0.32,0.36,1.38,0.14,0.37,4.19,1.01,1.34,1.59,0.99,0.99,1.44,2.69,6.06,1.01,1.55,Upgrade
Income Tax,-0.27,-0.44,0.95,0.72,-0.38,0.79,-0.12,3.17,0.56,1.75,-2.14,0.37,-0.35,-1.16,1.12,0.07,0.14,0.85,-1.33,0.35,-0.12,0.73,-0.13,0.13,0.17,0.12,0.48,0.03,0.13,0.84,0.32,0.06,0.14,0.11,0.17,-0.02,0.01,0.1,0.09,0.64,Upgrade
Net Income,-0.68,-1.68,2.84,2.67,-0.92,2.96,-0.43,11.85,1.88,6.53,-8.09,1.27,-1.39,-4.43,4.16,0.2,0.93,3.19,-5.02,2.54,0.75,1.46,-0.22,1.35,0.15,0.24,0.9,0.11,0.24,3.35,0.69,1.28,1.45,0.88,0.82,1.46,2.68,5.96,0.92,0.91,Upgrade
Preferred Dividends,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,Upgrade
Net Income Common,-0.78,-1.78,2.74,2.57,-1.02,2.86,-0.53,11.75,1.78,6.43,-8.19,1.17,-1.49,-4.53,4.06,0.1,0.83,3.09,-5.12,2.44,0.65,1.36,-0.32,1.25,0.05,0.14,0.8,0.01,0.14,3.25,0.59,1.17,1.33,0.76,0.7,1.34,2.56,5.84,0.8,0.79,Upgrade
Net Income Growth,-,-,-,-78.17%,-,-55.50%,-,904.10%,-,-,-,1058.42%,-,-,-,-95.86%,28.90%,126.84%,-,95.67%,1220.41%,864.54%,-,8814.29%,-64.49%,-95.65%,34.97%,-98.80%,-89.66%,327.54%,-15.67%,-13.04%,-47.93%,-87.01%,-11.70%,70.52%,167.71%,793.12%,-48.04%,-1.38%,Upgrade
Shares Outstanding (Basic),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,Upgrade
Shares Change,-0.06%,-0.06%,-0.18%,-0.17%,-0.21%,-0.11%,-0.28%,-0.32%,1.45%,1.47%,1.35%,1.39%,-0.44%,-0.60%,-0.99%,-1.17%,-1.05%,-0.74%,-0.10%,0.12%,-0.05%,-0.02%,0.14%,-0.64%,-0.57%,-0.75%,-0.91%,-0.36%,-0.55%,-1.08%,-2.30%,-2.73%,-2.83%,-2.73%,-0.33%,0.42%,0.27%,0.51%,-0.65%,-5.75%,Upgrade
EPS (Basic),-0.04,-0.09,0.13,0.13,-0.05,0.14,-0.03,0.58,0.09,0.31,-0.40,0.06,-0.07,-0.22,0.20,0.01,0.04,0.15,-0.25,0.12,0.03,0.07,-0.02,0.06,-,0.01,0.04,-,0.01,0.16,0.03,0.06,0.06,0.04,0.03,0.07,0.12,0.27,0.04,0.04,Upgrade
EPS (Diluted),-0.04,-0.09,0.13,0.13,-0.05,0.14,-0.03,0.56,0.09,0.30,-0.40,0.06,-0.07,-0.22,0.19,0.01,0.04,0.15,-0.25,0.12,0.03,0.07,-0.02,0.06,-,0.01,0.04,-,0.01,0.15,0.03,0.06,0.06,0.04,0.03,0.06,0.12,0.26,0.04,0.03,Upgrade
EPS Growth,-,-,-,-76.79%,-,-53.33%,-,833.33%,-,-,-,500.00%,-,-,-,-91.67%,33.33%,114.29%,-,100.00%,-,600.00%,-,-,-,-93.33%,33.33%,-,-83.33%,275.00%,0%,0%,-50.00%,-84.62%,-25.00%,100.00%,200.00%,766.67%,-42.86%,0%,Upgrade
Free Cash Flow Per Share,0.10,0.17,-0.39,0.52,0.21,-0.39,-0.30,0.48,-0.07,0.54,-0.52,0.28,-0.02,-0.01,-0.34,0.47,0.06,0.01,-0.34,0.65,0.23,0.02,-0.30,0.17,0.28,-0.05,-0.35,0.17,0.03,0.11,-0.21,0.28,-0.11,0.13,-0.28,0.21,0.41,0.07,-0.14,0.21,Upgrade
Dividend Per Share,-,0.020,-,-,-,0.020,-,-,-,-,-,-,-,0.020,-,-,-,0.020,-,-,-,0.020,-,-,-,0.020,-,-,-,0.020,-,0.020,-,-,0.020,-,-,-,0.020,0.050,Upgrade
Gross Margin,33.91%,26.68%,39.60%,36.31%,28.90%,38.39%,32.20%,49.95%,36.85%,45.56%,14.79%,32.97%,27.28%,20.81%,35.83%,30.54%,28.65%,34.84%,18.17%,38.41%,32.10%,38.05%,31.61%,38.81%,36.50%,35.68%,40.53%,37.02%,38.96%,41.07%,38.36%,38.41%,36.48%,34.91%,34.82%,38.21%,38.06%,44.01%,36.26%,37.86%,Upgrade
