Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Revenue,14.86,15.85,15.45,14.13,14.23,14.85,15.97,14.34,13.69,14.02,12.96,11.88,11.27,12.29,12.44,12.29,11.42,11.56,11.7,11.82,10.96,10.48,9.48,9.62,8.92,8.76,8.86,8.72,8.29,8.29,8.39,8.38,8.02,8.15,8.24,7.45,7.22,6.5,6.38,6.62,Upgrade
Revenue Growth (YoY),4.43%,6.76%,-3.27%,-1.48%,3.99%,5.95%,23.20%,20.72%,21.44%,14.05%,4.20%,-3.36%,-1.35%,6.32%,6.30%,3.99%,4.21%,10.27%,23.42%,22.94%,22.86%,19.71%,7.04%,10.21%,7.69%,5.61%,5.60%,4.13%,3.28%,1.71%,1.76%,12.52%,11.11%,25.42%,29.18%,12.51%,16.24%,0.93%,-3.54%,6.14%,Upgrade
Gross Profit,14.86,15.85,15.45,14.13,14.23,14.85,15.97,14.34,13.69,14.02,12.96,11.88,11.27,12.29,12.44,12.29,11.42,11.56,11.7,11.82,10.96,10.48,9.48,9.62,8.92,8.76,8.86,8.72,8.29,8.29,8.39,8.38,8.02,8.15,8.24,7.45,7.22,6.5,6.38,6.62,Upgrade
"Selling, General & Admin",7.84,8.06,7.65,7.74,7.52,7.6,7.61,7.33,7.37,7.23,7.48,7.06,6.97,6.68,6.68,6.68,6.39,6.1,6.35,6.22,5.66,5.53,5.22,5.76,5.28,4.84,5.16,5.25,4.83,4.38,4.67,5.16,4.68,4.19,4.76,4.58,4.34,3.66,3.82,3.96,Upgrade
Other Operating Expenses,2.59,2.64,2.76,2.45,2.44,2.28,2.29,2.55,2.18,2.42,2.23,2.07,2.07,2.19,2.11,1.96,1.94,2.07,1.79,2.01,1.93,2.85,1.67,1.61,1.44,1.68,1.42,1.08,1.51,1.74,1.39,1.23,1.42,1.9,1.3,1.21,1.69,2.04,1.14,1,Upgrade
Operating Expenses,10.44,10.69,10.42,10.19,9.95,9.88,9.91,9.88,9.54,9.65,9.71,9.13,9.04,8.86,8.79,8.64,8.32,8.17,8.13,8.23,7.59,8.37,6.89,7.37,6.72,6.52,6.58,6.33,6.34,6.12,6.07,6.39,6.1,6.09,6.06,5.79,6.03,5.7,4.96,4.96,Upgrade
Operating Income,4.43,5.16,5.03,3.94,4.28,4.97,6.07,4.46,4.15,4.36,3.25,2.75,2.23,3.42,3.65,3.65,3.1,3.39,3.57,3.6,3.37,2.11,2.59,2.25,2.2,2.24,2.28,2.39,1.94,2.17,2.32,1.99,1.92,2.06,2.18,1.66,1.2,0.8,1.43,1.66,Upgrade
Pretax Income,4.43,5.16,5.03,3.94,4.28,4.97,6.07,4.46,4.15,4.36,3.25,2.75,2.23,3.42,3.65,3.65,3.1,3.39,3.57,3.6,3.37,2.11,2.59,2.25,2.2,2.24,2.28,2.39,1.94,2.17,2.32,1.99,1.92,2.06,2.18,1.66,1.2,0.8,1.43,1.66,Upgrade
Income Tax,0.96,1.12,1.08,0.81,0.79,1.05,1.32,0.92,0.89,0.93,0.6,0.53,0.44,0.73,0.75,0.77,0.61,0.7,0.74,0.6,0.66,1.61,0.7,0.58,0.45,0.45,0.6,0.65,0.48,0.57,0.64,0.55,0.52,0.56,0.63,0.46,0.33,-0.05,0.38,0.46,Upgrade
Net Income,3.46,4.04,3.95,3.13,3.49,3.92,4.75,3.54,3.26,3.44,2.65,2.22,1.79,2.7,2.9,2.88,2.5,2.69,2.83,3,2.71,0.5,1.89,1.66,1.76,1.79,1.68,1.75,1.47,1.6,1.68,1.44,1.4,1.51,1.55,1.2,0.86,0.85,1.05,1.2,Upgrade
Net Income Growth,-0.75%,3.16%,-16.79%,-11.66%,7.19%,14.06%,79.03%,59.81%,81.44%,27.40%,-8.49%,-23.05%,-28.10%,0.41%,2.29%,-4.00%,-7.90%,435.06%,49.66%,80.35%,54.27%,-71.99%,12.88%,-4.64%,19.62%,11.93%,-0.12%,20.93%,4.56%,6.31%,8.18%,20.15%,62.88%,77.18%,48.37%,-0.17%,-16.96%,-16.75%,18.73%,58.29%,Upgrade
Shares Outstanding (Basic),8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,Upgrade
Shares Change,0.40%,0.37%,0.36%,0.46%,0.45%,0.69%,0.71%,0.84%,0.87%,0.95%,1.21%,-2.64%,-2.63%,-2.72%,-2.74%,0.85%,0.94%,13.77%,13.56%,13.49%,13.09%,0.05%,-0.03%,0.06%,0.30%,0.28%,0.29%,0.61%,0.14%,0.36%,0.29%,-,1.11%,25.76%,25.83%,25.74%,24.95%,1.38%,1.37%,59.80%,Upgrade
EPS (Basic),0.46,0.54,0.52,0.42,0.46,0.52,0.63,0.47,0.44,0.46,0.36,0.30,0.24,0.36,0.40,0.38,0.33,0.35,0.38,0.39,0.36,0.05,0.29,0.24,0.27,0.27,0.25,0.27,0.22,0.24,0.26,0.22,0.22,0.22,0.24,0.18,0.14,0.16,0.20,0.22,Upgrade
