Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,59.51,55.56,54.16,51.69,50.51,49.38,54.25,53.02,55.31,54.15,58.78,53.65,36.26,40.24,39.32,38.11,36.69,37.13,36.03,34.5,33.5,33.56,33.77,33.04,32.14,32.37,32.33,34.69,31.44,32.5,31.88,33.4,31.06,31.45,31.83,31.29,30.71,32.43,32.67,31.88,Upgrade
Revenue Growth (YoY),17.80%,12.50%,-0.15%,-2.51%,-8.66%,-8.81%,-7.71%,-1.17%,52.52%,34.56%,49.47%,40.79%,-1.18%,8.39%,9.15%,10.47%,9.55%,10.63%,6.69%,4.40%,4.20%,3.67%,4.44%,-4.75%,2.26%,-0.40%,1.41%,3.85%,1.20%,3.35%,0.18%,6.77%,1.14%,-3.01%,-2.59%,-1.85%,-5.22%,3.63%,2.93%,9.06%,Upgrade
Gross Profit,59.51,55.56,54.16,51.69,50.51,49.38,54.25,53.02,55.31,54.15,58.78,53.65,36.26,40.24,39.32,38.11,36.69,37.13,36.03,34.5,33.5,33.56,33.77,33.04,32.14,32.37,32.33,34.69,31.44,32.5,31.88,33.4,31.06,31.45,31.83,31.29,30.71,32.43,32.67,31.88,Upgrade
"Selling, General & Admin",32.4,31.82,30.89,31.46,30.95,30.74,31.28,31.35,32.03,32.7,32.07,29.46,24.72,22.04,20.91,20.97,20.86,21.13,20.54,20.3,20.46,19.5,20.21,20.2,20.24,18.97,20.73,20.64,20.7,20.47,21.1,20.66,20.92,20.29,19.95,19.71,20.08,20.93,20.56,20.81,Upgrade
Other Operating Expenses,8.06,9.99,8.92,9.04,8.28,6.96,8.43,10.77,8.45,8.65,8.27,7.85,6.25,7.1,6.96,7.42,7.34,5.38,8.16,8.09,7.44,7.4,6.5,7.73,7.68,8.59,7.3,8.07,8.23,7.81,8.07,7.78,8.47,8.02,8.65,9.37,8.29,8.72,9.59,9.66,Upgrade
Operating Expenses,40.46,41.81,39.81,40.5,39.23,37.71,39.7,42.12,40.48,41.35,40.34,37.3,30.97,29.14,27.87,28.4,28.2,26.51,28.7,28.39,27.91,26.9,26.71,27.92,27.92,27.56,28.02,28.7,28.93,28.28,29.16,28.44,29.39,28.31,28.61,29.08,28.37,29.65,30.15,30.46,Upgrade
Operating Income,19.05,13.75,14.35,11.2,11.28,11.68,14.54,10.9,14.83,12.81,18.44,16.35,5.29,11.1,11.45,9.71,8.5,10.62,7.33,6.1,5.59,6.66,7.06,5.12,4.22,4.81,4.31,5.99,2.51,4.22,2.72,4.96,1.67,3.14,3.22,2.21,2.35,2.78,2.52,1.41,Upgrade
Other Expense / Income,-0.04,-0.52,-0.04,0.31,0.59,3.26,1.5,1.42,2.54,2.23,4.88,4.25,-0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Pretax Income,19.09,14.26,14.39,10.89,10.69,8.41,13.04,9.49,12.29,10.58,13.56,12.1,5.57,11.1,11.45,9.71,8.5,10.62,7.33,6.1,5.59,6.66,7.06,5.12,4.22,4.81,4.31,5.99,2.51,4.22,2.72,4.96,1.67,3.14,3.22,2.21,2.35,2.78,2.52,1.41,Upgrade
Income Tax,4.13,2.6,3.07,2.18,2.24,2.04,2.95,2.06,2.79,2.83,3.17,2.95,1.28,2.54,2.97,2.39,2.06,2.17,1.34,0.1,-0.18,6.66,2.51,1.56,1.48,1.52,1.44,2.06,0.86,1.62,1.03,1.12,0.69,1.22,1.1,0.74,-1.41,0.01,0.93,0.57,Upgrade
