Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Revenue,36.35,29.96,28.93,23.35,24.34,28.35,23.13,20.49,19.23,18.73,21.28,25.41,27.53,26,27.93,28.11,28.69,27.38,27.62,24.76,27.23,28.67,27.87,31.08,33.71,31.87,32.16,35.54,39.11,35.26,39.12,40.64,42.66,39.2,40.14,35.48,37.88,34.44,31.45,33.72,Upgrade
Revenue Growth (YoY),49.34%,5.69%,25.09%,13.93%,26.55%,51.34%,8.70%,-19.34%,-30.15%,-27.96%,-23.80%,-9.62%,-4.02%,-5.03%,1.09%,13.54%,5.37%,-4.49%,-0.87%,-20.35%,-19.25%,-10.04%,-13.35%,-12.54%,-13.79%,-9.63%,-17.80%,-12.55%,-8.33%,-10.05%,-2.54%,14.56%,12.62%,13.84%,27.65%,5.19%,21.96%,4.49%,2.08%,14.77%,Upgrade
Cost of Revenue,7.57,6.79,4.85,4.89,4.98,7.77,5.16,4.36,4.28,4.11,4.37,4.64,6.79,5.49,4.64,7.12,4.52,7.09,7.05,6.27,6.72,7.49,7.12,6.05,8.38,8.11,7.94,8.59,9.15,8.65,11.61,11.66,12.32,11.67,9.35,11.5,11.03,10.24,9.69,9.83,Upgrade
Gross Profit,28.78,23.17,24.08,18.46,19.36,20.58,17.97,16.14,14.95,14.62,16.91,20.76,20.74,20.52,23.28,20.99,24.17,20.29,20.57,18.49,20.51,21.18,20.75,25.04,25.34,23.76,24.22,26.95,29.96,26.61,27.51,28.98,30.34,27.54,30.79,23.97,26.84,24.2,21.75,23.9,Upgrade
"Selling, General & Admin",1.1,1.11,0.97,0.97,0.97,0.97,0.9,0.9,1.15,1.15,1.15,1.17,1.17,1.17,1.16,1.23,1.22,1.14,1.14,1.15,1.15,1.15,1.55,1.56,1.56,1.56,1.78,1.8,1.84,1.75,0.83,1.71,1.67,1.55,0.57,1.86,1.72,1.69,0.53,1.68,Upgrade
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,1.1,1.11,0.97,0.97,0.97,0.97,0.9,0.9,1.15,1.15,3.33,1.17,1.17,1.17,1.16,1.23,3.39,1.14,1.14,1.15,1.15,1.15,1.55,1.56,1.56,1.56,1.78,1.8,1.84,1.75,0.83,1.71,1.67,1.55,0.57,1.86,1.72,1.69,0.53,1.68,Upgrade
Operating Income,27.68,22.06,23.11,17.49,18.39,19.61,17.07,15.24,13.8,13.47,13.58,19.6,19.57,19.35,22.13,19.76,20.78,19.15,19.43,17.34,19.36,20.03,19.2,23.48,23.77,22.2,22.43,25.15,28.12,24.86,26.69,27.27,28.66,25.99,30.22,22.11,25.13,22.51,21.22,22.22,Upgrade
Interest Expense / Income,10.59,9.73,8.64,6.74,6.5,6.89,5.67,6.94,4.89,5,6.02,8.32,8.96,8.87,7.82,7.81,7.03,6.28,5.45,5.57,5.94,5.86,6,6.72,7.18,6.74,6.93,7.01,6.94,6.73,6.66,6.62,6.57,6.52,5.55,5.03,5.1,4.56,4.09,4.21,Upgrade
Other Expense / Income,11.77,82.23,49.2,29.03,8.53,-12.99,-13.86,-23.74,-29.73,-62.82,-2.25,-4.63,70.6,-9.02,5.74,6.02,18.2,5.8,1.5,-5.13,7.38,1.87,5.34,-2.45,4.71,-9.01,-12.55,-10.04,16.88,57.59,18.65,15.72,14.72,43.42,25.74,-14.9,-20.65,-21.5,-5.38,4.19,Upgrade
