Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+65 Quarters
Revenue,10.87,11.15,11.23,11.21,10.97,12.17,11.23,10.72,9.38,8.82,8.12,8.03,8.46,8.48,7.89,7.32,7.5,7.19,7.05,7.19,6.68,6.62,6.56,6.21,6.05,6.08,5.94,5.87,5.63,5.61,5.77,5.23,4.99,5.43,4.89,4.72,4.6,4.69,4.39,4.73,Upgrade
Revenue Growth (YoY),-0.91%,-8.41%,-0.02%,4.61%,16.97%,38.09%,38.34%,33.58%,10.84%,3.97%,2.90%,9.71%,12.86%,17.93%,12.01%,1.68%,12.30%,8.58%,7.33%,15.88%,10.42%,8.93%,10.51%,5.78%,7.35%,8.44%,2.96%,12.22%,12.96%,3.24%,18.07%,10.78%,8.35%,15.88%,11.30%,-0.19%,9.63%,3.08%,7.84%,9.59%,Upgrade
Gross Profit,10.87,11.15,11.23,11.21,10.97,12.17,11.23,10.72,9.38,8.82,8.12,8.03,8.46,8.48,7.89,7.32,7.5,7.19,7.05,7.19,6.68,6.62,6.56,6.21,6.05,6.08,5.94,5.87,5.63,5.61,5.77,5.23,4.99,5.43,4.89,4.72,4.6,4.69,4.39,4.73,Upgrade
"Selling, General & Admin",6.49,6.34,6.12,5.96,6.15,6.22,5.8,5.91,5.68,6,5.4,4.92,5.22,5.18,5.26,5.4,5.55,5.06,4.91,4.96,4.78,5,4.5,4.24,4.27,4.18,4.13,3.99,3.98,3.78,3.86,3.55,3.68,3.44,3.29,3.28,3.34,3.28,3.16,3,Upgrade
Other Operating Expenses,1.04,0.87,1.14,1.19,1.11,0.97,1.02,0.93,0.96,0.85,0.83,0.84,1.03,1.02,1.03,1.14,1.16,0.99,1.01,1.17,0.68,0.86,0.75,0.77,0.71,0.65,0.67,0.79,0.72,0.8,0.7,0.68,0.55,0.76,0.52,0.48,0.57,0.7,0.51,0.6,Upgrade
Operating Expenses,7.52,7.21,7.27,7.15,7.25,7.19,6.82,6.85,6.64,6.85,6.23,5.76,6.25,6.2,6.28,6.54,6.71,6.05,5.91,6.13,5.46,5.86,5.25,5.01,4.97,4.83,4.8,4.78,4.7,4.57,4.56,4.23,4.22,4.2,3.81,3.76,3.91,3.98,3.67,3.6,Upgrade
Operating Income,3.34,3.94,3.96,4.07,3.72,4.98,4.41,3.88,2.74,1.97,1.89,2.27,2.22,2.28,1.61,0.78,0.79,1.14,1.13,1.07,1.22,0.77,1.31,1.2,1.07,1.25,1.14,1.09,0.93,1.03,1.21,1,0.76,1.23,1.07,0.96,0.7,0.71,0.72,1.13,Upgrade
Other Expense / Income,0.08,0.03,0.01,0.02,0.05,0.01,0.04,0.02,0.04,-0.01,0.04,-0.01,0.07,0.01,-0.01,-0.01,0.02,0,-0.01,-0.04,0.03,-0.15,0.02,0.04,0.03,0,-0,0.03,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,-0,-,-,Upgrade
Pretax Income,3.27,3.91,3.95,4.05,3.67,4.97,4.37,3.86,2.7,1.97,1.85,2.28,2.15,2.28,1.62,0.78,0.77,1.14,1.14,1.11,1.19,0.92,1.29,1.16,1.05,1.25,1.14,1.06,0.93,1.02,1.2,0.98,0.75,1.22,1.06,0.95,0.67,0.71,0.72,1.13,Upgrade
Income Tax,0.67,0.38,0.77,0.78,0.72,1.09,1.01,0.85,0.55,0.03,0.37,0.44,0.46,0.42,0.32,0.18,0.25,0.04,0.16,0.17,0.18,0.05,0.39,0.24,0.25,0.29,0.32,0.23,0.27,0.24,0.32,0.29,0.23,0.39,0.32,0.28,0.18,0.16,0.2,0.31,Upgrade
