Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+27 Quarters
Revenue,24.69,25.04,27.96,28.08,26.31,27.27,25.59,24.15,21.32,23.09,21.04,20.33,19.1,18.13,16.17,15.71,15.11,14.44,15.32,16.46,14.73,15.44,14.81,13.49,13.94,12.9,13.44,14.98,12.82,12.43,13.6,13.54,12.99,12.27,12.08,12.11,11.86,11.46,11.21,11.1,Upgrade
Revenue Growth (YoY),-6.16%,-8.16%,9.25%,16.30%,23.42%,18.08%,21.60%,18.77%,11.60%,27.37%,30.18%,29.38%,26.46%,25.53%,5.53%,-4.54%,2.57%,-6.43%,3.43%,22.05%,5.66%,19.65%,10.19%,-9.96%,8.70%,3.79%,-1.18%,10.62%,-1.30%,1.31%,12.64%,11.81%,9.58%,7.06%,7.75%,9.07%,8.67%,-8.27%,-9.26%,-9.91%,Upgrade
Gross Profit,24.69,25.04,27.96,28.08,26.31,27.27,25.59,24.15,21.32,23.09,21.04,20.33,19.1,18.13,16.17,15.71,15.11,14.44,15.32,16.46,14.73,15.44,14.81,13.49,13.94,12.9,13.44,14.98,12.82,12.43,13.6,13.54,12.99,12.27,12.08,12.11,11.86,11.46,11.21,11.1,Upgrade
"Selling, General & Admin",12.21,11.64,11.48,11.34,11.18,10.44,10.36,10.21,9.86,9.5,9.18,9.4,9.23,8.56,7.44,7.68,7.45,7.4,7.13,7.03,6.92,6.66,6.44,5.67,5.86,5.31,5.3,5.14,5.07,4.67,4.79,4.85,5.03,5.04,4.95,4.96,4.82,4.58,4.58,4.62,Upgrade
Other Operating Expenses,7.96,7.01,6.31,6.48,5.57,6.67,5.39,5.81,5.13,5.92,5.34,4.4,5.07,4.52,3.88,3.99,3.72,3.83,4.02,3.65,3.28,3.71,3.71,3.35,3.14,2.86,3,3.17,3.03,3.04,2.98,2.88,2.86,3.19,2.7,3.14,2.8,3,3.26,3.21,Upgrade
Operating Expenses,20.17,18.65,17.79,17.82,16.75,17.1,15.75,16.02,14.99,15.42,14.52,13.8,14.3,13.08,11.31,11.66,11.17,11.24,11.16,10.68,10.21,10.36,10.15,9.02,8.99,8.17,8.3,8.32,8.1,7.71,7.77,7.72,7.89,8.23,7.64,8.1,7.62,7.58,7.84,7.83,Upgrade
Operating Income,4.53,6.4,10.17,10.26,9.56,10.16,9.84,8.12,6.33,7.67,6.53,6.53,4.81,5.05,4.86,4.05,3.94,3.21,4.16,5.78,4.52,5.07,4.67,4.47,4.95,4.73,5.14,6.66,4.72,4.72,5.83,5.82,5.1,4.04,4.43,4.01,4.23,3.88,3.37,3.27,Upgrade
Pretax Income,4.53,6.4,10.17,10.26,9.56,10.16,9.84,8.12,6.33,7.67,6.53,6.53,4.81,5.05,4.86,4.05,3.94,3.21,4.16,5.78,4.52,5.07,4.67,4.47,4.95,4.73,5.14,6.66,4.72,4.72,5.83,5.82,5.1,4.04,4.43,4.01,4.23,3.88,3.37,3.27,Upgrade
Income Tax,1.06,1.28,2.12,2.14,1.98,2.12,2.05,1.69,1.31,1.54,1.34,1.35,0.98,1,1.01,0.84,0.81,0.59,0.77,1.19,0.92,2.57,1.6,1.53,1.69,1.57,1.76,2.26,1.57,1.35,1.95,1.96,1.71,1.25,1.46,1.34,1.45,1.21,1.11,1.14,Upgrade
Net Income,3.47,5.12,8.05,8.12,7.59,8.05,7.79,6.43,5.02,6.13,5.18,5.18,3.83,4.05,3.85,3.21,3.13,2.62,3.4,4.6,3.6,2.51,3.06,2.93,3.25,3.16,3.38,4.4,3.15,3.37,3.88,3.86,3.39,2.8,2.97,2.67,2.79,2.67,2.26,2.13,Upgrade
