Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+12 Quarters
Revenue,29.06,27.47,24.99,21.15,20.52,24.1,21.23,21.83,23.29,23.63,21.08,20.43,19.98,19.51,19.2,18.07,20.33,22.21,17.87,18.11,18.23,17.07,18.05,17.27,16.23,17.28,14.43,13.83,14.69,15.08,13.56,12.8,12.84,13.65,11.32,10.58,10.56,11.24,10.26,10.48,Upgrade
Revenue Growth (YoY),41.61%,14.00%,17.73%,-3.08%,-11.90%,1.99%,0.72%,6.82%,16.55%,21.14%,9.77%,13.09%,-1.71%,-12.16%,7.44%,-0.24%,11.50%,30.11%,-0.98%,4.87%,12.36%,-1.20%,25.06%,24.86%,10.46%,14.59%,6.45%,8.07%,14.43%,10.42%,19.72%,20.96%,21.58%,21.46%,10.34%,1.00%,7.60%,16.55%,14.29%,37.32%,Upgrade
Cost of Revenue,7.65,6.74,6.55,4.2,4.67,15.22,10.36,9.65,5.94,10.55,8.36,4.62,-3.75,7.76,6.65,3.03,5.71,5.92,6.63,4.73,6.44,5.68,5.49,4.89,4.69,5.37,4.2,5.2,3.86,3.93,3.29,3.42,3.39,3.51,2.79,2.25,2.21,2.47,2.46,4.7,Upgrade
Gross Profit,21.4,20.74,18.44,16.96,15.85,8.88,10.87,12.18,17.35,13.08,12.72,15.81,23.73,11.75,12.55,15.04,14.62,16.29,11.24,13.38,11.79,11.38,12.55,12.38,11.54,11.91,10.23,8.64,10.83,11.15,10.27,9.38,9.45,10.14,8.54,8.34,8.35,8.77,7.8,5.77,Upgrade
"Selling, General & Admin",1.53,1.68,1.12,1.33,1.22,1.12,1.16,1.14,1.08,1.35,0.94,1.52,1.35,0.99,0.85,1.29,1.29,0.93,0.83,1.31,1.2,1.09,0.87,1.01,1.1,1.02,0.83,1.02,1.12,0.98,0.82,1.03,1.1,1.09,0.94,1.02,1.14,0.85,0.74,0.83,Upgrade
Other Operating Expenses,-0.07,0.23,-0.08,-0.08,-0.08,0.1,-0.07,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Operating Expenses,1.46,1.91,1.05,1.26,1.15,1.21,1.09,1.11,1.08,1.35,0.94,1.52,1.35,0.99,0.85,1.29,1.29,0.93,0.83,1.31,1.2,1.09,0.87,1.01,1.1,1.02,0.83,1.02,1.12,0.98,0.82,1.03,1.1,1.09,0.94,1.02,1.14,0.85,0.74,0.83,Upgrade
Operating Income,19.95,18.83,17.39,15.7,14.7,7.67,9.78,11.07,16.27,11.73,11.78,14.3,22.38,10.77,11.7,13.75,13.33,15.36,10.42,12.07,10.59,10.3,11.68,11.37,10.44,10.89,9.41,7.62,9.71,10.16,9.45,8.35,8.35,9.05,7.59,7.32,7.22,7.92,7.06,4.94,Upgrade
Interest Expense / Income,5.19,4.93,4.69,4.64,4.41,4.75,4.66,4.56,5.19,4.98,4.88,4.86,4.96,4.88,4.42,4.05,3.72,3.58,3.11,3.05,2.93,2.33,2.49,2.4,2.58,2.69,2.65,2.65,2.6,2.61,2.39,2.3,2.13,2.03,1.93,1.8,1.75,1.79,1.79,1.77,Upgrade
Other Expense / Income,-0.77,7.76,1.29,3.03,-1.35,-47.79,-23.32,-19.41,-0.46,-23.48,-13.81,1.32,44.39,-14.63,-6.53,6.44,-1.77,-0.89,-7.32,1.31,-7.5,-4.69,-2.86,-1.02,-1.67,-4.8,-1.86,-7.85,-0.46,-0.68,1.56,-0.21,-0.18,-0.68,0.33,2.08,2.07,1.33,0.74,-10.26,Upgrade
