Metrics,2022-10-31,2022-04-30,2021-10-31,2021-04-30,2020-10-31,2020-04-30,2019-10-31,2018-10-31
Shares Outstanding (Basic),3,2,2,1,1,1,1,1
Shares Change,159.33%,145.98%,72.21%,31.21%,-,-,-,-
