Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Revenue,"10,984","11,586","14,602","14,441","14,944","14,087","12,835","10,681","14,454","9,676","10,221","9,396","14,443","11,815","12,914","12,561","12,456","12,560","11,486","11,631","11,712","12,635","11,751","12,502","12,632","13,010","12,854","14,724","11,779","13,831","12,822","15,699","15,975","15,410","16,697","16,136","16,163","17,542","15,944","18,426",Upgrade
Revenue Growth (YoY),-26.50%,-17.75%,13.77%,35.20%,3.39%,45.59%,25.57%,13.68%,0.08%,-18.10%,-20.85%,-25.20%,15.95%,-5.93%,12.43%,8.00%,6.35%,-0.59%,-2.26%,-6.97%,-7.28%,-2.88%,-8.58%,-15.09%,7.24%,-5.94%,0.25%,-6.21%,-26.27%,-10.25%,-23.21%,-2.71%,-1.16%,-12.15%,4.72%,-12.43%,-4.71%,-15.56%,-4.65%,13.59%,Upgrade
Cost of Revenue,"7,633","7,177","7,138","6,033","5,706","8,100","6,882","6,956","6,007","6,953","6,754","7,439","7,282","6,988","7,858","6,769","7,619","8,898","9,245","6,440","6,583","8,228","11,189","7,190","6,957","12,596","8,376","7,833","7,337","11,731","7,817","8,042","7,486","8,478","8,085","7,734","7,752","8,248","8,340","9,062",Upgrade
Gross Profit,"3,351","4,409","7,464","8,408","9,238","5,987","5,953","3,725","8,447","2,723","3,467","1,957","7,161","4,827","5,056","5,792","4,837","3,662","2,241","5,191","5,129","4,407",562,"5,312","5,675",414,"4,478","6,891","4,442","2,100","5,005","7,657","8,489","6,932","8,612","8,402","8,411","9,294","7,604","9,364",Upgrade
"Selling, General & Admin","3,273","3,685","3,341","3,521","3,301","3,338","3,500","3,133","3,392","3,053","2,698","2,841","4,015","3,341","3,439","3,579","3,342","3,956","3,443","3,660","3,629","3,486","3,061","3,297","3,551","3,760","3,554","3,931","4,265","4,727","4,450","4,446","4,299","4,590","4,439","5,599","5,425","6,437","5,829","5,579",Upgrade
Other Operating Expenses,2,82,0,0,-40,"-3,044",0,0,0,"8,525",0,"8,412",216,-4,9,1,-6,-3,-2,-25,-8,-241,13,60,100,-194,-128,-225,2,1,3,1,6,-1,-18,"-2,174",-4,1,0,47,Upgrade
Operating Expenses,"3,275","3,767","3,341","3,521","3,261",294,"3,500","3,133","3,392","11,578","2,698","11,253","4,231","3,337","3,448","3,580","3,336","3,953","3,441","3,635","3,621","3,245","3,074","3,357","3,651","3,566","3,426","3,706","4,267","4,728","4,453","4,447","4,305","4,589","4,421","3,425","5,421","6,438","5,829","5,626",Upgrade
Operating Income,76,642,"4,123","4,887","5,977","5,693","2,453",592,"5,055","-8,855",769,"-9,296","2,930","1,490","1,608","2,212","1,501",-291,"-1,200","1,556","1,508","1,162","-2,512","1,955","2,024","-3,152","1,052","3,185",175,"-2,628",552,"3,210","4,184","2,343","4,191","4,977","2,990","2,856","1,775","3,738",Upgrade
Interest Expense / Income,307,314,282,266,263,297,328,338,342,358,379,365,355,360,348,360,349,407,326,299,277,288,290,292,298,305,329,320,306,304,321,316,340,346,430,463,479,514,516,535,Upgrade
Other Expense / Income,-117,-36,326,657,387,708,19,158,39,"-8,618",28,163,-78,-15,317,297,281,61,40,-1,16,-10,28,-24,25,569,-43,28,110,-8,397,317,76,"1,323",749,-33,288,176,59,47,Upgrade
Pretax Income,-114,364,"3,515","3,964","5,327","4,688","2,106",96,"4,674",-595,362,"-9,824","2,653","1,145",943,"1,555",871,-759,"-1,566","1,258","1,215",884,"-2,830","1,687","1,701","-4,026",766,"2,837",-241,"-2,924",-166,"2,577","3,768",674,"3,012","4,547","2,223","2,166","1,200","3,156",Upgrade
Income Tax,-144,93,806,928,"1,154",942,439,-3,798,-542,74,"-1,896",904,216,287,446,217,-137,-307,321,277,"7,544","-1,091",557,516,-985,304,924,-58,"-1,083",65,777,"1,300",19,820,"1,474",614,188,-970,425,Upgrade
Net Income,30,271,"2,709","3,036","4,173","3,746","1,667",99,"3,876",-53,288,"-7,928","1,749",929,656,"1,109",654,-622,"-1,259",937,938,"-6,660","-1,739","1,130","1,185","-3,041",462,"1,913",-183,"-1,841",-231,"1,800","2,468",655,"2,192","3,073","1,609","1,978","2,170","2,731",Upgrade
Preferred Dividends,7,7,7,8,7,7,7,8,7,7,7,8,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Net Income Common,23,264,"2,702","3,028","4,166","3,739","1,660",91,"3,869",-60,281,"-7,936","1,742",922,648,"1,102",654,-622,"-1,259",937,938,"-6,660","-1,739","1,130","1,185","-3,041",462,"1,913",-183,"-1,841",-231,"1,800","2,468",655,"2,192","3,073","1,609","1,978","2,170","2,731",Upgrade
Net Income Growth,-99.45%,-92.94%,62.77%,3227.47%,7.68%,-,490.75%,-,122.10%,-,-56.64%,-,166.36%,-,-,17.61%,-30.28%,-,-,-17.08%,-20.84%,-,-,-40.93%,-,-,-,6.28%,-,-,-,-41.43%,53.39%,-66.89%,1.01%,12.52%,-27.06%,-,16.92%,17.11%,Upgrade
Shares Outstanding (Basic),739,745,763,791,816,834,853,863,868,868,868,867,874,878,877,876,875,887,895,903,908,908,909,926,981,"1,023","1,071","1,114","1,157","1,226","1,279","1,329","1,366","1,391","1,419","1,442","1,459","1,469","1,475","1,477",Upgrade
Shares Outstanding (Diluted),744,754,771,801,826,847,864,873,876,868,873,867,879,896,896,888,878,890,895,917,925,838,909,948,"1,005",936,"1,102","1,140","1,157","1,267","1,279","1,365","1,386","1,412","1,442","1,465","1,473","1,481","1,485","1,482",Upgrade
Shares Change,-9.92%,-10.87%,-10.75%,-8.27%,-5.74%,-2.51%,-1.04%,0.68%,-0.30%,-3.13%,-2.53%,-2.40%,0.15%,0.70%,0.06%,-3.08%,-5.16%,6.17%,-1.48%,-3.34%,-7.96%,-10.45%,-17.57%,-16.82%,-13.08%,-26.08%,-13.81%,-16.50%,-16.57%,-10.29%,-11.30%,-6.78%,-5.86%,-4.65%,-2.91%,-1.19%,-0.28%,0.38%,-9.57%,-15.62%,Upgrade
EPS (Basic),0.03,0.52,3.54,3.83,5.10,4.42,1.95,0.11,4.45,-0.08,0.32,-9.15,1.99,1.05,0.74,1.26,0.75,-0.69,-1.41,1.04,1.03,-7.15,-1.91,1.22,1.21,-2.75,0.43,1.72,-0.16,-1.36,-0.18,1.35,1.81,0.50,1.54,2.13,1.10,1.34,1.47,1.85,Upgrade
EPS (Diluted),0.03,0.52,3.50,3.78,5.04,4.37,1.92,0.11,4.41,-0.08,0.32,-9.15,1.98,1.03,0.72,1.24,0.75,-0.68,-1.41,1.02,1.01,-7.14,-1.91,1.19,1.18,-2.70,0.42,1.68,-0.16,-1.32,-0.18,1.32,1.78,0.49,1.52,2.10,1.09,1.33,1.46,1.84,Upgrade
EPS Growth,-99.40%,-88.10%,82.29%,3336.36%,14.29%,-,500.00%,-,122.73%,-,-55.56%,-,164.00%,-,-,21.57%,-25.74%,-,-,-14.29%,-14.41%,-,-,-29.17%,-,-,-,27.27%,-,-,-,-37.14%,63.30%,-63.16%,4.11%,14.13%,-26.85%,-,29.20%,38.35%,Upgrade
Free Cash Flow Per Share,0.67,0.25,4.44,0.73,0.05,0.62,3.46,2.52,0.74,0.49,0.98,0.40,-0.67,-1.16,0.55,-0.34,-1.11,-0.40,0.34,0.66,-1.03,1.15,0.19,1.40,-10.54,1.71,1.10,1.38,-0.84,0.52,1.36,0.08,0.28,0.47,1.91,0.61,0.52,1.30,1.54,1.24,Upgrade
Dividend Per Share,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.280,0.280,0.125,0.125,0.125,0.125,0.125,0.125,0.100,0.100,-,Upgrade
Dividend Growth,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.29%,14.29%,156.00%,156.00%,124.00%,124.00%,0%,0%,25.00%,25.00%,-,-,-,-,-,Upgrade
Gross Margin,30.51%,38.05%,51.12%,58.22%,61.82%,42.50%,46.38%,34.88%,58.44%,28.14%,33.92%,20.83%,49.58%,40.85%,39.15%,46.11%,38.83%,29.16%,19.51%,44.63%,43.79%,34.88%,4.78%,42.49%,44.93%,3.18%,34.84%,46.80%,37.71%,15.18%,39.03%,48.77%,53.14%,44.98%,51.58%,52.07%,52.04%,52.98%,47.69%,50.82%,Upgrade
Operating Margin,0.69%,5.54%,28.24%,33.84%,40.00%,40.41%,19.11%,5.54%,34.97%,-91.52%,7.52%,-98.94%,20.29%,12.61%,12.45%,17.61%,12.05%,-2.32%,-10.45%,13.38%,12.88%,9.20%,-21.38%,15.64%,16.02%,-24.23%,8.18%,21.63%,1.49%,-19.00%,4.31%,20.45%,26.19%,15.20%,25.10%,30.84%,18.50%,16.28%,11.13%,20.29%,Upgrade
Profit Margin,0.21%,2.28%,18.50%,20.97%,27.88%,26.54%,12.93%,0.85%,26.77%,-0.62%,2.75%,-84.46%,12.06%,7.80%,5.02%,8.77%,5.25%,-4.95%,-10.96%,8.06%,8.01%,-52.71%,-14.80%,9.04%,9.38%,-23.37%,3.59%,12.99%,-1.55%,-13.31%,-1.80%,11.47%,15.45%,4.25%,13.13%,19.04%,9.95%,11.28%,13.61%,14.82%,Upgrade
