Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+57 Quarters
Revenue,64.06,71.97,71.44,66.76,60.85,74.74,69.72,61.79,53.7,50.6,52.71,40.78,34.46,39.89,49.32,34.02,50.03,48.91,51.34,50.96,50.34,53.81,53.47,52.46,49.65,49.98,49.71,50.87,47.06,53.48,53.25,50.63,49.98,45.14,52.65,36.51,36.61,31.78,34.53,33.89,Upgrade
Revenue Growth (YoY),5.27%,-3.72%,2.46%,8.05%,13.32%,47.71%,32.28%,51.51%,55.84%,26.84%,6.88%,19.87%,-31.12%,-18.43%,-3.95%,-33.24%,-0.62%,-9.11%,-3.98%,-2.86%,1.38%,7.65%,7.58%,3.13%,5.52%,-6.53%,-6.66%,0.47%,-5.85%,18.48%,1.14%,38.66%,36.51%,42.02%,52.46%,7.74%,7.81%,13.56%,9.84%,19.50%,Upgrade
Gross Profit,64.06,71.97,71.44,66.76,60.85,74.74,69.72,61.79,53.7,50.6,52.71,40.78,34.46,39.89,49.32,34.02,50.03,48.91,51.34,50.96,50.34,53.81,53.47,52.46,49.65,49.98,49.71,50.87,47.06,53.48,53.25,50.63,49.98,45.14,52.65,36.51,36.61,31.78,34.53,33.89,Upgrade
"Selling, General & Admin",29.78,29.04,29.35,27.73,27.08,28.47,28.46,26.93,25.46,26.63,25.9,23.33,26.41,26.3,26.12,24.08,23.95,23.96,24.49,24.82,26.04,24.84,24.51,24,24.15,23.17,23.17,23.26,21.89,22.51,24.58,23.08,24.17,25.64,18.86,15.21,15.09,13.53,14.6,13.91,Upgrade
Other Operating Expenses,3.01,4.81,3.93,3.74,4.61,3.17,4.04,3.86,4.08,4.29,4.03,3.81,4.66,7.79,6.49,6.06,5.12,5.34,4.52,4.69,3.72,4.42,4.15,4.95,3.09,2.79,5.17,4.61,4.18,5.68,4.14,3.95,7.22,11.27,6.62,2.93,2.71,3.01,3.04,4.7,Upgrade
Operating Expenses,32.79,33.84,33.28,31.48,31.69,31.64,32.5,30.78,29.54,30.92,29.92,27.14,31.07,34.09,32.61,30.14,29.07,29.3,29.01,29.51,29.76,29.26,28.66,28.94,27.24,25.95,28.34,27.86,26.07,28.19,28.72,27.03,31.39,36.91,25.48,18.14,17.8,16.54,17.64,18.61,Upgrade
Operating Income,31.27,38.12,38.16,35.28,29.16,43.11,37.22,31,24.17,19.68,22.78,13.64,3.39,5.8,16.71,3.88,20.96,19.61,22.34,21.45,20.58,24.55,24.81,23.51,22.41,24.03,21.37,23.01,20.99,25.29,24.53,23.6,18.59,8.23,27.17,18.38,18.81,15.24,16.9,15.29,Upgrade
Other Expense / Income,-,-,-,-,-,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47,-0.02,0.09,-0.07,-0.16,Upgrade
Pretax Income,31.27,38.12,38.16,35.28,29.16,43.11,37.22,31,24.17,19.68,22.78,13.64,3.39,5.8,16.71,3.88,20.96,19.61,22.34,21.45,20.58,24.55,24.81,23.51,22.41,24.03,21.37,23.01,20.99,25.29,24.53,23.6,18.59,8.23,27.17,17.91,18.84,15.15,16.97,15.45,Upgrade
Income Tax,9.27,9.64,10.99,10.23,8.46,9.78,10.66,8.88,7.51,5.35,6.44,4.47,1.04,2.72,4.33,1.22,6.29,8.22,6.26,5.9,5.72,13.05,9.89,9.06,8.63,9.61,8.25,8.86,6.18,10.46,10.57,9.62,7.53,2.3,5.37,6.87,7.84,5.22,6.58,5.96,Upgrade
